device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,burst_burn_in_slots,policy,mean_energy_j,total_energy_j,violation_rate,violation_count,max_violation_run,burst_count_ge2,violation_run_count,violation_state_bad_share,violation_state_good_count,violation_state_bad_count,boost_use_rate,boost_use_rate_good,boost_use_rate_bad,policy_metadata_json
device_0,0.875,1706,1.35,47.25,0.05,drop,48,16,3,0.19605,0.8731077294363513,515,4485,1000,P1,0.06314419205896109,6314.419205896109,0.00515,515,2,12,498,1.0,0,515,0.0533,0,0.27186942106605455,{}
device_0,0.875,1706,1.35,47.25,0.05,drop,48,16,3,0.19605,0.8731077294363513,515,4485,1000,P0,0.06032888168935779,6032.888168935779,0.05,5000,3,249,4696,0.2738,3631,1369,0.05103,0,0.26029074215761283,"{""budget"": 4485}"
device_0,0.875,1706,1.35,47.25,0.05,drop,48,16,3,0.19605,0.8731077294363513,515,4485,1000,P2,0.05176542843291475,5176.542843291475,0.05,5000,7,863,3810,1.0,0,5000,0.00845,0,0.043101249681203775,"{""budget"": 4485}"
device_0,0.875,1706,1.35,47.25,0.05,drop,48,16,3,0.19605,0.8731077294363513,515,4485,1000,P2prime,0.05215634061447091,5215.634061447091,0.05,5000,2,12,4939,1.0,0,5000,0.01253,0,0.06391226727875542,"{""budget"": 4485, ""method"": ""lagrangian_path_dp""}"
device_0,0.875,1707,1.35,47.25,0.05,drop,48,16,3,0.2,0.8774036452681541,500,4500,1000,P1,0.06378372007073949,6378.372007073949,0.005,500,2,11,485,1.0,0,500,0.05335,0,0.26675,{}
device_0,0.875,1707,1.35,47.25,0.05,drop,48,16,3,0.2,0.8774036452681541,500,4500,1000,P0,0.0609561432528164,6095.61432528164,0.05,5000,4,223,4695,0.2686,3657,1343,0.051,0,0.255,"{""budget"": 4500}"
device_0,0.875,1707,1.35,47.25,0.05,drop,48,16,3,0.2,0.8774036452681541,500,4500,1000,P2,0.05236658907177922,5236.658907177922,0.05,5000,6,885,3805,1.0,0,5000,0.00835,0,0.04175,"{""budget"": 4500}"
device_0,0.875,1707,1.35,47.25,0.05,drop,48,16,3,0.2,0.8774036452681541,500,4500,1000,P2prime,0.0527580180061029,5275.80180061029,0.05,5000,2,11,4932,1.0,0,5000,0.01243,0,0.06215,"{""budget"": 4500, ""method"": ""lagrangian_path_dp""}"
device_0,0.875,1708,1.35,47.25,0.05,drop,48,16,3,0.20258,0.87442580026271,496,4504,1000,P1,0.06430825488094447,6430.825488094446,0.00496,496,2,12,480,1.0,0,496,0.05551,0,0.274015203870076,{}
device_0,0.875,1708,1.35,47.25,0.05,drop,48,16,3,0.20258,0.87442580026271,496,4504,1000,P0,0.06132316291883446,6132.316291883446,0.05,5000,3,240,4700,0.2872,3564,1436,0.05292,0,0.26123013130615064,"{""budget"": 4504}"
device_0,0.875,1708,1.35,47.25,0.05,drop,48,16,3,0.20258,0.87442580026271,496,4504,1000,P2,0.05287428026900228,5287.428026900228,0.05,5000,7,881,3835,1.0,0,5000,0.01047,0,0.051683285615559287,"{""budget"": 4504}"
device_0,0.875,1708,1.35,47.25,0.05,drop,48,16,3,0.20258,0.87442580026271,496,4504,1000,P2prime,0.053121125047621925,5312.112504762193,0.05,5000,2,12,4965,1.0,0,5000,0.01294,0,0.06387599960509428,"{""budget"": 4504, ""method"": ""lagrangian_path_dp""}"
device_0,0.875,1709,1.35,47.25,0.05,drop,48,16,3,0.19831,0.8770598020870867,511,4489,1000,P1,0.06330255223730408,6330.255223730407,0.00511,511,3,12,494,1.0,0,511,0.05074,0,0.2558620341888962,{}
device_0,0.875,1709,1.35,47.25,0.05,drop,48,16,3,0.19831,0.8770598020870867,511,4489,1000,P0,0.06043480193350477,6043.480193350477,0.05,5000,4,235,4694,0.277,3615,1385,0.04826,0,0.24335636125258434,"{""budget"": 4489}"
device_0,0.875,1709,1.35,47.25,0.05,drop,48,16,3,0.19831,0.8770598020870867,511,4489,1000,P2,0.05192016573286824,5192.0165732868245,0.05,5000,6,838,3831,1.0,0,5000,0.00585,0,0.02949926882154203,"{""budget"": 4489}"
device_0,0.875,1709,1.35,47.25,0.05,drop,48,16,3,0.19831,0.8770598020870867,511,4489,1000,P2prime,0.052434526497929526,5243.452649792953,0.05,5000,3,12,4939,1.0,0,5000,0.01132,0,0.05708234582219757,"{""budget"": 4489, ""method"": ""lagrangian_path_dp""}"
device_0,0.875,1710,1.35,47.25,0.05,drop,48,16,3,0.19668,0.8724656025657239,493,4507,1000,P1,0.06341920128842628,6341.920128842628,0.00493,493,2,17,474,1.0,0,493,0.0529,0,0.2689648159446817,{}
device_0,0.875,1710,1.35,47.25,0.05,drop,48,16,3,0.19668,0.8724656025657239,493,4507,1000,P0,0.06050215790114819,6050.215790114819,0.05,5000,3,247,4703,0.2782,3609,1391,0.05042,0,0.2563555013219443,"{""budget"": 4507}"
device_0,0.875,1710,1.35,47.25,0.05,drop,48,16,3,0.19668,0.8724656025657239,493,4507,1000,P2,0.05198550636465389,5198.550636465389,0.05,5000,5,874,3827,1.0,0,5000,0.00783,0,0.03981086028065894,"{""budget"": 4507}"
device_0,0.875,1710,1.35,47.25,0.05,drop,48,16,3,0.19668,0.8724656025657239,493,4507,1000,P2prime,0.05241296187839938,5241.296187839938,0.05,5000,2,17,4944,1.0,0,5000,0.01232,0,0.06263982102908278,"{""budget"": 4507, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1701,1.35,47.25,0.05,drop,48,16,3,0.20509,0.9402237906216514,498,4502,1000,P1,0.06445183363261733,6445.183363261733,0.00498,498,3,8,482,1.0,0,498,0.0543,0,0.26476181188746406,{}
device_0,0.9375,1701,1.35,47.25,0.05,drop,48,16,3,0.20509,0.9402237906216514,498,4502,1000,P0,0.061592874990957246,6159.287499095724,0.05,5000,4,246,4690,0.273,3635,1365,0.05196,0,0.2533521868447998,"{""budget"": 4502}"
device_0,0.9375,1701,1.35,47.25,0.05,drop,48,16,3,0.20509,0.9402237906216514,498,4502,1000,P2,0.05302851806579521,5302.8518065795215,0.05,5000,6,880,3800,1.0,0,5000,0.00928,0,0.04524842751962553,"{""budget"": 4502}"
device_0,0.9375,1701,1.35,47.25,0.05,drop,48,16,3,0.20509,0.9402237906216514,498,4502,1000,P2prime,0.05338213256248324,5338.213256248324,0.05,5000,3,8,4915,1.0,0,5000,0.01295,0,0.06314301038568433,"{""budget"": 4502, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1702,1.35,47.25,0.05,drop,48,16,3,0.19366,0.9366016280001491,498,4502,1000,P1,0.06299756222879518,6299.756222879519,0.00498,498,3,9,484,1.0,0,498,0.05238,0,0.27047402664463494,{}
device_0,0.9375,1702,1.35,47.25,0.05,drop,48,16,3,0.19366,0.9366016280001491,498,4502,1000,P0,0.06021857213227715,6021.857213227715,0.05,5000,3,236,4688,0.2642,3679,1321,0.05013,0,0.2588557265310338,"{""budget"": 4502}"
device_0,0.9375,1702,1.35,47.25,0.05,drop,48,16,3,0.19366,0.9366016280001491,498,4502,1000,P2,0.05157929828322629,5157.929828322629,0.05,5000,6,902,3754,1.0,0,5000,0.00736,0,0.03800475059382423,"{""budget"": 4502}"
device_0,0.9375,1702,1.35,47.25,0.05,drop,48,16,3,0.19366,0.9366016280001491,498,4502,1000,P2prime,0.05208901526057074,5208.901526057074,0.05,5000,3,9,4959,1.0,0,5000,0.01274,0,0.06578539708767944,"{""budget"": 4502, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1703,1.35,47.25,0.05,drop,48,16,3,0.19489,0.9369055048961522,487,4513,1000,P1,0.063166081945755,6316.6081945754995,0.00487,487,2,8,476,1.0,0,487,0.05228,0,0.26825388680794293,{}
device_0,0.9375,1703,1.35,47.25,0.05,drop,48,16,3,0.19489,0.9369055048961522,487,4513,1000,P0,0.0602720217958976,6027.20217958976,0.05,5000,3,246,4689,0.272,3640,1360,0.04988,0,0.2559392477807994,"{""budget"": 4513}"
device_0,0.9375,1703,1.35,47.25,0.05,drop,48,16,3,0.19489,0.9369055048961522,487,4513,1000,P2,0.05172043791023691,5172.043791023691,0.05,5000,6,918,3781,1.0,0,5000,0.00715,0,0.036687362101698394,"{""budget"": 4513}"
device_0,0.9375,1703,1.35,47.25,0.05,drop,48,16,3,0.19489,0.9369055048961522,487,4513,1000,P2prime,0.05225546653877133,5225.5466538771325,0.05,5000,2,8,4956,1.0,0,5000,0.01281,0,0.06572938580737853,"{""budget"": 4513, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1704,1.35,47.25,0.05,drop,48,16,3,0.19999,0.9358099323716185,485,4515,1000,P1,0.06378172438565341,6378.172438565341,0.00485,485,2,8,473,1.0,0,485,0.05373,0,0.2686634331716586,{}
device_0,0.9375,1704,1.35,47.25,0.05,drop,48,16,3,0.19999,0.9358099323716185,485,4515,1000,P0,0.06092479692636177,6092.479692636177,0.05,5000,4,248,4703,0.2674,3663,1337,0.05134,0,0.2567128356417821,"{""budget"": 4515}"
device_0,0.9375,1704,1.35,47.25,0.05,drop,48,16,3,0.19999,0.9358099323716185,485,4515,1000,P2,0.052325245925057134,5232.524592505713,0.05,5000,7,923,3757,1.0,0,5000,0.00858,0,0.04290214510725536,"{""budget"": 4515}"
device_0,0.9375,1704,1.35,47.25,0.05,drop,48,16,3,0.19999,0.9358099323716185,485,4515,1000,P2prime,0.05276630298276925,5276.630298276925,0.05,5000,2,8,4948,1.0,0,5000,0.01318,0,0.06590329516475824,"{""budget"": 4515, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1705,1.35,47.25,0.05,drop,48,16,3,0.19063,0.9374553760710133,477,4523,1000,P1,0.06237608855017092,6237.608855017092,0.00477,477,2,11,458,1.0,0,477,0.05119,0,0.26853066149084615,{}
device_0,0.9375,1705,1.35,47.25,0.05,drop,48,16,3,0.19063,0.9374553760710133,477,4523,1000,P0,0.059624541786633366,5962.454178663336,0.05,5000,4,267,4670,0.2542,3729,1271,0.04905,0,0.257304726433405,"{""budget"": 4523}"
device_0,0.9375,1705,1.35,47.25,0.05,drop,48,16,3,0.19063,0.9374553760710133,477,4523,1000,P2,0.05090529054521085,5090.529054521085,0.05,5000,6,899,3711,1.0,0,5000,0.00596,0,0.03126475371137806,"{""budget"": 4523}"
device_0,0.9375,1705,1.35,47.25,0.05,drop,48,16,3,0.19063,0.9374553760710133,477,4523,1000,P2prime,0.051473266841678945,5147.326684167894,0.05,5000,2,11,4924,1.0,0,5000,0.01199,0,0.06289671090594345,"{""budget"": 4523, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1706,1.35,47.25,0.05,drop,48,16,3,0.20144,0.9386428776611538,522,4478,1000,P1,0.06387916125090569,6387.916125090569,0.00522,522,2,13,506,1.0,0,522,0.05273,0,0.2617652899126291,{}
device_0,0.9375,1706,1.35,47.25,0.05,drop,48,16,3,0.20144,0.9386428776611538,522,4478,1000,P0,0.061016826986399465,6101.6826986399465,0.05,5000,4,234,4693,0.2784,3608,1392,0.05045,0,0.2504467831612391,"{""budget"": 4478}"
device_0,0.9375,1706,1.35,47.25,0.05,drop,48,16,3,0.20144,0.9386428776611538,522,4478,1000,P2,0.05252058989152938,5252.058989152938,0.05,5000,7,887,3791,1.0,0,5000,0.00795,0,0.039465845909451944,"{""budget"": 4478}"
device_0,0.9375,1706,1.35,47.25,0.05,drop,48,16,3,0.20144,0.9386428776611538,522,4478,1000,P2prime,0.05293186632296063,5293.186632296063,0.05,5000,2,13,4954,1.0,0,5000,0.01225,0,0.060812152501985704,"{""budget"": 4478, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1707,1.35,47.25,0.05,drop,48,16,3,0.20073,0.9386652506542138,532,4468,1000,P1,0.06372172454115842,6372.172454115842,0.00532,532,2,13,514,1.0,0,532,0.0527,0,0.26254172271210086,{}
device_0,0.9375,1707,1.35,47.25,0.05,drop,48,16,3,0.20073,0.9386652506542138,532,4468,1000,P0,0.06086136591420927,6086.136591420927,0.05,5000,4,238,4711,0.2836,3582,1418,0.05035,0,0.2508344542420166,"{""budget"": 4468}"
device_0,0.9375,1707,1.35,47.25,0.05,drop,48,16,3,0.20073,0.9386652506542138,532,4468,1000,P2,0.05238576422425376,5238.576422425376,0.05,5000,6,923,3744,1.0,0,5000,0.00802,0,0.039954167289393716,"{""budget"": 4468}"
device_0,0.9375,1707,1.35,47.25,0.05,drop,48,16,3,0.20073,0.9386652506542138,532,4468,1000,P2prime,0.05282495721348496,5282.495721348496,0.05,5000,2,13,4918,1.0,0,5000,0.01262,0,0.06287052259253724,"{""budget"": 4468, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1708,1.35,47.25,0.05,drop,48,16,3,0.19042,0.9350336658268497,462,4538,1000,P1,0.06247678249938656,6247.678249938656,0.00462,462,3,9,446,1.0,0,462,0.05138,0,0.26982459825648564,{}
device_0,0.9375,1708,1.35,47.25,0.05,drop,48,16,3,0.19042,0.9350336658268497,462,4538,1000,P0,0.0596278435299997,5962.78435299997,0.05,5000,3,229,4702,0.2636,3682,1318,0.04909,0,0.25779855057241885,"{""budget"": 4538}"
device_0,0.9375,1708,1.35,47.25,0.05,drop,48,16,3,0.19042,0.9350336658268497,462,4538,1000,P2,0.05096872834370033,5096.872834370033,0.05,5000,6,903,3718,1.0,0,5000,0.006,0,0.03150929524209642,"{""budget"": 4538}"
device_0,0.9375,1708,1.35,47.25,0.05,drop,48,16,3,0.19042,0.9350336658268497,462,4538,1000,P2prime,0.05154901936624645,5154.901936624645,0.05,5000,3,9,4928,1.0,0,5000,0.01217,0,0.06391135384938557,"{""budget"": 4538, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1709,1.35,47.25,0.05,drop,48,16,3,0.20214,0.9387695757970393,501,4499,1000,P1,0.06398351905344943,6398.351905344943,0.00501,501,2,13,484,1.0,0,501,0.0538,0,0.26615217176214506,{}
device_0,0.9375,1709,1.35,47.25,0.05,drop,48,16,3,0.20214,0.9387695757970393,501,4499,1000,P0,0.06107295954981842,6107.295954981842,0.05,5000,4,248,4694,0.2836,3582,1418,0.05136,0,0.25408132977144554,"{""budget"": 4499}"
device_0,0.9375,1709,1.35,47.25,0.05,drop,48,16,3,0.20214,0.9387695757970393,501,4499,1000,P2,0.052566583190591244,5256.658319059125,0.05,5000,6,886,3795,1.0,0,5000,0.00881,0,0.04358365489264866,"{""budget"": 4499}"
device_0,0.9375,1709,1.35,47.25,0.05,drop,48,16,3,0.20214,0.9387695757970393,501,4499,1000,P2prime,0.05295049315330402,5295.049315330401,0.05,5000,2,13,4933,1.0,0,5000,0.0128,0,0.06332244978727615,"{""budget"": 4499, ""method"": ""lagrangian_path_dp""}"
device_0,0.9375,1710,1.35,47.25,0.05,drop,48,16,3,0.20082,0.9338903427364145,486,4514,1000,P1,0.06378664389229947,6378.664389229948,0.00486,486,2,12,467,1.0,0,486,0.05247,0,0.26127875709590676,{}
device_0,0.9375,1710,1.35,47.25,0.05,drop,48,16,3,0.20082,0.9338903427364145,486,4514,1000,P0,0.06089555937780739,6089.555937780739,0.05,5000,4,246,4690,0.2736,3632,1368,0.05006,0,0.2492779603625137,"{""budget"": 4514}"
device_0,0.9375,1710,1.35,47.25,0.05,drop,48,16,3,0.20082,0.9338903427364145,486,4514,1000,P2,0.05233597779429779,5233.59777942978,0.05,5000,8,885,3760,1.0,0,5000,0.00733,0,0.03650034857085947,"{""budget"": 4514}"
device_0,0.9375,1710,1.35,47.25,0.05,drop,48,16,3,0.20082,0.9338903427364145,486,4514,1000,P2prime,0.05282156336732023,5282.156336732023,0.05,5000,2,12,4934,1.0,0,5000,0.01245,0,0.061995817149686286,"{""budget"": 4514, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1701,1.35,47.25,0.05,drop,48,16,3,0.20012,0.9750727182312047,475,4525,1000,P1,0.06381567467258435,6381.5674672584355,0.00475,475,3,13,459,1.0,0,475,0.05253,0,0.2624925044973016,{}
device_0,0.975,1701,1.35,47.25,0.05,drop,48,16,3,0.20012,0.9750727182312047,475,4525,1000,P0,0.06095616917795451,6095.616917795451,0.05,5000,4,251,4682,0.2722,3639,1361,0.05026,0,0.25114931041375177,"{""budget"": 4525}"
device_0,0.975,1701,1.35,47.25,0.05,drop,48,16,3,0.20012,0.9750727182312047,475,4525,1000,P2,0.052336647449712406,5233.664744971241,0.05,5000,7,915,3741,1.0,0,5000,0.00728,0,0.036378173096142316,"{""budget"": 4525}"
device_0,0.975,1701,1.35,47.25,0.05,drop,48,16,3,0.20012,0.9750727182312047,475,4525,1000,P2prime,0.052841923157982036,5284.192315798204,0.05,5000,3,13,4972,1.0,0,5000,0.01262,0,0.06306216270237858,"{""budget"": 4525, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1702,1.35,47.25,0.05,drop,48,16,3,0.19762,0.9739220248349032,483,4517,1000,P1,0.06362395567667478,6362.395567667478,0.00483,483,2,14,463,1.0,0,483,0.0539,0,0.2727456735148264,{}
device_0,0.975,1702,1.35,47.25,0.05,drop,48,16,3,0.19762,0.9739220248349032,483,4517,1000,P0,0.06073214156157485,6073.214156157485,0.05,5000,4,245,4696,0.267,3665,1335,0.0514,0,0.2600951320716527,"{""budget"": 4517}"
device_0,0.975,1702,1.35,47.25,0.05,drop,48,16,3,0.19762,0.9739220248349032,483,4517,1000,P2,0.052164388155726125,5216.438815572613,0.05,5000,6,932,3670,1.0,0,5000,0.00873,0,0.044175690719562795,"{""budget"": 4517}"
device_0,0.975,1702,1.35,47.25,0.05,drop,48,16,3,0.19762,0.9739220248349032,483,4517,1000,P2prime,0.05262477711143967,5262.477711143967,0.05,5000,2,14,4901,1.0,0,5000,0.01354,0,0.06851533245622912,"{""budget"": 4517, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1703,1.35,47.25,0.05,drop,48,16,3,0.1984,0.975854682367182,494,4506,1000,P1,0.06349361984662462,6349.361984662462,0.00494,494,2,7,482,1.0,0,494,0.05197,0,0.26194556451612905,{}
device_0,0.975,1703,1.35,47.25,0.05,drop,48,16,3,0.1984,0.975854682367182,494,4506,1000,P0,0.060669429457370146,6066.942945737014,0.05,5000,3,241,4680,0.2722,3639,1361,0.04978,0,0.25090725806451614,"{""budget"": 4506}"
device_0,0.975,1703,1.35,47.25,0.05,drop,48,16,3,0.1984,0.975854682367182,494,4506,1000,P2,0.0520647730673962,5206.47730673962,0.05,5000,6,943,3722,1.0,0,5000,0.00691,0,0.034828629032258064,"{""budget"": 4506}"
device_0,0.975,1703,1.35,47.25,0.05,drop,48,16,3,0.1984,0.975854682367182,494,4506,1000,P2prime,0.052612012904035055,5261.2012904035055,0.05,5000,2,7,4944,1.0,0,5000,0.0127,0,0.06401209677419355,"{""budget"": 4506, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1704,1.35,47.25,0.05,drop,48,16,3,0.19634,0.9733501805342133,485,4515,1000,P1,0.06314998157446973,6314.998157446973,0.00485,485,2,7,474,1.0,0,485,0.05196,0,0.2646429662829785,{}
device_0,0.975,1704,1.35,47.25,0.05,drop,48,16,3,0.19634,0.9733501805342133,485,4515,1000,P0,0.06028078943618229,6028.0789436182295,0.05,5000,3,260,4687,0.2698,3651,1349,0.04966,0,0.2529285932565957,"{""budget"": 4515}"
device_0,0.975,1704,1.35,47.25,0.05,drop,48,16,3,0.19634,0.9733501805342133,485,4515,1000,P2,0.05169666589463559,5169.666589463559,0.05,5000,8,906,3731,1.0,0,5000,0.00681,0,0.03468473056942039,"{""budget"": 4515}"
device_0,0.975,1704,1.35,47.25,0.05,drop,48,16,3,0.19634,0.9733501805342133,485,4515,1000,P2prime,0.05223546868893974,5223.546868893974,0.05,5000,2,7,4936,1.0,0,5000,0.0125,0,0.06366507079555872,"{""budget"": 4515, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1705,1.35,47.25,0.05,drop,48,16,3,0.19493,0.9747974986214312,499,4501,1000,P1,0.0629192520566186,6291.925205661859,0.00499,499,2,10,483,1.0,0,499,0.05179,0,0.2656851177345714,{}
device_0,0.975,1705,1.35,47.25,0.05,drop,48,16,3,0.19493,0.9747974986214312,499,4501,1000,P0,0.0600712609939278,6007.12609939278,0.05,5000,4,253,4674,0.2692,3654,1346,0.04925,0,0.25265479915867234,"{""budget"": 4501}"
device_0,0.975,1705,1.35,47.25,0.05,drop,48,16,3,0.19493,0.9747974986214312,499,4501,1000,P2,0.05150435618150268,5150.435618150268,0.05,5000,6,965,3682,1.0,0,5000,0.00678,0,0.034781716513620275,"{""budget"": 4501}"
device_0,0.975,1705,1.35,47.25,0.05,drop,48,16,3,0.19493,0.9747974986214312,499,4501,1000,P2prime,0.052063096171388185,5206.309617138819,0.05,5000,2,10,4936,1.0,0,5000,0.01269,0,0.06510029241266095,"{""budget"": 4501, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1706,1.35,47.25,0.05,drop,48,16,3,0.203,0.9742259419786155,480,4520,1000,P1,0.0642130838454176,6421.3083845417605,0.0048,480,3,8,459,1.0,0,480,0.0548,0,0.26995073891625615,{}
device_0,0.975,1706,1.35,47.25,0.05,drop,48,16,3,0.203,0.9742259419786155,480,4520,1000,P0,0.06132285888655324,6132.285888655324,0.05,5000,4,231,4694,0.2738,3631,1369,0.05248,0,0.25852216748768475,"{""budget"": 4520}"
device_0,0.975,1706,1.35,47.25,0.05,drop,48,16,3,0.203,0.9742259419786155,480,4520,1000,P2,0.052746523467179375,5274.652346717938,0.05,5000,8,898,3756,1.0,0,5000,0.0096,0,0.04729064039408867,"{""budget"": 4520}"
device_0,0.975,1706,1.35,47.25,0.05,drop,48,16,3,0.203,0.9742259419786155,480,4520,1000,P2prime,0.05312126532967455,5312.126532967455,0.05,5000,3,8,4941,1.0,0,5000,0.01349,0,0.06645320197044335,"{""budget"": 4520, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1707,1.35,47.25,0.05,drop,48,16,3,0.20266,0.9738223967562294,499,4501,1000,P1,0.06416014567502408,6416.014567502408,0.00499,499,3,11,477,1.0,0,499,0.05341,0,0.2635448534491266,{}
device_0,0.975,1707,1.35,47.25,0.05,drop,48,16,3,0.20266,0.9738223967562294,499,4501,1000,P0,0.061212516941356356,6121.251694135635,0.05,5000,3,225,4697,0.284,3580,1420,0.05085,0,0.2509128589756242,"{""budget"": 4501}"
device_0,0.975,1707,1.35,47.25,0.05,drop,48,16,3,0.20266,0.9738223967562294,499,4501,1000,P2,0.052742991912182444,5274.299191218244,0.05,5000,6,916,3724,1.0,0,5000,0.0084,0,0.04144873186617981,"{""budget"": 4501}"
device_0,0.975,1707,1.35,47.25,0.05,drop,48,16,3,0.20266,0.9738223967562294,499,4501,1000,P2prime,0.05318935882309328,5318.935882309328,0.05,5000,3,11,4904,1.0,0,5000,0.01308,0,0.06454159676305142,"{""budget"": 4501, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1708,1.35,47.25,0.05,drop,48,16,3,0.19043,0.9746047948044175,482,4518,1000,P1,0.062415594907352344,6241.559490735234,0.00482,482,2,11,470,1.0,0,482,0.05087,0,0.2671322795777976,{}
device_0,0.975,1708,1.35,47.25,0.05,drop,48,16,3,0.19043,0.9746047948044175,482,4518,1000,P0,0.059601409554455205,5960.14095544552,0.05,5000,4,240,4698,0.2634,3683,1317,0.04849,0,0.2546342488053353,"{""budget"": 4518}"
device_0,0.975,1708,1.35,47.25,0.05,drop,48,16,3,0.19043,0.9746047948044175,482,4518,1000,P2,0.05096167540897705,5096.167540897705,0.05,5000,6,928,3704,1.0,0,5000,0.00569,0,0.029879745838365803,"{""budget"": 4518}"
device_0,0.975,1708,1.35,47.25,0.05,drop,48,16,3,0.19043,0.9746047948044175,482,4518,1000,P2prime,0.05158329234593677,5158.329234593677,0.05,5000,2,11,4955,1.0,0,5000,0.01232,0,0.06469568870451084,"{""budget"": 4518, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1709,1.35,47.25,0.05,drop,48,16,3,0.19294,0.9749540477640206,466,4534,1000,P1,0.06264407495391727,6264.407495391727,0.00466,466,2,6,457,1.0,0,466,0.0503,0,0.2607028091634705,{}
device_0,0.975,1709,1.35,47.25,0.05,drop,48,16,3,0.19294,0.9749540477640206,466,4534,1000,P0,0.05976515390706921,5976.515390706922,0.05,5000,4,271,4667,0.265,3675,1325,0.04796,0,0.24857468643101482,"{""budget"": 4534}"
device_0,0.975,1709,1.35,47.25,0.05,drop,48,16,3,0.19294,0.9749540477640206,466,4534,1000,P2,0.05114981573590992,5114.9815735909915,0.05,5000,8,919,3704,1.0,0,5000,0.00496,0,0.025707473826059916,"{""budget"": 4534}"
device_0,0.975,1709,1.35,47.25,0.05,drop,48,16,3,0.19294,0.9749540477640206,466,4534,1000,P2prime,0.05180961596903933,5180.961596903933,0.05,5000,2,6,4971,1.0,0,5000,0.012,0,0.06219550119208044,"{""budget"": 4534, ""method"": ""lagrangian_path_dp""}"
device_0,0.975,1710,1.35,47.25,0.05,drop,48,16,3,0.19779,0.9774683509778551,513,4487,1000,P1,0.06337791966999325,6337.791966999325,0.00513,513,2,12,493,1.0,0,513,0.0525,0,0.26543303503716065,{}
device_0,0.975,1710,1.35,47.25,0.05,drop,48,16,3,0.19779,0.9774683509778551,513,4487,1000,P0,0.06055775412295306,6055.7754122953065,0.05,5000,3,236,4697,0.2698,3651,1349,0.05027,0,0.25415845088224887,"{""budget"": 4487}"
device_0,0.975,1710,1.35,47.25,0.05,drop,48,16,3,0.19779,0.9774683509778551,513,4487,1000,P2,0.05199650983153135,5199.650983153135,0.05,5000,7,907,3699,1.0,0,5000,0.00763,0,0.03857626775873401,"{""budget"": 4487}"
device_0,0.975,1710,1.35,47.25,0.05,drop,48,16,3,0.19779,0.9774683509778551,513,4487,1000,P2prime,0.05248817313217453,5248.8173132174525,0.05,5000,2,12,4898,1.0,0,5000,0.01281,0,0.0647656605490672,"{""budget"": 4487, ""method"": ""lagrangian_path_dp""}"
device_0,0.0,1701,1.35,47.25,0.05,late,48,16,3,0.19936,-0.002661444942765865,516,4484,1000,P1,0.06446136217448532,6446.136217448533,0.00516,516,2,3,510,1.0,0,516,0.05223,0,0.26198836276083465,{}
device_0,0.0,1701,1.35,47.25,0.05,late,48,16,3,0.19936,-0.002661444942765865,516,4484,1000,P0,0.06353169278050814,6353.169278050815,0.05,5000,3,239,4705,0.2736,3632,1368,0.04992,0,0.2504012841091493,"{""budget"": 4484}"
device_0,0.0,1701,1.35,47.25,0.05,late,48,16,3,0.19936,-0.002661444942765865,516,4484,1000,P2,0.05829284953256648,5829.284953256648,0.05,5000,3,230,4716,1.0,0,5000,0.00739,0,0.037068619582664525,"{""budget"": 4484}"
device_0,0.0,1701,1.35,47.25,0.05,late,48,16,3,0.19936,-0.002661444942765865,516,4484,1000,P2prime,0.058322189172234196,5832.218917223419,0.05,5000,2,3,4957,1.0,0,5000,0.00739,0,0.037068619582664525,"{""budget"": 4484, ""method"": ""lagrangian_path_dp""}"
device_0,0.0,1702,1.35,47.25,0.05,late,48,16,3,0.20106,0.005830007599770396,487,4513,1000,P1,0.06464415793960653,6464.415793960652,0.00487,487,2,2,482,1.0,0,487,0.0535,0,0.2660897244603601,{}
device_0,0.0,1702,1.35,47.25,0.05,late,48,16,3,0.20106,0.005830007599770396,487,4513,1000,P0,0.0636560650939705,6365.60650939705,0.05,5000,3,232,4712,0.2748,3626,1374,0.05114,0,0.254351934745847,"{""budget"": 4513}"
device_0,0.0,1702,1.35,47.25,0.05,late,48,16,3,0.20106,0.005830007599770396,487,4513,1000,P2,0.058413303520669854,5841.330352066985,0.05,5000,4,251,4689,1.0,0,5000,0.00837,0,0.04162936436884512,"{""budget"": 4513}"
