device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,burst_burn_in_slots,check,passed,detail,severity
device_0,0.0,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19848,0.0007247411049733544,3096.0,11904.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19848,0.0007247411049733544,3096.0,11904.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.0,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19848,0.0007247411049733544,3096.0,11904.0,1000.0,P1_equals_forced,True,0.03096 == 0.03096,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,energy_P2_le_P2prime,True,0.0459584096 <= 0.0494289738,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,energy_P2prime_le_P3,False,0.0494289738 <= 0.0460743433,diagnostic
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,energy_P2_le_P0,True,0.0459584096 <= 0.0661548392,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,energy_P0_le_P1,True,0.0661548392 <= 0.0755021233,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19773,0.37585282092426525,3098.0,11902.0,1000.0,P1_equals_forced,True,0.03098 == 0.03098,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,energy_P2_le_P2prime,True,0.046497557 <= 0.0497814702,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,energy_P2prime_le_P3,False,0.0497814702 <= 0.0466290626,diagnostic
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,energy_P2_le_P0,True,0.046497557 <= 0.066602874,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,energy_P0_le_P1,True,0.066602874 <= 0.0758304991,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20083,0.3763938072575695,3186.0,11814.0,1000.0,P1_equals_forced,True,0.03186 == 0.03186,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,energy_P2_le_P2prime,True,0.0463647316 <= 0.0496282537,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,energy_P2prime_le_P3,False,0.0496282537 <= 0.0464768323,diagnostic
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,energy_P2_le_P0,True,0.0463647316 <= 0.066355693,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,energy_P0_le_P1,True,0.066355693 <= 0.0756622778,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19949,0.3708761472322628,3203.0,11797.0,1000.0,P1_equals_forced,True,0.03203 == 0.03203,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,energy_P2_le_P2prime,True,0.0463529902 <= 0.0496817391,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,energy_P2prime_le_P3,False,0.0496817391 <= 0.0464694111,diagnostic
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,energy_P2_le_P0,True,0.0463529902 <= 0.0665026184,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,energy_P0_le_P1,True,0.0665026184 <= 0.0756517654,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19956,0.37083454970073176,3200.0,11800.0,1000.0,P1_equals_forced,True,0.032 == 0.032,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,energy_P2_le_P2prime,True,0.045755913 <= 0.0492062536,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,energy_P2prime_le_P3,False,0.0492062536 <= 0.0458926465,diagnostic
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,energy_P2_le_P0,True,0.045755913 <= 0.0659022226,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,energy_P0_le_P1,True,0.0659022226 <= 0.0751960706,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1705.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.1976,0.38054564128452917,3144.0,11856.0,1000.0,P1_equals_forced,True,0.03144 == 0.03144,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,energy_P2_le_P2prime,True,0.0463030518 <= 0.0496570013,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,energy_P2prime_le_P3,False,0.0496570013 <= 0.0464226487,diagnostic
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,energy_P2_le_P0,True,0.0463030518 <= 0.0662662419,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,energy_P0_le_P1,True,0.0662662419 <= 0.0755598004,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1706.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19975,0.37847803043317246,3216.0,11784.0,1000.0,P1_equals_forced,True,0.03216 == 0.03216,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,energy_P2_le_P2prime,True,0.0459504569 <= 0.0492621461,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,energy_P2prime_le_P3,False,0.0492621461 <= 0.0460946426,diagnostic
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,energy_P2_le_P0,True,0.0459504569 <= 0.0660767251,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,energy_P0_le_P1,True,0.0660767251 <= 0.0752934448,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1707.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19756,0.3714936166119789,3179.0,11821.0,1000.0,P1_equals_forced,True,0.03179 == 0.03179,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,energy_P2_le_P2prime,True,0.0463938957 <= 0.0496525109,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,energy_P2prime_le_P3,False,0.0496525109 <= 0.0465556923,diagnostic
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,energy_P2_le_P0,True,0.0463938957 <= 0.0667519312,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,energy_P0_le_P1,True,0.0667519312 <= 0.076125945,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1708.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19968,0.3728274067949136,3026.0,11974.0,1000.0,P1_equals_forced,True,0.03026 == 0.03026,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,energy_P2_le_P2prime,True,0.0466214231 <= 0.0498189347,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,energy_P2prime_le_P3,False,0.0498189347 <= 0.0467261361,diagnostic
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,energy_P2_le_P0,True,0.0466214231 <= 0.0665431411,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,energy_P0_le_P1,True,0.0665431411 <= 0.0757996599,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1709.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20214,0.3789219763360735,3255.0,11745.0,1000.0,P1_equals_forced,True,0.03255 == 0.03255,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,energy_P2_le_P2prime,True,0.0459082743 <= 0.0492739784,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,energy_P2prime_le_P3,False,0.0492739784 <= 0.0460285382,diagnostic
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,energy_P2_le_P0,True,0.0459082743 <= 0.0659659532,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,energy_P0_le_P1,True,0.0659659532 <= 0.0751028352,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.375,1710.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19842,0.37511826036297974,3242.0,11758.0,1000.0,P1_equals_forced,True,0.03242 == 0.03242,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,energy_P2_le_P2prime,True,0.0477856721 <= 0.0526092652,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,energy_P2prime_le_P3,False,0.0526092652 <= 0.0480240553,diagnostic
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,energy_P2_le_P0,True,0.0477856721 <= 0.0676062422,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,energy_P0_le_P1,True,0.0676062422 <= 0.0769060935,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.75,1701.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20817,0.7556341521150168,3279.0,11721.0,1000.0,P1_equals_forced,True,0.03279 == 0.03279,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,energy_P2_le_P2prime,True,0.0465061189 <= 0.0514974767,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,energy_P2prime_le_P3,False,0.0514974767 <= 0.04674035,diagnostic
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,energy_P2_le_P0,True,0.0465061189 <= 0.066579765,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,energy_P0_le_P1,True,0.066579765 <= 0.0755051923,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.75,1702.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20244,0.7487885933421545,3324.0,11676.0,1000.0,P1_equals_forced,True,0.03324 == 0.03324,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,energy_P2_le_P2prime,True,0.0465391183 <= 0.0516270615,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,energy_P2prime_le_P3,False,0.0516270615 <= 0.0468301329,diagnostic
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,energy_P2_le_P0,True,0.0465391183 <= 0.0665351242,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,energy_P0_le_P1,True,0.0665351242 <= 0.075670834,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,violation_P3_total_within_floor_budget,True,15000 <= floor(epsilon*T)=15000,required
device_0,0.75,1703.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.20102,0.7470900970852136,3268.0,11732.0,1000.0,P1_equals_forced,True,0.03268 == 0.03268,required
device_0,0.75,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19715,0.7479806369104111,3132.0,11868.0,1000.0,energy_P2_le_P2prime,True,0.0457243889 <= 0.0509900434,required
device_0,0.75,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19715,0.7479806369104111,3132.0,11868.0,1000.0,energy_P2prime_le_P3,False,0.0509900434 <= 0.045985567,diagnostic
device_0,0.75,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19715,0.7479806369104111,3132.0,11868.0,1000.0,energy_P2_le_P0,True,0.0457243889 <= 0.0659864073,required
device_0,0.75,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19715,0.7479806369104111,3132.0,11868.0,1000.0,energy_P0_le_P1,True,0.0659864073 <= 0.075183489,required
device_0,0.75,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19715,0.7479806369104111,3132.0,11868.0,1000.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.75,1704.0,1.2,42.0,0.15,drop,48.0,16.0,3.0,0.19715,0.7479806369104111,3132.0,11868.0,1000.0,violation_P2_within_budget,True,0.15 <= 0.155,required
