device,rho,deadline_ratio,epsilon,skip_mode,discard_gain_percent_mean,discard_gain_percent_std,targeting_gain_percent_mean,targeting_gain_percent_std,oracle_gap_percent_mean,oracle_gap_percent_std,online_recovery_mean,online_recovery_std,p2prime_gap_percent_mean,p2prime_gap_percent_std,pi_bad_observed_mean,pi_bad_observed_std,lag1_autocorr_mean,lag1_autocorr_std
device_0,0.0,1.1,0.15,drop,8.408824540549007,0.06427785236169002,15.169766347727295,0.1737777262840159,23.578590888276302,0.17950795297855104,0.9678345494162224,0.0019871625559672113,0.04356211062210002,0.0009111651617703968,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.1,0.15,late,5.09310656795863,0.09638739705659155,11.669917794765196,0.12578792865164454,16.763024362723826,0.13366118052548517,0.9194334727471217,0.002194016322509427,0.21309778606650154,0.005765170315722516,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.2,0.1,drop,6.921605463923568,0.06328242729656995,15.277519139676595,0.10760262855049778,22.199124603600165,0.1379637550771761,0.9860897160816446,0.0008512167103905785,0.020042353904395255,0.0011162694411720546,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.2,0.1,late,3.8500058722144757,0.08923365671296063,11.642080780800288,0.08560477702140203,15.492086653014763,0.10441278924649512,0.9440105153413884,0.0013808494778766447,0.07161612196349035,0.0017596825594607787,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.2,0.15,drop,12.078076236079298,0.1664009841237299,26.588474032756686,0.17103697214826577,38.66655026883599,0.152821026707308,0.955238552101332,0.0019049781604011974,0.07920066057217505,0.0027607458378516676,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.2,0.15,late,6.746840205153876,0.10335072408033256,19.631236129767718,0.16417304348003703,26.378076334921595,0.11208986504537108,0.9686019385809853,0.038352221681160786,0.3080302223579476,0.007702097885330091,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.35,0.05,drop,4.199818028091741,0.07397092094455596,12.920577889549829,0.1445287159338798,17.12039591764157,0.11268015404972014,0.9892131912154097,0.0004406287934742637,0.0063057260416661725,0.0004660524889613662,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.35,0.05,late,1.8479018767895556,0.04546730246089094,9.588494436565357,0.06468592227323931,11.436396313354912,0.07692984306405155,0.955420041956921,0.001413837087655429,0.012496592218050216,0.0010850948560889085,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.35,0.1,drop,9.277969314460362,0.11667319163677416,28.10725103443366,0.1960364619005699,37.38522034889402,0.1564260782613143,0.9544630971297703,0.015136136357889893,0.03433272496256904,0.001408577219997118,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
device_0,0.0,1.35,0.1,late,4.120173688423335,0.06302039179308098,20.224043727743112,0.1116310723346411,24.344217416166448,0.08519467095515029,0.9921439402847364,0.00037072562741151643,0.18205068371064892,0.008893882737070551,0.200084,0.0012366819406064934,0.0008315488825122689,0.003939601427685219
