device,rho,seed,deadline_ratio,deadline_ms,skip_mode,saving_p10_j,saving_p50_j,saving_p90_j,saving_unique_count,saving_feasible_unique_count,saving_degenerate,warning
device_0,0.375,1705,2.0,72.09,late,0.0,0.0,0.041591748533671,17962,17962,False,
device_0,0.375,1706,1.1,39.6495,drop,0.02290174076226859,0.14736913361531784,0.38224681804292887,92267,92266,False,
device_0,0.375,1706,1.1,39.6495,late,0.0,0.09945752331021221,0.2752106937894704,54131,54131,False,
device_0,0.375,1706,1.2,43.254,drop,0.025470770091055632,0.037949826716617854,0.38545056635757186,96113,96112,False,
device_0,0.375,1706,1.2,43.254,late,0.0,0.0,0.26537130599536185,43600,43600,False,
device_0,0.375,1706,1.35,48.66075000000001,drop,0.026709959132813512,0.038720176972971906,0.38727109734573967,98646,98645,False,
device_0,0.375,1706,1.35,48.66075000000001,late,0.0,0.0,0.23337991226012483,30917,30917,False,
device_0,0.375,1706,1.5,54.0675,drop,0.02700132921320295,0.03893017807249666,0.1637856565949672,99324,99323,False,
device_0,0.375,1706,1.5,54.0675,late,0.0,0.0,0.06713648539242419,23281,23281,False,
device_0,0.375,1706,2.0,72.09,drop,0.027076670088585223,0.03898744806405595,0.16392503188456195,99451,99451,False,
device_0,0.375,1706,2.0,72.09,late,0.0,0.0,0.04245742209734012,18064,18064,False,
device_0,0.375,1707,1.1,39.6495,drop,0.02290734817794109,0.1473607987843154,0.38220126282016154,92382,92381,False,
device_0,0.375,1707,1.1,39.6495,late,0.0,0.0993277885978296,0.27494353119762255,54019,54019,False,
device_0,0.375,1707,1.2,43.254,drop,0.02541205094407103,0.03791169625692249,0.3854115873690824,96172,96171,False,
device_0,0.375,1707,1.2,43.254,late,0.0,0.0,0.2648736471727688,43544,43544,False,
device_0,0.375,1707,1.35,48.66075000000001,drop,0.026612986651231758,0.03871715058336392,0.38726810124556627,98724,98723,False,
device_0,0.375,1707,1.35,48.66075000000001,late,0.0,0.0,0.23279291689726642,30679,30679,False,
device_0,0.375,1707,1.5,54.0675,drop,0.026890230191121762,0.038924794289311185,0.16375122830219682,99342,99341,False,
device_0,0.375,1707,1.5,54.0675,late,0.0,0.0,0.06710341154255758,23159,23159,False,
device_0,0.375,1707,2.0,72.09,drop,0.026963552604493946,0.03897619714803882,0.16387873966907698,99453,99453,False,
device_0,0.375,1707,2.0,72.09,late,0.0,0.0,0.0421801440106264,17939,17939,False,
device_0,0.375,1708,1.1,39.6495,drop,0.0229189794540806,0.14735962177579381,0.3824283297433653,92367,92366,False,
