device,rho,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,boost_use_rate_good_mean,boost_use_rate_good_std,boost_use_rate_bad_mean,boost_use_rate_bad_std
device_0,0.0,1.5,0.15,late,P0,0.05556692440889982,0.00012553162205572913,0.15,0.0,5.7,0.8232726023485646,1892.6,39.74418196415671,0.2014466666666667,0.003916038562717602,0.008634,0.00033126692828862043,0.0,0.0,0.043153617385609536,0.0016888300054655632
device_0,0.0,1.5,0.15,late,P1,0.057695584902093276,0.00014790702509246426,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.15,late,P2,0.04639595468070047,0.00014069923768349237,0.15,0.0,6.2,0.7888106377466155,1896.5,27.21212964837558,0.9100999999999999,0.00196720017873368,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,1.5,0.15,late,P2prime,0.04664704656122835,0.00013644852412687488,0.15,0.0,1.0,0.0,0.0,0.0,0.9264266666666666,0.0015039700548634554,0.00012900000000000002,4.7946729699624866e-05,0.0,0.0,0.0006445042097238064,0.0002387641262537957
device_0,0.0,2.0,0.01,drop,P0,0.05085892115761266,0.00013914172545666446,0.01,0.0,2.1,0.31622776601683805,9.0,2.3570226039551585,0.2044,0.011720826667849744,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,drop,P1,0.05137823311767166,0.00013892051418128677,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,drop,P2,0.04967694311854946,0.00013855856383913076,0.01,0.0,2.0,0.0,9.2,3.675746333890726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,drop,P2prime,0.04967709119462668,0.00013856938151545053,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,late,P0,0.051297465836484236,0.00013658481123753757,0.01,0.0,2.1,0.31622776601683794,8.5,3.2403703492039297,0.20249999999999999,0.010617072205755322,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,late,P1,0.05137823311767166,0.00013892051418128677,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,late,P2,0.050781848048548336,0.00013883096885233907,0.01,0.0,2.1,0.31622776601683794,9.7,4.191260749066641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.01,late,P2prime,0.05078190081520704,0.0001388422255971805,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,drop,P0,0.048796492316013976,0.00014120994846176748,0.05,0.0,3.4,0.5163977794943223,236.6,14.096492865642542,0.20251999999999998,0.005236792911697005,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,drop,P1,0.05137823311767166,0.00013892051418128677,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,drop,P2,0.043133053282220966,0.00013847265416488394,0.05,0.0,3.5,0.5270462766947299,239.6,12.393546707863734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,drop,P2prime,0.04313816956257755,0.0001385696550296556,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,late,P0,0.05097364483116622,0.00013168771489549107,0.05,0.0,3.7,0.48304589153964794,226.8,20.46568944463989,0.20163999999999999,0.00659346477792805,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,late,P1,0.05137823311767166,0.00013892051418128677,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,late,P2,0.04851400017851939,0.00013871504656911903,0.05,0.0,3.3,0.4830458915396479,229.0,13.35830993967592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.05,late,P2prime,0.04851798198924952,0.00013871509298180585,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.1,drop,P0,0.0462540827722274,0.0001582374863147038,0.1,0.0,5.1,0.9944289260117531,890.2,25.732815193401947,0.19759,0.002910307352993644,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.1,drop,P1,0.05137823311767166,0.00013892051418128677,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.1,drop,P2,0.0357314894290429,0.0001329918885375335,0.1,0.0,4.5,0.5270462766947299,902.6,37.0681054876621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,2.0,0.1,drop,P2prime,0.03582702255698428,0.00013327837173534137,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
