device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,burst_burn_in_slots,policy,local_mode,channel_state,slot_count,use_count,use_rate
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P0,normal,all,100000,95577,0.95577
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P0,normal,Good,80160,80160,1.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P0,normal,Bad,19840,15417,0.7770665322580645
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P0,boost,all,100000,4423,0.04423
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P0,boost,Good,80160,0,0.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P0,boost,Bad,19840,4423,0.22293346774193548
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2,normal,Good,80160,80160,1.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2,normal,Bad,19840,19840,1.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2,boost,Good,80160,0,0.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2,boost,Bad,19840,0,0.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2prime,normal,all,100000,98482,0.98482
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2prime,normal,Good,80160,80160,1.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2prime,normal,Bad,19840,18322,0.9234879032258064
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2prime,boost,all,100000,1518,0.01518
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2prime,boost,Good,80160,0,0.0
device_0,0.975,1703,1.35,47.25,0.15,late,48,16,3,0.1984,0.975854682367182,494,14506,1000,P2prime,boost,Bad,19840,1518,0.07651209677419354
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P1,normal,all,100000,94804,0.94804
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P1,normal,Good,80366,80366,1.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P1,normal,Bad,19634,14438,0.7353570337170215
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P1,boost,all,100000,5196,0.05196
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P1,boost,Good,80366,0,0.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P1,boost,Bad,19634,5196,0.2646429662829785
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P0,normal,all,100000,95522,0.95522
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P0,normal,Good,80366,80366,1.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P0,normal,Bad,19634,15156,0.7719262503819905
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P0,boost,all,100000,4478,0.04478
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P0,boost,Good,80366,0,0.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P0,boost,Bad,19634,4478,0.22807374961800958
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2,normal,Good,80366,80366,1.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2,normal,Bad,19634,19634,1.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2,boost,Good,80366,0,0.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2,boost,Bad,19634,0,0.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2prime,normal,all,100000,98475,0.98475
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2prime,normal,Good,80366,80366,1.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2prime,normal,Bad,19634,18109,0.9223286136294183
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2prime,boost,all,100000,1525,0.01525
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2prime,boost,Good,80366,0,0.0
device_0,0.975,1704,1.35,47.25,0.15,late,48,16,3,0.19634,0.9733501805342133,485,14515,1000,P2prime,boost,Bad,19634,1525,0.07767138637058164
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P1,normal,all,100000,94821,0.94821
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P1,normal,Good,80507,80507,1.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P1,normal,Bad,19493,14314,0.7343148822654286
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P1,boost,all,100000,5179,0.05179
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P1,boost,Good,80507,0,0.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P1,boost,Bad,19493,5179,0.2656851177345714
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P0,normal,all,100000,95587,0.95587
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P0,normal,Good,80507,80507,1.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P0,normal,Bad,19493,15080,0.7736110398604628
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P0,boost,all,100000,4413,0.04413
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P0,boost,Good,80507,0,0.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P0,boost,Bad,19493,4413,0.22638896013953727
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2,normal,Good,80507,80507,1.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2,normal,Bad,19493,19493,1.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2,boost,Good,80507,0,0.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2,boost,Bad,19493,0,0.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2prime,normal,all,100000,98457,0.98457
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2prime,normal,Good,80507,80507,1.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2prime,normal,Bad,19493,17950,0.920843379674755
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2prime,boost,all,100000,1543,0.01543
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2prime,boost,Good,80507,0,0.0
device_0,0.975,1705,1.35,47.25,0.15,late,48,16,3,0.19493,0.9747974986214312,499,14501,1000,P2prime,boost,Bad,19493,1543,0.07915662032524495
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P1,normal,all,100000,94520,0.9452
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P1,normal,Good,79700,79700,1.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P1,normal,Bad,20300,14820,0.7300492610837438
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P1,boost,all,100000,5480,0.0548
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P1,boost,Good,79700,0,0.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P1,boost,Bad,20300,5480,0.26995073891625615
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P0,normal,all,100000,95303,0.95303
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P0,normal,Good,79700,79700,1.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P0,normal,Bad,20300,15603,0.7686206896551724
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P0,boost,all,100000,4697,0.04697
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P0,boost,Good,79700,0,0.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P0,boost,Bad,20300,4697,0.2313793103448276
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2,normal,Good,79700,79700,1.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2,normal,Bad,20300,20300,1.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2,boost,Good,79700,0,0.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2,boost,Bad,20300,0,0.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2prime,normal,all,100000,98387,0.98387
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2prime,normal,Good,79700,79700,1.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2prime,normal,Bad,20300,18687,0.9205418719211823
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2prime,boost,all,100000,1613,0.01613
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2prime,boost,Good,79700,0,0.0
device_0,0.975,1706,1.35,47.25,0.15,late,48,16,3,0.203,0.9742259419786155,480,14520,1000,P2prime,boost,Bad,20300,1613,0.07945812807881773
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P1,normal,all,100000,94659,0.94659
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P1,normal,Good,79734,79734,1.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P1,normal,Bad,20266,14925,0.7364551465508734
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P1,boost,all,100000,5341,0.05341
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P1,boost,Good,79734,0,0.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P1,boost,Bad,20266,5341,0.2635448534491266
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P0,normal,all,100000,95409,0.95409
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P0,normal,Good,79734,79734,1.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P0,normal,Bad,20266,15675,0.7734629428599625
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P0,boost,all,100000,4591,0.04591
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P0,boost,Good,79734,0,0.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P0,boost,Bad,20266,4591,0.2265370571400375
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2,normal,Good,79734,79734,1.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2,normal,Bad,20266,20266,1.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2,boost,Good,79734,0,0.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2,boost,Bad,20266,0,0.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2prime,normal,all,100000,98413,0.98413
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2prime,normal,Good,79734,79734,1.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2prime,normal,Bad,20266,18679,0.9216915030099674
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2prime,boost,all,100000,1587,0.01587
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2prime,boost,Good,79734,0,0.0
device_0,0.975,1707,1.35,47.25,0.15,late,48,16,3,0.20266,0.9738223967562294,499,14501,1000,P2prime,boost,Bad,20266,1587,0.07830849699003256
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P1,normal,all,100000,94913,0.94913
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P1,normal,Good,80957,80957,1.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P1,normal,Bad,19043,13956,0.7328677204222024
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P1,boost,all,100000,5087,0.05087
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P1,boost,Good,80957,0,0.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P1,boost,Bad,19043,5087,0.2671322795777976
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P0,normal,all,100000,95654,0.95654
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P0,normal,Good,80957,80957,1.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P0,normal,Bad,19043,14697,0.7717796565667174
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P0,boost,all,100000,4346,0.04346
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P0,boost,Good,80957,0,0.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P0,boost,Bad,19043,4346,0.22822034343328257
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2,normal,Good,80957,80957,1.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2,normal,Bad,19043,19043,1.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2,boost,Good,80957,0,0.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2,boost,Bad,19043,0,0.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2prime,normal,all,100000,98490,0.9849
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2prime,normal,Good,80957,80957,1.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2prime,normal,Bad,19043,17533,0.9207057711495038
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2prime,boost,all,100000,1510,0.0151
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2prime,boost,Good,80957,0,0.0
device_0,0.975,1708,1.35,47.25,0.15,late,48,16,3,0.19043,0.9746047948044175,482,14518,1000,P2prime,boost,Bad,19043,1510,0.07929422885049625
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P1,normal,all,100000,94970,0.9497
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P1,normal,Good,80706,80706,1.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P1,normal,Bad,19294,14264,0.7392971908365294
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P1,boost,all,100000,5030,0.0503
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P1,boost,Good,80706,0,0.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P1,boost,Bad,19294,5030,0.2607028091634705
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P0,normal,all,100000,95712,0.95712
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P0,normal,Good,80706,80706,1.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P0,normal,Bad,19294,15006,0.7777547424069658
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P0,boost,all,100000,4288,0.04288
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P0,boost,Good,80706,0,0.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P0,boost,Bad,19294,4288,0.2222452575930341
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2,normal,Good,80706,80706,1.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2,normal,Bad,19294,19294,1.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2,boost,Good,80706,0,0.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2,boost,Bad,19294,0,0.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2prime,normal,all,100000,98532,0.98532
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2prime,normal,Good,80706,80706,1.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2prime,normal,Bad,19294,17826,0.923914170208355
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2prime,boost,all,100000,1468,0.01468
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2prime,boost,Good,80706,0,0.0
device_0,0.975,1709,1.35,47.25,0.15,late,48,16,3,0.19294,0.9749540477640206,466,14534,1000,P2prime,boost,Bad,19294,1468,0.07608582979164508
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P1,normal,all,100000,94750,0.9475
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P1,normal,Good,80221,80221,1.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P1,normal,Bad,19779,14529,0.7345669649628394
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P1,boost,all,100000,5250,0.0525
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P1,boost,Good,80221,0,0.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P1,boost,Bad,19779,5250,0.26543303503716065
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P0,normal,all,100000,95536,0.95536
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P0,normal,Good,80221,80221,1.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P0,normal,Bad,19779,15315,0.7743060822084028
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P0,boost,all,100000,4464,0.04464
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P0,boost,Good,80221,0,0.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P0,boost,Bad,19779,4464,0.22569391779159714
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2,normal,all,100000,100000,1.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2,normal,Good,80221,80221,1.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2,normal,Bad,19779,19779,1.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2,boost,all,100000,0,0.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2,boost,Good,80221,0,0.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2,boost,Bad,19779,0,0.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2prime,normal,all,100000,98429,0.98429
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2prime,normal,Good,80221,80221,1.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2prime,normal,Bad,19779,18208,0.9205723241822135
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2prime,boost,all,100000,1571,0.01571
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2prime,boost,Good,80221,0,0.0
device_0,0.975,1710,1.35,47.25,0.15,late,48,16,3,0.19779,0.9774683509778551,513,14487,1000,P2prime,boost,Bad,19779,1571,0.07942767581778654
device_0,0.0,1701,1.5,52.5,0.01,drop,48,16,3,0.19936,-0.002661444942765865,62,938,1000,P1,normal,all,100000,98872,0.98872
device_0,0.0,1701,1.5,52.5,0.01,drop,48,16,3,0.19936,-0.002661444942765865,62,938,1000,P1,normal,Good,80064,80064,1.0
