device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,burst_burn_in_slots,policy,interval_low_inclusive,interval_high_exclusive,count,fraction
device_0,0.375,1707,1.35,47.25,0.01,late,48,16,3,0.19756,0.3714936166119789,451,549,1000,P2,100,250.0,292,0.2922922922922923
device_0,0.375,1707,1.35,47.25,0.01,late,48,16,3,0.19756,0.3714936166119789,451,549,1000,P2,250,500.0,72,0.07207207207207207
device_0,0.375,1707,1.35,47.25,0.01,late,48,16,3,0.19756,0.3714936166119789,451,549,1000,P2,500,inf,7,0.007007007007007007
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,1,2.0,25,0.025025025025025027
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,2,3.0,13,0.013013013013013013
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,3,5.0,21,0.021021021021021023
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,5,10.0,42,0.042042042042042045
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,10,20.0,75,0.07507507507507508
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,20,50.0,203,0.2032032032032032
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,50,100.0,264,0.26426426426426425
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,100,250.0,272,0.2722722722722723
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,250,500.0,74,0.07407407407407407
device_0,0.375,1708,1.35,47.25,0.01,late,48,16,3,0.19968,0.3728274067949136,476,524,1000,P2,500,inf,10,0.01001001001001001
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,1,2.0,28,0.028028028028028028
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,2,3.0,15,0.015015015015015015
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,3,5.0,23,0.023023023023023025
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,5,10.0,43,0.043043043043043044
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,10,20.0,70,0.07007007007007007
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,20,50.0,212,0.2122122122122122
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,50,100.0,250,0.2502502502502503
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,100,250.0,276,0.27627627627627627
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,250,500.0,72,0.07207207207207207
device_0,0.375,1709,1.35,47.25,0.01,late,48,16,3,0.20214,0.3789219763360735,509,491,1000,P2,500,inf,10,0.01001001001001001
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,1,2.0,22,0.022022022022022022
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,2,3.0,21,0.021021021021021023
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,3,5.0,14,0.014014014014014014
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,5,10.0,35,0.035035035035035036
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,10,20.0,79,0.07907907907907907
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,20,50.0,224,0.22422422422422422
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,50,100.0,249,0.24924924924924924
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,100,250.0,268,0.2682682682682683
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,250,500.0,81,0.08108108108108109
device_0,0.375,1710,1.35,47.25,0.01,late,48,16,3,0.19842,0.37511826036297974,485,515,1000,P2,500,inf,6,0.006006006006006006
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,1,2.0,28,0.028028028028028028
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,2,3.0,32,0.03203203203203203
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,3,5.0,50,0.05005005005005005
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,5,10.0,62,0.062062062062062065
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,10,20.0,82,0.08208208208208208
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,20,50.0,172,0.17217217217217218
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,50,100.0,203,0.2032032032032032
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,100,250.0,270,0.2702702702702703
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,250,500.0,95,0.09509509509509509
device_0,0.75,1701,1.35,47.25,0.01,late,48,16,3,0.20817,0.7556341521150168,530,470,1000,P2,500,inf,5,0.005005005005005005
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,1,2.0,46,0.04604604604604605
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,2,3.0,27,0.02702702702702703
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,3,5.0,42,0.042042042042042045
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,5,10.0,71,0.07107107107107107
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,10,20.0,72,0.07207207207207207
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,20,50.0,163,0.16316316316316315
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,50,100.0,208,0.2082082082082082
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,100,250.0,279,0.27927927927927926
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,250,500.0,84,0.08408408408408409
device_0,0.75,1702,1.35,47.25,0.01,late,48,16,3,0.20244,0.7487885933421545,512,488,1000,P2,500,inf,7,0.007007007007007007
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,1,2.0,50,0.05005005005005005
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,2,3.0,28,0.028028028028028028
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,3,5.0,49,0.04904904904904905
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,5,10.0,58,0.05805805805805806
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,10,20.0,74,0.07407407407407407
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,20,50.0,175,0.17517517517517517
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,50,100.0,214,0.21421421421421422
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,100,250.0,245,0.24524524524524524
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,250,500.0,98,0.0980980980980981
device_0,0.75,1703,1.35,47.25,0.01,late,48,16,3,0.20102,0.7470900970852136,531,469,1000,P2,500,inf,8,0.008008008008008008
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,1,2.0,47,0.04704704704704705
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,2,3.0,30,0.03003003003003003
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,3,5.0,39,0.03903903903903904
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,5,10.0,67,0.06706706706706707
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,10,20.0,68,0.06806806806806807
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,20,50.0,165,0.16516516516516516
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,50,100.0,195,0.19519519519519518
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,100,250.0,290,0.2902902902902903
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,250,500.0,91,0.09109109109109109
device_0,0.75,1704,1.35,47.25,0.01,late,48,16,3,0.19715,0.7479806369104111,493,507,1000,P2,500,inf,7,0.007007007007007007
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,1,2.0,43,0.043043043043043044
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,2,3.0,33,0.03303303303303303
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,3,5.0,43,0.043043043043043044
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,5,10.0,55,0.055055055055055056
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,10,20.0,69,0.06906906906906907
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,20,50.0,175,0.17517517517517517
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,50,100.0,213,0.2132132132132132
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,100,250.0,287,0.2872872872872873
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,250,500.0,64,0.06406406406406406
device_0,0.75,1705,1.35,47.25,0.01,late,48,16,3,0.20494,0.7506431485678381,519,481,1000,P2,500,inf,17,0.01701701701701702
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,1,2.0,43,0.043043043043043044
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,2,3.0,28,0.028028028028028028
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,3,5.0,39,0.03903903903903904
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,5,10.0,65,0.06506506506506507
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,10,20.0,86,0.08608608608608609
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,20,50.0,163,0.16316316316316315
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,50,100.0,201,0.2012012012012012
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,100,250.0,280,0.2802802802802803
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,250,500.0,89,0.0890890890890891
device_0,0.75,1706,1.35,47.25,0.01,late,48,16,3,0.20282,0.7537784223147826,462,538,1000,P2,500,inf,5,0.005005005005005005
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,1,2.0,40,0.04004004004004004
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,2,3.0,29,0.02902902902902903
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,3,5.0,38,0.03803803803803804
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,5,10.0,67,0.06706706706706707
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,10,20.0,68,0.06806806806806807
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,20,50.0,185,0.18518518518518517
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,50,100.0,197,0.1971971971971972
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,100,250.0,282,0.2822822822822823
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,250,500.0,85,0.08508508508508508
device_0,0.75,1707,1.35,47.25,0.01,late,48,16,3,0.20138,0.7431906944181493,488,512,1000,P2,500,inf,8,0.008008008008008008
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,1,2.0,43,0.043043043043043044
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,2,3.0,17,0.01701701701701702
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,3,5.0,31,0.031031031031031032
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,5,10.0,60,0.06006006006006006
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,10,20.0,74,0.07407407407407407
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,20,50.0,177,0.17717717717717718
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,50,100.0,209,0.2092092092092092
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,100,250.0,298,0.2982982982982983
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,250,500.0,84,0.08408408408408409
device_0,0.75,1708,1.35,47.25,0.01,late,48,16,3,0.20034,0.7475350990705809,471,529,1000,P2,500,inf,6,0.006006006006006006
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,1,2.0,45,0.04504504504504504
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,2,3.0,34,0.03403403403403404
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,3,5.0,41,0.04104104104104104
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,5,10.0,71,0.07107107107107107
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,10,20.0,57,0.057057057057057055
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,20,50.0,183,0.1831831831831832
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,50,100.0,208,0.2082082082082082
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,100,250.0,264,0.26426426426426425
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,250,500.0,86,0.08608608608608609
device_0,0.75,1709,1.35,47.25,0.01,late,48,16,3,0.20613,0.7542776800152501,505,495,1000,P2,500,inf,10,0.01001001001001001
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,1,2.0,29,0.02902902902902903
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,2,3.0,34,0.03403403403403404
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,3,5.0,45,0.04504504504504504
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,5,10.0,72,0.07207207207207207
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,10,20.0,74,0.07407407407407407
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,20,50.0,174,0.17417417417417416
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,50,100.0,197,0.1971971971971972
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,100,250.0,278,0.2782782782782783
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,250,500.0,85,0.08508508508508508
device_0,0.75,1710,1.35,47.25,0.01,late,48,16,3,0.20286,0.74728584709585,519,481,1000,P2,500,inf,11,0.011011011011011011
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,1,2.0,42,0.042042042042042045
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,2,3.0,52,0.05205205205205205
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,3,5.0,63,0.06306306306306306
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,5,10.0,77,0.07707707707707707
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,10,20.0,94,0.0940940940940941
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,20,50.0,141,0.14114114114114115
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,50,100.0,180,0.18018018018018017
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,100,250.0,243,0.24324324324324326
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,250,500.0,94,0.0940940940940941
device_0,0.875,1701,1.35,47.25,0.01,late,48,16,3,0.20249,0.8763990178082249,523,477,1000,P2,500,inf,13,0.013013013013013013
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,1,2.0,40,0.04004004004004004
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,2,3.0,49,0.04904904904904905
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,3,5.0,63,0.06306306306306306
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,5,10.0,104,0.1041041041041041
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,10,20.0,110,0.11011011011011011
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,20,50.0,112,0.11211211211211211
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,50,100.0,160,0.16016016016016016
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,100,250.0,243,0.24324324324324326
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,250,500.0,104,0.1041041041041041
device_0,0.875,1702,1.35,47.25,0.01,late,48,16,3,0.19703,0.8759866636367837,489,511,1000,P2,500,inf,14,0.014014014014014014
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,1,2.0,47,0.04704704704704705
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,2,3.0,34,0.03403403403403404
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,3,5.0,74,0.07407407407407407
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,5,10.0,96,0.0960960960960961
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,10,20.0,88,0.08808808808808809
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,20,50.0,141,0.14114114114114115
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,50,100.0,166,0.16616616616616617
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,100,250.0,239,0.23923923923923923
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,250,500.0,101,0.1011011011011011
device_0,0.875,1703,1.35,47.25,0.01,late,48,16,3,0.20238,0.8773687974569232,505,495,1000,P2,500,inf,13,0.013013013013013013
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,1,2.0,55,0.055055055055055056
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,2,3.0,40,0.04004004004004004
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,3,5.0,63,0.06306306306306306
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,5,10.0,101,0.1011011011011011
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,10,20.0,84,0.08408408408408409
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,20,50.0,146,0.14614614614614616
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,50,100.0,160,0.16016016016016016
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,100,250.0,229,0.22922922922922923
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,250,500.0,108,0.10810810810810811
device_0,0.875,1704,1.35,47.25,0.01,late,48,16,3,0.19663,0.8771256568671042,478,522,1000,P2,500,inf,13,0.013013013013013013
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,1,2.0,32,0.03203203203203203
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,2,3.0,36,0.036036036036036036
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,3,5.0,54,0.05405405405405406
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,5,10.0,101,0.1011011011011011
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,10,20.0,91,0.09109109109109109
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,20,50.0,155,0.15515515515515516
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,50,100.0,174,0.17417417417417416
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,100,250.0,248,0.24824824824824826
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,250,500.0,92,0.0920920920920921
device_0,0.875,1705,1.35,47.25,0.01,late,48,16,3,0.20133,0.8756186617053834,486,514,1000,P2,500,inf,16,0.016016016016016016
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,1,2.0,53,0.05305305305305305
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,2,3.0,28,0.028028028028028028
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,3,5.0,46,0.04604604604604605
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,5,10.0,104,0.1041041041041041
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,10,20.0,81,0.08108108108108109
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,20,50.0,156,0.15615615615615616
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,50,100.0,175,0.17517517517517517
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,100,250.0,248,0.24824824824824826
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,250,500.0,97,0.0970970970970971
device_0,0.875,1706,1.35,47.25,0.01,late,48,16,3,0.19605,0.8731077294363513,515,485,1000,P2,500,inf,11,0.011011011011011011
