device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,burst_burn_in_slots,sha256
device_0,0.975,1709,1.2,43.254,0.15,late,40,12,3.3333333333333335,0.19294,0.9749540477640206,3158,11842,1000,c3d6bf4d18c206ac8b5f24f720f483d113de506d5eff5d5df39733c8ffbd6750
device_0,0.975,1710,1.2,43.254,0.15,late,40,12,3.3333333333333335,0.19779,0.9774683509778551,3293,11707,1000,176aa97bc6dd0543315aaa2edfe71e159ecdf043ced8eccd648519ab8797ceac
device_0,0.0,1701,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19936,-0.002661444942765865,891,4109,1000,9cc438c9a5320d42afe5e8ae13043f4db8eb459eea8e245b29bac6211ce56ecd
device_0,0.0,1702,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20106,0.005830007599770396,850,4150,1000,2230e0a9801c7eaa2bf3a4199ea3e31fe64aecf6a81e511c53824fb1ad0b72a1
device_0,0.0,1703,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19952,0.005656351965683195,817,4183,1000,b24c6a39e613c1fd2b996d92eaf93e5f7bf0c9ca181a44b82201ac304589ee39
device_0,0.0,1704,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20257,0.002457782015709934,838,4162,1000,7fede0be48ff7f1ad6a67426f8fabc1107e5d395656f6cfa1683769650e2bd5d
device_0,0.0,1705,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20104,-0.004155617772998724,813,4187,1000,6f31b778878384f6ca7c10cc0ef92911c5f0f2aebe96ca3dca82ae6341be8350
device_0,0.0,1706,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20062,-0.0045443747273977144,843,4157,1000,18b5c9ca6e8f6f1f255bcab4dbc4bbb8c3623233e9f658222897e7a97a822700
device_0,0.0,1707,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19896,0.001346027845602329,811,4189,1000,a71b03e2314e7b7ceecf0b47a7fa4fd03d87052cb10fb2a428aaadb13b7b2209
device_0,0.0,1708,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19922,-0.001372807149175493,832,4168,1000,1d546ff0c0c2982b66d4d5250f13e792a8fe7b144e6097f256d03b3db7ac7077
device_0,0.0,1709,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20001,0.005034822885721277,864,4136,1000,a0c52cf7424de08d15ee5e8ba5284308fc25e3147dfc899189252ad0f71c6e14
device_0,0.0,1710,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19848,0.0007247411049733544,800,4200,1000,e9d3426c42989406aec670990a037b79c009f202bec8bac5504649add77c44e8
device_0,0.375,1701,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19773,0.37585282092426525,819,4181,1000,c2d39436a58f1de1d7433464f193aca1f8bf36da0027b86d3fac1da541a9ca65
device_0,0.375,1702,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20083,0.3763938072575695,852,4148,1000,8f03e9ef4019b5681576856ef89cd8845ac2edfe60136d675d3b528128ecf456
device_0,0.375,1703,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19949,0.3708761472322628,825,4175,1000,ec78748a4c32e44e0bea3858a4822f0d75c42fd03b2e066f128e60c7ab23de46
device_0,0.375,1704,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19956,0.37083454970073176,808,4192,1000,1d33fd25ea55c0be544cdb30a9b017a11b95c7af041998b40222dcf5ca4c8560
device_0,0.375,1705,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.1976,0.38054564128452917,846,4154,1000,708b739e60985286ceb73e662555d34165bd97e998513ef1ff53221aedad0bf4
device_0,0.375,1706,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19975,0.37847803043317246,862,4138,1000,e3f2e479a8d6e075603801980aaf5b288827c7be53583ab2a37f3e86600331cf
device_0,0.375,1707,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19756,0.3714936166119789,787,4213,1000,2229ca4e96c7361a6f2193ae489cd6bf3436cf9d73696d1bba65d69be3500bfd
device_0,0.375,1708,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19968,0.3728274067949136,779,4221,1000,0369da3da8f1b94c12ea3f70aa18323e09a65d8035fd902a7eb36fdeb8110e94
device_0,0.375,1709,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20214,0.3789219763360735,860,4140,1000,49828dc7bc48eb9b97f49c9b0c1a806897bb594d691c30c58a2f3ccffabbe9d6
device_0,0.375,1710,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19842,0.37511826036297974,816,4184,1000,fea4cf42124cc2ac7eb6ad8adb339b03857940b8e4d73c1cf9507502db1ae88c
device_0,0.75,1701,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20817,0.7556341521150168,866,4134,1000,56444223f1c1289672a62d0040083dfe5f8cd7f984944ad79848d5fabe7bf684
device_0,0.75,1702,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20244,0.7487885933421545,881,4119,1000,9f99b4a9871c8af57ea758f41af02fc9445fc44dde9a028b933994666f870924
device_0,0.75,1703,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20102,0.7470900970852136,879,4121,1000,1bef5b9e209fadd34d31750c578add9925f1ea5134f62d0a589991c965d499ad
device_0,0.75,1704,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19715,0.7479806369104111,828,4172,1000,d1c322607fd120902edf7fd0a3c3be91ad207015520ec07f4ec06bd32aabfac0
device_0,0.75,1705,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20494,0.7506431485678381,860,4140,1000,baca7423fcce2de6dc7b202aa94e9152ea7249f5ca4cae140b91a41bf15bed88
device_0,0.75,1706,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20282,0.7537784223147826,810,4190,1000,925135e0770f39aa402deac4f7668445e88d8d2d207387176536dd6626115b46
device_0,0.75,1707,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20138,0.7431906944181493,869,4131,1000,f5d2b3c79219ee91f4f99a6f9d5099cb634d2e6707be4f5352d60634fa2f2138
device_0,0.75,1708,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20034,0.7475350990705809,803,4197,1000,9bb84226f341d06721913e9bf8f4f6adae75a3c38f2443fbd2db267b9381f573
device_0,0.75,1709,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20613,0.7542776800152501,825,4175,1000,06c099a3b088867b5fd7dc8b968bd4afe6bb9b4891ed5956ad38ddc2079ab147
device_0,0.75,1710,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20286,0.74728584709585,851,4149,1000,46f00e7f636983bfd5f2c60b52d66627d2d65a36a50748ec6dd137581bed95b2
device_0,0.875,1701,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20249,0.8763990178082249,868,4132,1000,6b02148340394e1de904126896ad176a20a9a4f78cf8e14369f60e9252fbc52e
device_0,0.875,1702,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19703,0.8759866636367837,809,4191,1000,544b794c772310e1be2139413d7c694c1bfee7e26e9ac4ef1b420c7b93cab978
device_0,0.875,1703,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20238,0.8773687974569232,838,4162,1000,40f79cb260aa0e84ce8a837babdbd9bd0daa2986c4b0f2a5387d9bea3aa8831d
device_0,0.875,1704,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19663,0.8771256568671042,810,4190,1000,eb7907596c91f7c5cdbcae7c003741f8e05f3ab827d603a9e31cb2589aa21d26
device_0,0.875,1705,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20133,0.8756186617053834,840,4160,1000,8b70b3a99a1508cb286202e7442a768d0977951ebe511b50e165cb0ffcc0a576
device_0,0.875,1706,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19605,0.8731077294363513,868,4132,1000,cfa21c69e099686628b7cc897f9ec0c8ff37ba7db72c6acd9f5931fc0681ae7e
device_0,0.875,1707,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.2,0.8774036452681541,850,4150,1000,de33c5d848f89d18146aea55bd25291e99600eb140cac4daae6d96bf9feedb42
device_0,0.875,1708,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20258,0.87442580026271,853,4147,1000,0fa46b29af13c3f6c31189d572eb7263559ccc6dc91d4151e68161c63726b62e
device_0,0.875,1709,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19831,0.8770598020870867,800,4200,1000,153c276405f22cfe5a9df8a5388e1c1d6834e0d8ea865d350faae3272cb18694
device_0,0.875,1710,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19668,0.8724656025657239,833,4167,1000,0249e155c2166dc25dbd154ce7f6f59f1784eaa9ed9beb759c18fe2ae2f5419a
device_0,0.9375,1701,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20509,0.9402237906216514,842,4158,1000,aa24ccbda9688e75fcb3833849e82b065a076c12fdebb42adeb85ca1c70ca2f0
device_0,0.9375,1702,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19366,0.9366016280001491,818,4182,1000,197e7449f61213762cdfca052977dd54731a6406dc887dde754c57583e4b080e
device_0,0.9375,1703,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19489,0.9369055048961522,812,4188,1000,4ddbaedac42f2f6d0d9c7184837a366a2ad545af46bae86021fd42ca34007734
device_0,0.9375,1704,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19999,0.9358099323716185,836,4164,1000,59cedac894954737fda0689d3fc5e892603faa193b02c181050058c05a92ddc6
device_0,0.9375,1705,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19063,0.9374553760710133,824,4176,1000,e8dd21aa7c68790bd07d554bbec8325606c03ed0b891a9e9a97a228972bb73b1
device_0,0.9375,1706,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20144,0.9386428776611538,848,4152,1000,09f4bdf8f4620b0e64a1011949909a321c1f8fadd94bcb2e0296d48dbafc3ef7
device_0,0.9375,1707,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20073,0.9386652506542138,859,4141,1000,e50c74b45e374da2b2e4b2bf9342fa8f33681b130814ba49ca23980026f28889
device_0,0.9375,1708,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19042,0.9350336658268497,799,4201,1000,d9e4ffa002123d3caf45916b742be1f6a78f331d1dec95cfa9517294c61e4473
device_0,0.9375,1709,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20214,0.9387695757970393,841,4159,1000,d08f669c52975ea5d254b7a9fa99a11bdb4fd01dd5c8981f3a30bd1413e829c8
device_0,0.9375,1710,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20082,0.9338903427364145,837,4163,1000,13d23bc0617c1352b8f32d1ecfda7aa16fa367d3120e2c6b6fb19d4848f3cf20
device_0,0.975,1701,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20012,0.9750727182312047,802,4198,1000,a8721d17b402e5e068025fdb747985d21eacc38561a1d57d578d5cc73e0bcf70
device_0,0.975,1702,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19762,0.9739220248349032,805,4195,1000,d8b5c3eed3054d7675c7a26a3be21b1ff1222104bfcc249ff9af3a2b8d495f6a
device_0,0.975,1703,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.1984,0.975854682367182,805,4195,1000,4f334c43732276ea8875caeaca0200b81d0457327c0e42b916b018b05eec93f9
device_0,0.975,1704,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19634,0.9733501805342133,814,4186,1000,f9be7a0bc0490bda8d8c35298eb548506dd396a39af0bf4816cce5aad705dbe8
device_0,0.975,1705,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19493,0.9747974986214312,794,4206,1000,97f9633c1059c0b96c9876441061b0720ead1d29e6398a3acb0a0690e8cd0557
device_0,0.975,1706,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.203,0.9742259419786155,796,4204,1000,3984741d13d8db4314aa79b1e28b47b7d3b13897cabc8fc0bb30274a7a9dfe27
device_0,0.975,1707,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.20266,0.9738223967562294,800,4200,1000,3e6030247542209ff082c9a4578646c72afdd5c079f9ad4e5fb6a64b23b128fe
device_0,0.975,1708,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19043,0.9746047948044175,788,4212,1000,c66333dd0ab2d9af4b3060b14d33b2a68879bc42dd9b47deca6e3dba779acf10
device_0,0.975,1709,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19294,0.9749540477640206,789,4211,1000,b1c1775cc818c8ff861100aa1e3b15c23170c93d3ebe32cdd5633880feeb360c
device_0,0.975,1710,1.35,48.66075000000001,0.05,drop,40,12,3.3333333333333335,0.19779,0.9774683509778551,855,4145,1000,d39c79e04892c8582286195eeedaa0cd1d8773d6505a75440265402a182020d6
device_0,0.0,1701,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19936,-0.002661444942765865,891,4109,1000,b2e33e9b964bbaacb7cb256dd8353cece6e9a8938d0c0a01a892370544ab2e4f
device_0,0.0,1702,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20106,0.005830007599770396,850,4150,1000,b9d209c7e705a17dec88a02103ee618242000246c46143cb7d5a034632c289cf
device_0,0.0,1703,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19952,0.005656351965683195,817,4183,1000,755563cfe68f0829558560f15ea403e72dc1d025c36fb771ef46c85dce88b031
device_0,0.0,1704,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20257,0.002457782015709934,838,4162,1000,c9db4206a99ab9014eda7a3b112890d56bd20702bad8071603183d1341348a84
device_0,0.0,1705,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20104,-0.004155617772998724,813,4187,1000,b00d375cbce536c0800d2c6910f44271c6b792b5fd6c719a1132de7e56a0df5d
device_0,0.0,1706,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20062,-0.0045443747273977144,843,4157,1000,7dda304d899dd967f12827b1e1aa1b1f933aead20e40cacb631d6fb570c85920
device_0,0.0,1707,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19896,0.001346027845602329,811,4189,1000,5fbed3156c91ba4374529c566696c8419c5aed2a9a93f43ef2f4003503f7bd43
device_0,0.0,1708,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19922,-0.001372807149175493,832,4168,1000,d829b5ea1cd8fa9043f7c1f3e717adcc4c065ec66777cd56a329fd3de4ee0ad5
device_0,0.0,1709,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20001,0.005034822885721277,864,4136,1000,55a125b35d57c6b3d575df1cc450a6028d26d7eeebd897725fa81b3a0fd8d26f
device_0,0.0,1710,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19848,0.0007247411049733544,800,4200,1000,de6b82f8df1ef60a36a3b76de3d34bba9baaa3fd379367b0b944c215fd0a18f1
device_0,0.375,1701,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19773,0.37585282092426525,819,4181,1000,199748688a3510616a1e611c0b2d40c29dc6c92cddbd62f0dced758e7d6656c2
device_0,0.375,1702,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20083,0.3763938072575695,852,4148,1000,78c794d1c19b474a23e97f6a9abe4864750fe9c6f30c25e56510ebc69c0beeeb
device_0,0.375,1703,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19949,0.3708761472322628,825,4175,1000,522fb0ddc546ce4dd92a3cde1cb3020efb66eba2ec434967c7cc2ee7d2f73d1a
device_0,0.375,1704,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19956,0.37083454970073176,808,4192,1000,1370fe2c02167e8d3529dfc1c897d94b3fe92786943a928f10d18ef965555ad4
device_0,0.375,1705,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.1976,0.38054564128452917,846,4154,1000,51b3e3342ba86cd0a880d79e2522a4376616c43bab35ed0abfa7c126a519c619
device_0,0.375,1706,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19975,0.37847803043317246,862,4138,1000,0926d7705429020c7451fd1ea63f24231e711313f7fb30b83b5915c2ebdd1399
device_0,0.375,1707,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19756,0.3714936166119789,787,4213,1000,fc5db5598943c3c6b8977d7d3f35461e1c8b2284a6dd91ffce07633b136d49c2
device_0,0.375,1708,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19968,0.3728274067949136,779,4221,1000,9bf3e558a2374f3c0cd8674e26d88c215ae5aa2dee8e9078a6edd15d11300246
device_0,0.375,1709,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20214,0.3789219763360735,860,4140,1000,e605c167a252c7272d8e41f6184a83c9243832081fe9c519a8429c3ed62c27b6
device_0,0.375,1710,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19842,0.37511826036297974,816,4184,1000,847f2a92d697459bb42c7adc2346417994359052a36db99bf9caa4fa7d83f4e4
device_0,0.75,1701,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20817,0.7556341521150168,866,4134,1000,d48f0c32a1116678530ff690cc0b9914d25ba4e8e000b24075acc5f448fd5b2a
device_0,0.75,1702,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20244,0.7487885933421545,881,4119,1000,10b674bf24acbcaad5a4508348b0c3b6e9f9c71118924133d0d1bea38b5aa278
device_0,0.75,1703,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20102,0.7470900970852136,879,4121,1000,e5ff38a10c32781ed3725a7c26115c6f1653148f74b5a1db0020b0e06cf2b057
device_0,0.75,1704,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19715,0.7479806369104111,828,4172,1000,186d52ffb83a1db4af3bb551ee7568963254315ba71487085b24e13da984503f
device_0,0.75,1705,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20494,0.7506431485678381,860,4140,1000,32bdadf91f3063739b87777b984bce42b9baeb6f870af52908f8d1eee07b19aa
device_0,0.75,1706,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20282,0.7537784223147826,810,4190,1000,75279ba8cc606730d3733626b5b11493f4881705d93b7a6dbab6dec473e6b8d5
device_0,0.75,1707,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20138,0.7431906944181493,869,4131,1000,12827daaa3ce09d651beb8623f566283b35f698c7365439e04803d0b0efea275
device_0,0.75,1708,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20034,0.7475350990705809,803,4197,1000,ecc27671bacba88a211bd7d74d72d6cc6cd01ce44c320fe99037078de24196bb
device_0,0.75,1709,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20613,0.7542776800152501,825,4175,1000,2bb6e4375215797bc7fb48ba5b8b10fbc0c9a09466d5d58191e046f9530b7abd
device_0,0.75,1710,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20286,0.74728584709585,851,4149,1000,5c276149f3c4aa9decc2043e0d88fb6d37af499c46aa528500acc96f47042e07
device_0,0.875,1701,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20249,0.8763990178082249,868,4132,1000,8824bf235e67f0c98ca6c4c0ed10e8a89569191e5756de690c6022915b00050a
device_0,0.875,1702,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19703,0.8759866636367837,809,4191,1000,8365bbe91aff44938a3a4f8b0e0623b6e18733e6800e88545d93eb232e6dc9b6
device_0,0.875,1703,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20238,0.8773687974569232,838,4162,1000,b2531a95a4ad4d84bbd16c1cf9e63940b4902775856678e5a114b7d60e84e223
device_0,0.875,1704,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19663,0.8771256568671042,810,4190,1000,5e3304ed38023f6a1a02423089c0841088671f721a9439fd3b55c35081aa61f5
device_0,0.875,1705,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20133,0.8756186617053834,840,4160,1000,cfc11251f1cabce12c041811ad0812ad26c6da40056f33db8d8f62fc2872b364
device_0,0.875,1706,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19605,0.8731077294363513,868,4132,1000,16a763e5021334897ff70ea7a24d6ce65c8fdad7544cb7e3a1a084218df77073
device_0,0.875,1707,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.2,0.8774036452681541,850,4150,1000,f8920bc0872339080dc760f9a05c9f076e3c1ffd4bcbca0de523e8e294346e24
device_0,0.875,1708,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20258,0.87442580026271,853,4147,1000,ad6e2f6af21767cf28535395806d8497642eb12f18e5d1770693a2c414833a0f
device_0,0.875,1709,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19831,0.8770598020870867,800,4200,1000,e91991454492bc62192ba837211f7f4feee8f39aaeabc3d46a38b1be7636fab1
device_0,0.875,1710,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19668,0.8724656025657239,833,4167,1000,2c4a227cee83620aa14b4d6e73886a4b7e80e261c724c1728d5769e187c108ca
device_0,0.9375,1701,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20509,0.9402237906216514,842,4158,1000,7c0358ae13b61b59eff76b535d1b114614af55494299b200b655a45c9e0699b4
device_0,0.9375,1702,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19366,0.9366016280001491,818,4182,1000,c79e9005303c680008fe91958734e26eee5d268653870a0c39d949b2c11a32b2
device_0,0.9375,1703,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19489,0.9369055048961522,812,4188,1000,bc43c5885aeb1c81463c8b714420fc99d732dd1c566f4a497d0b422a85502b42
device_0,0.9375,1704,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19999,0.9358099323716185,836,4164,1000,3913a4b1a351cb25051138f3f210283c887dfff5a566f8865fd575979b07a7ac
device_0,0.9375,1705,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19063,0.9374553760710133,824,4176,1000,e38462d2b81972484dd0405d850a644b76c9e9b2ed2eeb2a38e50b3356362c1c
device_0,0.9375,1706,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20144,0.9386428776611538,848,4152,1000,4ae7daedbaf07fe43e860a35646c72c3661e2f85d14afec5795a68494204ca48
device_0,0.9375,1707,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20073,0.9386652506542138,859,4141,1000,2197cd12824470a322a4b02c10ebba4f8944eccf4f9bb770feb2eb146573453a
device_0,0.9375,1708,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19042,0.9350336658268497,799,4201,1000,926f26499be2fd971ad42c1a6161a311af84d024bccbd3cec5801f9318738749
device_0,0.9375,1709,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20214,0.9387695757970393,841,4159,1000,3cae819a8c0f24b90b8570a4b90c83c3f66a68497986bf3e4ed48fbca43ccc4d
device_0,0.9375,1710,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20082,0.9338903427364145,837,4163,1000,bec7c3ee160299a7d64aa69c8d67f47c376aa379ab12cd7d724673a477f9bbc1
device_0,0.975,1701,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20012,0.9750727182312047,802,4198,1000,705d8f6a91741e805a4a86d91d3df6decaf0a950d782a6fd9296901455d2e4ba
device_0,0.975,1702,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19762,0.9739220248349032,805,4195,1000,d1143eff5f70626e692832a2bafb03810ed3777f5223599d09e19d4c70b12fe4
device_0,0.975,1703,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.1984,0.975854682367182,805,4195,1000,198d5b98285d55ff5d98e2d6b585037dec1c171cab0235681e1402c2e7f0a2d7
device_0,0.975,1704,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19634,0.9733501805342133,814,4186,1000,8c30dca8daa20a5bc26abc307bca8998944360eb5a4783f5542cb55dbc7c3ccd
device_0,0.975,1705,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19493,0.9747974986214312,794,4206,1000,2dc9688d6208b0b66db76500481b97adaadf0b38508c22b66f314b88b14c9d12
device_0,0.975,1706,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.203,0.9742259419786155,796,4204,1000,54feb0eabcf82aa5040b11a2f7ed806a3a4a1b85b3cb5060a7b0bcc9db3a4a81
device_0,0.975,1707,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.20266,0.9738223967562294,800,4200,1000,f1d04049739cee414e7ef7ada3661ed16886521ccd1c25cb3a712668e43f6577
device_0,0.975,1708,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19043,0.9746047948044175,788,4212,1000,1b2acecf301163f9e84a686fc32a12da3e2424781f0d98b206fbf32821608426
device_0,0.975,1709,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19294,0.9749540477640206,789,4211,1000,f479d60019de36e7513bcdc407da6b5583936b5fb97712128354e62ab98ec629
device_0,0.975,1710,1.35,48.66075000000001,0.05,late,40,12,3.3333333333333335,0.19779,0.9774683509778551,855,4145,1000,69216ab5e4138e50e60332dd5328c11fd0d677be8d6c3090110637b58c51befe
device_0,0.0,1701,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.19936,-0.002661444942765865,891,9109,1000,460de5bad74b7b1113ffc4d82008b9110636e30102b5bcfb9d226127194abe8f
device_0,0.0,1702,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.20106,0.005830007599770396,850,9150,1000,ef745ae64a043a4970d5384aaa233d7e7eb841da1cfb58c39fb4fdc3a9a45331
device_0,0.0,1703,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.19952,0.005656351965683195,817,9183,1000,0a9fcf0b6998a57ec5ac291df4f9b4c3670d31ef4ff00a8a166082a9cb79745d
device_0,0.0,1704,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.20257,0.002457782015709934,838,9162,1000,fc2803e4b5fb3640a27143fa5420ac0ceab35b8b09cf15ff2a19625eab89d8d9
device_0,0.0,1705,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.20104,-0.004155617772998724,813,9187,1000,2ad85a2bcf095ee69c4b1cfce9f2a5d70bc5c54f51ea50d04dffcf8f0d019b68
device_0,0.0,1706,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.20062,-0.0045443747273977144,843,9157,1000,0096bf4e627071681a8461372970d9bd387c1b5f82ec2feaf1a9e9e1f90ab366
device_0,0.0,1707,1.35,48.66075000000001,0.1,drop,40,12,3.3333333333333335,0.19896,0.001346027845602329,811,9189,1000,aa9ee091a99bec80a179d6e528cf535e6b6539a123af9cf7cf03b0c3cc6d07b8
