profile,deadline_ratio,deadline_ms,epsilon_min,saving_at_0_1pct,saving_at_0_25pct,saving_at_0_5pct,saving_at_0_75pct,saving_at_1pct
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",1.2,42.0,0.0319055,NaN,NaN,NaN,NaN,NaN
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",1.35,47.25,0.005008,NaN,NaN,NaN,1.0104891109968803,2.0199681738509874
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",1.5,52.5,0.000651,0.16051480978287605,0.8445117602447335,1.9741407557381367,3.0966098944992213,4.2143594066910595
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",2.0,70.0,0.0,0.34203818613793074,0.8466831561822324,1.6761440287893559,2.497582929863538,3.3137339164723967
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",2.5,87.5,0.0,0.37426049927332566,0.9264464425363665,1.8340481457697133,2.7328721534335245,3.6251207335604
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",3.0,105.0,0.0,0.39562089568378733,0.9793220821084351,1.9387238876809714,2.8888470229423158,3.832019447303853
"synthetic_alexnet_scale|energy_scale=normal:1,boost:1.64",4.0,140.0,0.0,0.40544197899998174,1.0036332443011,1.8917272057468038,2.7208818967310244,3.5186958983932146
