device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,discard_gain_percent,targeting_gain_percent,oracle_gap_percent,online_recovery,p2prime_gap_percent
device_0,0.0,1703,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,330,670,7.050710497322463,15.194139943208661,22.244850440531124,0.9886569070986718,0.022891472330609716
device_0,0.0,1703,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,330,670,3.7354554276506793,11.785747274229072,15.521202701879751,0.946747651758706,0.06550472465318653
device_0,0.0,1703,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,330,1170,12.10217583357803,26.53748478299571,38.63966061657374,0.9566738883126568,0.08861698873009435
device_0,0.0,1703,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,330,1170,6.810207158773152,19.529807214203103,26.340014372976256,0.9138834083388511,0.31239463989763233
device_0,0.0,1703,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,68,432,4.175195632736676,13.469200975581126,17.644396608317802,0.9891090757209896,0.004695904913746472
device_0,0.0,1703,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,68,432,1.9201525506405397,9.888493715063138,11.808646265703677,0.9512671926095091,0.019138399573867516
device_0,0.0,1703,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,68,932,9.622624866392112,28.167801424404413,37.790426290796525,0.9471286618192899,0.03512932731205049
device_0,0.0,1703,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,68,932,4.113946042114251,20.513116319640805,24.627062361755055,0.9846021365323575,0.1901753271076932
device_0,0.0,1703,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,68,1432,14.57767123908581,36.930405876396605,51.50807711548241,0.9425281138139178,3.497038579083511
device_0,0.0,1703,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,68,1432,6.428076285686457,26.229332005774896,32.65740829146135,0.9856820568333867,2.600921125690975
device_0,0.0,1703,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,83,0.9369003724791574,3.462607726616015,4.399508099095172,0.970118352252239,0.0
device_0,0.0,1703,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,83,0.20962300043182533,2.4759109362047895,2.685533936636615,0.9543456082700553,0.0
device_0,0.0,1703,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,483,4.76641556731883,19.671687094638397,24.438102661957224,0.9568123743228933,0.6555740955942577
device_0,0.0,1703,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,483,1.5772355046948772,12.847983459478638,14.425218964173515,0.9663804766093296,0.4359380190240083
device_0,0.0,1703,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,983,10.183518488420486,25.208659597158515,35.392178085579,0.9809685136766186,0.6944236293399173
device_0,0.0,1703,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,983,2.792184333576093,16.34472242061356,19.136906754189653,0.9827540623314046,0.5156992652598859
device_0,0.0,1703,1.5,54.0675,0.15,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,1483,14.705828814045782,31.376917458732716,46.0827462727785,0.9861039855853108,0.8017038978927309
device_0,0.0,1703,1.5,54.0675,0.15,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,17,1483,4.275523095349815,19.05989573206486,23.335418827414674,0.9795397013075278,0.7709014352330545
device_0,0.0,1703,2.0,72.09,0.01,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,100,0.9857876255125688,1.9447605385482012,2.93054816406077,0.9447300129078817,0.0
device_0,0.0,1703,2.0,72.09,0.01,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,100,0.10582467804721209,0.8217293418114856,0.9275540198586977,,0.0004138369544758163
device_0,0.0,1703,2.0,72.09,0.05,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,500,5.104634011485399,9.003463017233445,14.108097028718843,0.9791253753368119,0.0074240481017679135
device_0,0.0,1703,2.0,72.09,0.05,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,500,0.47049149997175804,3.830562990060679,4.3010544900324374,0.9735898036815556,0.008012279240883867
device_0,0.0,1703,2.0,72.09,0.1,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,1000,10.12515135743935,17.549269904732277,27.674421262171627,0.9847137219373443,0.05553813813034478
device_0,0.0,1703,2.0,72.09,0.1,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,1000,1.2692782433900685,6.778469188002025,8.047747431392093,0.9812252937232219,0.10048707401398513
device_0,0.0,1703,2.0,72.09,0.15,drop,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,1500,15.09128183212777,25.55321243449591,40.64449426662368,0.9855720204823095,0.61072399031677
device_0,0.0,1703,2.0,72.09,0.15,late,40.0,12.0,3.3333333333333335,0.1985,-0.001800151244794757,0,1500,1.780850390411585,8.947899752342238,10.728750142753825,0.9858657705212304,0.6918088236928043
device_0,0.375,1701,1.1,39.6495,0.15,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,643,857,9.636089311965955,15.930896434506906,25.566985746472863,0.9160909403121112,0.20766974030850105
device_0,0.375,1701,1.1,39.6495,0.15,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,643,857,5.444691056842302,12.870784742293509,18.31547579913581,0.8632896976814849,0.43983658825925015
device_0,0.375,1701,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,306,694,6.97016427095117,16.35169743981473,23.321861710765898,0.948684244238181,0.06279851997455645
device_0,0.375,1701,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,306,694,4.287321385219023,12.047731081077071,16.335052466296094,0.8876187276830174,0.23946948380462263
device_0,0.375,1701,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,306,1194,12.22950250418315,27.684472287910996,39.913974792094145,0.8797300750853283,5.155223099983521
device_0,0.375,1701,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,306,1194,6.401833756380593,20.91936172586337,27.32119548224396,0.8349010159149635,3.8328515982371667
device_0,0.375,1701,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,69,431,4.014185537937749,14.04933611462644,18.063521652564187,0.9810367542828722,0.01642913345521443
device_0,0.375,1701,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,69,431,1.9563930386926283,10.140954062493437,12.097347101186065,0.9300146404692947,0.03321855210429169
device_0,0.375,1701,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,69,931,9.131433999292604,29.575034674165234,38.706468673457834,0.8925827736651466,3.0491339838831406
device_0,0.375,1701,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,69,931,3.82296025308191,21.382074332016256,25.205034585098165,0.9879566339196811,2.3158440495476493
device_0,0.375,1701,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,69,1431,14.858689951526683,35.925439474783104,50.78412942630979,0.9056723330047749,6.887653729607784
device_0,0.375,1701,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,69,1431,5.945938669139161,26.19996403092378,32.14590270006295,0.9832582235137508,5.083843561131877
device_0,0.375,1701,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,90,0.7770014709906657,4.113035076020529,4.890036547011195,0.9799039467289143,0.001110798295861294
device_0,0.375,1701,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,90,0.26029040553875743,2.7217584113979236,2.9820488169366812,0.9672589592014433,4.461227314034279e-05
device_0,0.375,1701,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,490,4.482321650079016,19.10100473802751,23.583326388106528,0.9296484081815669,1.1432454178517908
device_0,0.375,1701,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,490,1.0641525018377191,12.643183493507301,13.70733599534502,0.9666021037579059,0.7551129389730968
device_0,0.375,1701,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,990,10.253649290565527,24.493289063915512,34.74693835448104,0.9434353843007973,1.2526268771811109
device_0,0.375,1701,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,990,2.918462206194496,15.53214947821797,18.450611684412465,0.9856782224700243,0.9042514755346419
device_0,0.375,1701,1.5,54.0675,0.15,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,1490,15.238545149544981,30.410683232619817,45.64922838216479,0.9842324734000323,2.318438513887683
device_0,0.375,1701,1.5,54.0675,0.15,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,10,1490,4.207260299603269,18.497016998470244,22.704277298073514,0.9797871049607387,1.5218627103678166
device_0,0.375,1701,2.0,72.09,0.01,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,100,0.9902575525447418,1.9755508765235297,2.9658084290682716,0.9371824117119623,0.0013618761957892433
device_0,0.375,1701,2.0,72.09,0.01,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,100,0.10770628992884859,0.8378545570158943,0.9455608469447428,,0.0009132469643659994
device_0,0.375,1701,2.0,72.09,0.05,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,500,5.449777225040127,8.830237168689191,14.280014393729319,0.9764524867316141,0.029891540283945084
device_0,0.375,1701,2.0,72.09,0.05,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,500,0.5882978190428335,3.771148230401686,4.35944604944452,0.9746909851015731,0.027611599239550786
device_0,0.375,1701,2.0,72.09,0.1,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,1000,9.624332712396853,18.34264667988486,27.96697939228172,0.9788885828077983,0.27999216320951686
device_0,0.375,1701,2.0,72.09,0.1,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,1000,1.1158505507499816,7.05957108258542,8.175421633335402,0.9827354559201457,0.3727424672881609
device_0,0.375,1701,2.0,72.09,0.15,drop,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,1500,15.750131968773044,25.09762793789833,40.84775990667137,0.977837237510584,4.396042477187077
device_0,0.375,1701,2.0,72.09,0.15,late,40.0,12.0,3.3333333333333335,0.1923,0.3567993685572089,0,1500,1.8148863188853201,9.153960787840175,10.968847106725496,0.9871301298943319,2.577490029884784
device_0,0.375,1702,1.1,39.6495,0.15,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,741,759,8.033931713741401,14.78105609122169,22.814987804963092,0.9261230091680662,0.17257946167722468
device_0,0.375,1702,1.1,39.6495,0.15,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,741,759,4.998682537460738,11.215273992646006,16.213956530106742,0.8589409025452971,0.3671222766441077
device_0,0.375,1702,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,342,658,6.69133143488656,14.920022792633638,21.611354227520195,0.9693718355092216,0.06507832380559556
device_0,0.375,1702,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,342,658,3.6609730017875735,11.428478104352674,15.089451106140249,0.8912896878481547,0.2228683167898589
device_0,0.375,1702,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,342,1158,12.107538507730352,25.735328011980187,37.84286651971054,0.8919758125299426,4.282118274884525
device_0,0.375,1702,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,342,1158,7.108236983728554,18.7529937496631,25.861230733391654,0.835880754419928,3.3097125093659256
device_0,0.375,1702,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,91,409,4.124932674696005,12.477913176353812,16.602845851049818,0.9868785757672743,0.02020131301789237
device_0,0.375,1702,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,91,409,1.8694168383518917,9.221500089008922,11.090916927360814,0.952562830100525,0.028542108164649086
device_0,0.375,1702,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,91,909,9.865112890205253,26.74705188225522,36.612164772460474,0.9198831613460493,1.51406498950673
device_0,0.375,1702,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,91,909,4.248717058256965,19.63521912608923,23.883936184346194,0.8695707994230645,1.3432331077766286
device_0,0.375,1702,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,91,1409,13.502192301289302,37.25184656823578,50.754038869525075,0.8875608964687581,7.638360860017137
device_0,0.375,1702,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,91,1409,6.578708218456903,25.56273383873529,32.1414420571922,0.9842597276877609,5.490789973434842
device_0,0.375,1702,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,82,0.897048426592397,3.425327525756391,4.322375952348788,0.9712923227657888,0.0
device_0,0.375,1702,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,82,0.24707249206525098,2.3813617133610196,2.6284342054262706,0.9470484908742655,0.00045187005352661093
device_0,0.375,1702,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,482,4.831035242057921,19.06220258485343,23.89323782691135,0.9578993882536633,1.4015110968972158
device_0,0.375,1702,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,482,1.11691774144679,12.843994877517998,13.960912618964787,0.96038416999795,0.8961977173854014
device_0,0.375,1702,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,982,9.849739271710254,24.89999152997701,34.74973080168727,0.980849269844073,1.516418414616684
device_0,0.375,1702,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,982,2.63191701680825,16.00989085813745,18.6418078749457,0.9784165223493749,1.0651841316901325
device_0,0.375,1702,1.5,54.0675,0.15,drop,40.0,12.0,3.3333333333333335,0.206,0.3967481136088381,18,1482,14.873919854797355,30.487762707651484,45.361682562448834,0.9831172434448467,2.405606223574184
