device,rho,seed,deadline_ratio,deadline_ms,skip_mode,saving_p10_j,saving_p50_j,saving_p90_j,saving_unique_count,saving_feasible_unique_count,saving_degenerate,warning
device_0,0.9375,1702,1.35,48.66075000000001,late,0.0,0.0,0.233618442773239,3086,3086,False,
device_0,0.9375,1702,1.5,54.0675,drop,0.026882712711501687,0.03893091424595896,0.16398403488211716,9929,9928,False,
device_0,0.9375,1702,1.5,54.0675,late,0.0,0.0,0.06753227403966162,2373,2373,False,
device_0,0.9375,1702,2.0,72.09,drop,0.027043927421535614,0.03900185935685052,0.1641512678395557,9945,9945,False,
device_0,0.9375,1702,2.0,72.09,late,0.0,0.0,0.04309259087529663,1851,1851,False,
device_0,0.9375,1703,1.1,39.6495,drop,0.022964837196568624,0.14738801489265235,0.3827632248731243,9236,9235,False,
device_0,0.9375,1703,1.1,39.6495,late,0.0,0.09944939830474075,0.2753897378389838,5423,5423,False,
device_0,0.9375,1703,1.2,43.254,drop,0.025542259669796955,0.03812510877499228,0.3856951091373805,9618,9617,False,
device_0,0.9375,1703,1.2,43.254,late,0.0,0.0,0.2658543159454213,4424,4424,False,
device_0,0.9375,1703,1.35,48.66075000000001,drop,0.02667994476729386,0.03884649951736452,0.387371565997937,9859,9858,False,
device_0,0.9375,1703,1.35,48.66075000000001,late,0.0,0.0,0.23534372059194766,3136,3136,False,
device_0,0.9375,1703,1.5,54.0675,drop,0.027011733626432537,0.03905531667907035,0.16389268533855614,9927,9926,False,
device_0,0.9375,1703,1.5,54.0675,late,0.0,0.0,0.06692581797503569,2367,2367,False,
device_0,0.9375,1703,2.0,72.09,drop,0.027098768966030726,0.03913849558924011,0.1640632128134774,9942,9942,False,
device_0,0.9375,1703,2.0,72.09,late,0.0,0.0,0.04283163563765743,1835,1835,False,
device_0,0.975,1701,1.1,39.6495,drop,0.023091249494017873,0.14734510063964462,0.38278618640678846,9247,9246,False,
device_0,0.975,1701,1.1,39.6495,late,0.0,0.09908916754505338,0.2744863623327044,5397,5397,False,
device_0,0.975,1701,1.2,43.254,drop,0.02565173872311048,0.037858673611392966,0.3856464047161781,9637,9636,False,
device_0,0.975,1701,1.2,43.254,late,0.0,0.0,0.2659243725452769,4334,4334,False,
device_0,0.975,1701,1.35,48.66075000000001,drop,0.026706530034111973,0.03856095403892319,0.3873164670833304,9873,9872,False,
device_0,0.975,1701,1.35,48.66075000000001,late,0.0,0.0,0.23473062267567602,3068,3068,False,
device_0,0.975,1701,1.5,54.0675,drop,0.0269811318208333,0.03873321212942758,0.1637946533925592,9941,9940,False,
device_0,0.975,1701,1.5,54.0675,late,0.0,0.0,0.06642072863114004,2324,2324,False,
device_0,0.975,1701,2.0,72.09,drop,0.027041437184608323,0.03879182262410713,0.16390393274778836,9952,9952,False,
device_0,0.975,1701,2.0,72.09,late,0.0,0.0,0.04265486509351187,1816,1816,False,
device_0,0.975,1702,1.1,39.6495,drop,0.022473541452265017,0.14735708710778186,0.38272518080735796,9205,9204,False,
device_0,0.975,1702,1.1,39.6495,late,0.0,0.09916639067841093,0.27588974228608193,5385,5385,False,
device_0,0.975,1702,1.2,43.254,drop,0.02542306209201095,0.03812715577775375,0.3859765146748957,9624,9623,False,
device_0,0.975,1702,1.2,43.254,late,0.0,0.0,0.2656967320241177,4465,4465,False,
device_0,0.975,1702,1.35,48.66075000000001,drop,0.026613434648693157,0.03900143433676578,0.38802952377580807,9886,9885,False,
device_0,0.975,1702,1.35,48.66075000000001,late,0.0,0.0,0.23914764718360335,3196,3196,False,
device_0,0.975,1702,1.5,54.0675,drop,0.026847043135597232,0.03924977701290637,0.1644240179323163,9949,9948,False,
device_0,0.975,1702,1.5,54.0675,late,0.0,0.0,0.06745718567864828,2452,2452,False,
device_0,0.975,1702,2.0,72.09,drop,0.02692302680596943,0.039309372207431276,0.16451695532948307,9959,9959,False,
device_0,0.975,1702,2.0,72.09,late,0.0,0.0,0.042541170907711895,1906,1906,False,
device_0,0.975,1703,1.1,39.6495,drop,0.022273130545041996,0.14735119310104322,0.38254838242411027,9174,9173,False,
device_0,0.975,1703,1.1,39.6495,late,0.0,0.0990328878291367,0.2752414590630052,5369,5369,False,
device_0,0.975,1703,1.2,43.254,drop,0.025147618031178133,0.037935539167138654,0.38591143863894867,9579,9578,False,
device_0,0.975,1703,1.2,43.254,late,0.0,0.0,0.2659017232944771,4350,4350,False,
device_0,0.975,1703,1.35,48.66075000000001,drop,0.026539132165560517,0.03878500253355902,0.38774909017936987,9850,9849,False,
device_0,0.975,1703,1.35,48.66075000000001,late,0.0,0.0,0.23855455249792568,3167,3167,False,
device_0,0.975,1703,1.5,54.0675,drop,0.02683455184139417,0.03895821413484908,0.16428476146254853,9918,9917,False,
device_0,0.975,1703,1.5,54.0675,late,0.0,0.0,0.06743471600921283,2422,2422,False,
device_0,0.975,1703,2.0,72.09,drop,0.02695728164846578,0.03905178191927133,0.16448017825078068,9935,9935,False,
device_0,0.975,1703,2.0,72.09,late,0.0,0.0,0.042922895438846594,1889,1889,False,
