device,L,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,policy,mean_energy_j,total_energy_j,violation_rate,violation_count,max_violation_run,burst_count_ge2,violation_run_count,violation_state_bad_share,violation_state_good_count,violation_state_bad_count,selected_v,q_final,q_max,policy_metadata_json
device_0,2,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,500,P2,0.06085519999999999,608.5519999999999,0.05,500,8,138,237,1.0,0,500,,,,"{""budget"": 500}"
device_0,2,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,500,P3,0.06085519999999999,608.5519999999999,0.05,500,3,23,473,1.0,0,500,100.0,1.0500000000007834,3.4000000000007793,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0421, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 1.0500000000007834, ""q_max"": 3.4000000000007793, ""selected_v"": 100.0}"
device_0,2,1703,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P2,0.04521519999999999,452.15199999999993,0.1,1000,10,263,483,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,2,1703,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P3,0.045255039999999996,452.55039999999997,0.1,1000,6,170,769,0.997,3,997,100.0,0.0,17.699999999999996,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.1, ""100.0"": 0.1, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.0, ""q_max"": 17.699999999999996, ""selected_v"": 100.0}"
device_0,2,1703,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P2,0.05961520000000001,596.152,0.1,1000,10,263,483,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,2,1703,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P3,0.05961520000000001,596.152,0.1,1000,6,174,769,1.0,0,1000,1000.0,0.29999999998639204,25.699999999999605,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.0658, ""100.0"": 0.095, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.29999999998639204, ""q_max"": 25.699999999999605, ""selected_v"": 1000.0}"
device_0,2,1703,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,100,P2,0.06040719999999999,604.0719999999999,0.01,100,4,29,52,1.0,0,100,,,,"{""budget"": 100}"
device_0,2,1703,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,100,P3,0.06042048,604.2048,0.01,100,1,0,100,0.99,1,99,10.0,1.2280419736665493e-12,2.6700000000012154,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 1.2280419736665493e-12, ""q_max"": 2.6700000000012154, ""selected_v"": 10.0}"
device_0,2,1703,2.0,72.09,0.01,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,100,P2,0.0618472,618.472,0.01,100,4,29,52,1.0,0,100,,,,"{""budget"": 100}"
device_0,2,1703,2.0,72.09,0.01,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,100,P3,0.0618472,618.472,0.01,100,1,0,100,1.0,0,100,10.0,0.7399999999999785,1.2299999999999993,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 0.7399999999999785, ""q_max"": 1.2299999999999993, ""selected_v"": 10.0}"
device_0,2,1703,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,500,P2,0.05365519999999999,536.5519999999999,0.05,500,8,138,237,1.0,0,500,,,,"{""budget"": 500}"
device_0,2,1703,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,500,P3,0.05369503999999999,536.9504,0.05,500,6,31,460,0.994,3,497,100.0,0.0,17.799999999999926,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.05, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 17.799999999999926, ""selected_v"": 100.0}"
device_0,2,1703,2.0,72.09,0.05,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,500,P2,0.06085519999999999,608.5519999999999,0.05,500,8,138,237,1.0,0,500,,,,"{""budget"": 500}"
device_0,2,1703,2.0,72.09,0.05,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,500,P3,0.06085519999999999,608.5519999999999,0.05,500,3,23,473,1.0,0,500,100.0,1.0500000000007834,3.4000000000007793,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0421, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 1.0500000000007834, ""q_max"": 3.4000000000007793, ""selected_v"": 100.0}"
device_0,2,1703,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P2,0.04521519999999999,452.15199999999993,0.1,1000,10,263,483,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,2,1703,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P3,0.045255039999999996,452.55039999999997,0.1,1000,6,170,769,0.997,3,997,100.0,0.0,17.699999999999996,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.1, ""100.0"": 0.1, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.0, ""q_max"": 17.699999999999996, ""selected_v"": 100.0}"
device_0,2,1703,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P2,0.05961520000000001,596.152,0.1,1000,10,263,483,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,2,1703,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1965,0.3900580928002546,0,1000,P3,0.05961520000000001,596.152,0.1,1000,6,174,769,1.0,0,1000,1000.0,0.29999999998639204,25.699999999999605,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.0658, ""100.0"": 0.095, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.29999999998639204, ""q_max"": 25.699999999999605, ""selected_v"": 1000.0}"
device_0,5,1701,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P2,0.06034079999999999,603.4079999999999,0.01,100,13,16,25,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1701,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P3,0.0603408,603.408,0.01,100,2,1,99,1.0,0,100,10.0,1.0792720883667783e-12,2.670000000001064,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 1.0792720883667783e-12, ""q_max"": 2.670000000001064, ""selected_v"": 10.0}"
device_0,5,1701,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P2,0.0617808,617.808,0.01,100,13,16,25,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1701,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P3,0.0617808,617.808,0.01,100,2,1,99,1.0,0,100,100.0,2.042057495321714e-12,3.4600000000019486,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.0096, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 2.042057495321714e-12, ""q_max"": 3.4600000000019486, ""selected_v"": 100.0}"
device_0,5,1701,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P2,0.05358879999999999,535.8879999999999,0.05,500,17,87,129,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1701,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P3,0.05364192,536.4192,0.05,500,5,98,351,0.992,4,496,100.0,0.0,17.79999999999996,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.05, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 17.79999999999996, ""selected_v"": 100.0}"
device_0,5,1701,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P2,0.06078879999999999,607.8879999999999,0.05,500,17,87,129,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1701,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P3,0.06078879999999999,607.8879999999999,0.05,500,9,101,342,1.0,0,500,1000.0,0.0,25.74999999999971,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0307, ""100.0"": 0.048, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 25.74999999999971, ""selected_v"": 1000.0}"
device_0,5,1701,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P2,0.045148799999999996,451.48799999999994,0.1,1000,21,164,223,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1701,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P3,0.04522847999999999,452.2847999999999,0.1,1000,11,210,450,0.994,6,994,100.0,0.0,17.699999999999978,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.1, ""100.0"": 0.1, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.0, ""q_max"": 17.699999999999978, ""selected_v"": 100.0}"
device_0,5,1701,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P2,0.05954879999999999,595.4879999999999,0.1,1000,21,164,223,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1701,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P3,0.05954879999999999,595.4879999999999,0.1,1000,13,210,445,1.0,0,1000,1000.0,1.999999999986684,25.699999999999818,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.0432, ""100.0"": 0.0773, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 1.999999999986684, ""q_max"": 25.699999999999818, ""selected_v"": 1000.0}"
device_0,5,1701,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P2,0.06034079999999999,603.4079999999999,0.01,100,13,16,25,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1701,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P3,0.0603408,603.408,0.01,100,2,1,99,1.0,0,100,10.0,1.0792720883667783e-12,2.670000000001064,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 1.0792720883667783e-12, ""q_max"": 2.670000000001064, ""selected_v"": 10.0}"
device_0,5,1701,2.0,72.09,0.01,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P2,0.0617808,617.808,0.01,100,13,16,25,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1701,2.0,72.09,0.01,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,100,P3,0.0617808,617.808,0.01,100,2,1,99,1.0,0,100,100.0,2.042057495321714e-12,3.4600000000019486,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.0096, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 2.042057495321714e-12, ""q_max"": 3.4600000000019486, ""selected_v"": 100.0}"
device_0,5,1701,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P2,0.05358879999999999,535.8879999999999,0.05,500,17,87,129,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1701,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P3,0.05364192,536.4192,0.05,500,5,98,351,0.992,4,496,100.0,0.0,17.79999999999996,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.05, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 17.79999999999996, ""selected_v"": 100.0}"
device_0,5,1701,2.0,72.09,0.05,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P2,0.06078879999999999,607.8879999999999,0.05,500,17,87,129,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1701,2.0,72.09,0.05,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,500,P3,0.06078879999999999,607.8879999999999,0.05,500,9,101,342,1.0,0,500,1000.0,0.0,25.74999999999971,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0307, ""100.0"": 0.048, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 25.74999999999971, ""selected_v"": 1000.0}"
device_0,5,1701,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P2,0.045148799999999996,451.48799999999994,0.1,1000,21,164,223,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1701,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P3,0.04522847999999999,452.2847999999999,0.1,1000,11,210,450,0.994,6,994,100.0,0.0,17.699999999999978,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.1, ""100.0"": 0.1, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.0, ""q_max"": 17.699999999999978, ""selected_v"": 100.0}"
device_0,5,1701,2.0,72.09,0.1,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P2,0.05954879999999999,595.4879999999999,0.1,1000,21,164,223,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1701,2.0,72.09,0.1,late,40.0,10.0,4.0,0.196,0.7394474346423828,0,1000,P3,0.05954879999999999,595.4879999999999,0.1,1000,13,210,445,1.0,0,1000,1000.0,1.999999999986684,25.699999999999818,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.0432, ""100.0"": 0.0773, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 1.999999999986684, ""q_max"": 25.699999999999818, ""selected_v"": 1000.0}"
device_0,5,1702,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P2,0.061947680000000005,619.4768,0.01,100,24,12,12,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1702,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P3,0.06196096,619.6096,0.01,100,1,0,100,0.99,1,99,10.0,1.062840787602326e-12,2.6700000000010435,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 1.062840787602326e-12, ""q_max"": 2.6700000000010435, ""selected_v"": 10.0}"
device_0,5,1702,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P2,0.06338768,633.8768,0.01,100,24,12,12,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1702,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P3,0.06338768,633.8768,0.01,100,2,1,99,1.0,0,100,100.0,0.21000000000204344,3.4600000000019713,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.0095, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 0.21000000000204344, ""q_max"": 3.4600000000019713, ""selected_v"": 100.0}"
device_0,5,1702,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P2,0.055195680000000004,551.9568,0.05,500,29,72,91,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1702,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P3,0.05526207999999999,552.6207999999999,0.05,500,13,88,339,0.99,5,495,100.0,0.0,17.799999999999997,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.05, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 17.799999999999997, ""selected_v"": 100.0}"
device_0,5,1702,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P2,0.06239568,623.9568,0.05,500,29,72,91,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1702,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P3,0.06239568,623.9568,0.05,500,24,87,333,1.0,0,500,1000.0,1.0499999999930543,25.749999999999893,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0302, ""100.0"": 0.0464, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 1.0499999999930543, ""q_max"": 25.749999999999893, ""selected_v"": 1000.0}"
device_0,5,1702,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P2,0.04675568000000001,467.55680000000007,0.1,1000,34,145,185,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1702,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P3,0.047034559999999996,470.3456,0.1,1000,15,203,477,0.979,21,979,100.0,0.0,17.70000000000001,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.1, ""100.0"": 0.1, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.0, ""q_max"": 17.70000000000001, ""selected_v"": 100.0}"
device_0,5,1702,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P2,0.061155680000000004,611.5568000000001,0.1,1000,34,145,185,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1702,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P3,0.06115568,611.5568,0.1,1000,24,200,455,1.0,0,1000,1000.0,2.5999999999875443,25.699999999999882,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.0437, ""100.0"": 0.0761, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 2.5999999999875443, ""q_max"": 25.699999999999882, ""selected_v"": 1000.0}"
device_0,5,1702,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P2,0.061947680000000005,619.4768,0.01,100,24,12,12,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1702,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P3,0.06196096,619.6096,0.01,100,1,0,100,0.99,1,99,10.0,1.062840787602326e-12,2.6700000000010435,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 1.062840787602326e-12, ""q_max"": 2.6700000000010435, ""selected_v"": 10.0}"
device_0,5,1702,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P2,0.06338768,633.8768,0.01,100,24,12,12,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1702,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,100,P3,0.06338768,633.8768,0.01,100,2,1,99,1.0,0,100,100.0,0.21000000000204344,3.4600000000019713,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.0095, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 0.21000000000204344, ""q_max"": 3.4600000000019713, ""selected_v"": 100.0}"
device_0,5,1702,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P2,0.055195680000000004,551.9568,0.05,500,29,72,91,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1702,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P3,0.05526207999999999,552.6207999999999,0.05,500,13,88,339,0.99,5,495,100.0,0.0,17.799999999999997,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.05, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 17.799999999999997, ""selected_v"": 100.0}"
device_0,5,1702,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P2,0.06239568,623.9568,0.05,500,29,72,91,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1702,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,500,P3,0.06239568,623.9568,0.05,500,24,87,333,1.0,0,500,1000.0,1.0499999999930543,25.749999999999893,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0302, ""100.0"": 0.0464, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 1.0499999999930543, ""q_max"": 25.749999999999893, ""selected_v"": 1000.0}"
device_0,5,1702,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P2,0.04675568000000001,467.55680000000007,0.1,1000,34,145,185,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1702,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P3,0.047034559999999996,470.3456,0.1,1000,15,203,477,0.979,21,979,100.0,0.0,17.70000000000001,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.1, ""100.0"": 0.1, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 0.0, ""q_max"": 17.70000000000001, ""selected_v"": 100.0}"
device_0,5,1702,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P2,0.061155680000000004,611.5568000000001,0.1,1000,34,145,185,1.0,0,1000,,,,"{""budget"": 1000}"
device_0,5,1702,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2081,0.7524122495851582,0,1000,P3,0.06115568,611.5568,0.1,1000,24,200,455,1.0,0,1000,1000.0,2.5999999999875443,25.699999999999882,"{""calibrated_violation_rate"": 0.1, ""candidate_rates"": {""10.0"": 0.0437, ""100.0"": 0.0761, ""1000.0"": 0.1, ""10000.0"": 0.1}, ""horizon_budget_cap"": 1000, ""q_final"": 2.5999999999875443, ""q_max"": 25.699999999999882, ""selected_v"": 1000.0}"
device_0,5,1703,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.1984,0.7616854360775162,0,100,P2,0.060659519999999995,606.5952,0.01,100,14,18,20,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1703,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.1984,0.7616854360775162,0,100,P3,0.06067279999999999,606.728,0.01,100,2,1,99,0.99,1,99,10.0,1.0006682982233173e-12,2.6700000000009747,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.01, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 1.0006682982233173e-12, ""q_max"": 2.6700000000009747, ""selected_v"": 10.0}"
device_0,5,1703,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0,100,P2,0.06209952,620.9952,0.01,100,14,18,20,1.0,0,100,,,,"{""budget"": 100}"
device_0,5,1703,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0,100,P3,0.06209952,620.9952,0.01,100,14,4,78,1.0,0,100,1000.0,0.2999999999873133,25.789999999998862,"{""calibrated_violation_rate"": 0.01, ""candidate_rates"": {""10.0"": 0.0095, ""100.0"": 0.01, ""1000.0"": 0.01, ""10000.0"": 0.01}, ""horizon_budget_cap"": 100, ""q_final"": 0.2999999999873133, ""q_max"": 25.789999999998862, ""selected_v"": 1000.0}"
device_0,5,1703,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.1984,0.7616854360775162,0,500,P2,0.05390752,539.0752,0.05,500,22,79,94,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1703,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.1984,0.7616854360775162,0,500,P3,0.053987199999999985,539.8719999999998,0.05,500,11,95,323,0.988,6,494,100.0,0.0,17.79999999999992,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.05, ""100.0"": 0.05, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 0.0, ""q_max"": 17.79999999999992, ""selected_v"": 100.0}"
device_0,5,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0,500,P2,0.06110752,611.0752,0.05,500,22,79,94,1.0,0,500,,,,"{""budget"": 500}"
device_0,5,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0,500,P3,0.06110752,611.0752,0.05,500,14,101,315,1.0,0,500,1000.0,1.4999999999930973,25.74999999999985,"{""calibrated_violation_rate"": 0.05, ""candidate_rates"": {""10.0"": 0.0291, ""100.0"": 0.0468, ""1000.0"": 0.05, ""10000.0"": 0.05}, ""horizon_budget_cap"": 500, ""q_final"": 1.4999999999930973, ""q_max"": 25.74999999999985, ""selected_v"": 1000.0}"
device_0,5,1703,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.1984,0.7616854360775162,0,1000,P2,0.04546752,454.67519999999996,0.1,1000,25,159,192,1.0,0,1000,,,,"{""budget"": 1000}"
