device,L,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,sha256
device_0,10,1702,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0,1000,721abfca2c60c2873d3aba8a17ce1c7e80015a788242552a1f58c2fe33a9eaea
device_0,10,1702,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0,1000,653ab18da53bb7a9a7cd9f6a6aceef24e792a2d1fe72d0a673695760afb452bb
device_0,10,1703,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2011,0.8786216993316927,0,100,7f4e5dcaeccb6476f14da9f8f407caa103ea30b83d5c2ef7094544567325ce8f
device_0,10,1703,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2011,0.8786216993316927,0,100,da7fd3146ac2e4a956eb09367d647e0c10fcf53e601427e9569d55ae4e2d3dba
device_0,10,1703,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2011,0.8786216993316927,0,500,c6a472313501d59e5bd4a4c76a5b8d3d8beadecd89cc34f8352a3ead1e79bef7
device_0,10,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2011,0.8786216993316927,0,500,037e611a1e32885483401d073f2fb466367dc26c5e59ac98d020f8f74f7d92da
device_0,10,1703,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2011,0.8786216993316927,0,1000,2b6c3e9ac4385be8213b24f02c09565dd4b03be22904ac02863cb59021860399
device_0,10,1703,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2011,0.8786216993316927,0,1000,84bdebff3ebc6d6adca826716e294bb2b951a27f96a7ddb1e6933811bc24b7af
device_0,10,1703,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2011,0.8786216993316927,0,100,27bd9b904616315ce8660666089e486cb75175cbc92ced90b0cf0d4ab1e00fe8
device_0,10,1703,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2011,0.8786216993316927,0,100,acacb206bd5a0998cda057c296e9993ca0e6e021dc23e4d3f5dd39ad59d1edda
device_0,10,1703,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2011,0.8786216993316927,0,500,a36bf8d824a7d9e92ff26e6dc8e73cdca143152a384e5398860154bc331645b8
device_0,10,1703,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2011,0.8786216993316927,0,500,b134df7188a19a64baec83f51025b29c789ead126346bdc5c2d6a50db2c51c84
device_0,10,1703,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2011,0.8786216993316927,0,1000,cee8be20a9b13ee735cfe7f3d94becdaadc07578ec021686fb468ab62c2ee3a0
device_0,10,1703,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2011,0.8786216993316927,0,1000,d1382a64179dfb1613206940eea47e996d8cf5475de777a76ad8426769aff8dc
device_0,20,1701,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.1905,0.9302741661829513,0,100,f99f08d5d9b0102e5e7f2eb6f00bdb4dce552b2992a170a186affad05d948ef2
device_0,20,1701,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.1905,0.9302741661829513,0,100,05780a4d711debecd8974297e14dcf74d88badbeeb0bf1dcede1ca6ee167443e
device_0,20,1701,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.1905,0.9302741661829513,0,500,bc733f8d930273253a52a63c317f8e5d89886fd0790e04a61f2301b583fd93a5
device_0,20,1701,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1905,0.9302741661829513,0,500,5b520b97d69865750d0b0907c801022bf5690e6250345dc19d249771287db27f
device_0,20,1701,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.1905,0.9302741661829513,0,1000,8ee2119bab0b8d1a480a13d90ae53c1df2d6bfdd35c5b094dcfbc5977a18df5e
device_0,20,1701,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.1905,0.9302741661829513,0,1000,a0d2209d277e08b2ba7d13ad437d7092fb9130b2031525c997d0623e54a45930
device_0,20,1701,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.1905,0.9302741661829513,0,100,97672233d8d55646ff4061971b754df9d8e6bb8ed31fc2a6debdd2e2e9af4705
device_0,20,1701,2.0,72.09,0.01,late,40.0,10.0,4.0,0.1905,0.9302741661829513,0,100,61525cea927bb6e52443dcbd4e90a465e2b8bd136624bfc63c37fb34045dd9bd
device_0,20,1701,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.1905,0.9302741661829513,0,500,4200f63c6219eb73ac85607d4310498f9ec16ee5c45d64fc897de59895881c43
device_0,20,1701,2.0,72.09,0.05,late,40.0,10.0,4.0,0.1905,0.9302741661829513,0,500,c4a2441778f11dd813e8960a8e066929c639fbd0926d3ce3e9f9e2f9f294d7f2
device_0,20,1701,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.1905,0.9302741661829513,0,1000,16c40e001298853185be656e1f008c2515c501dfacced962e3b4a4cfa1e9f7fd
device_0,20,1701,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1905,0.9302741661829513,0,1000,8886f74dfbc4f2615ef6884da17aeaf0bee7534526e0b1dc3524f8d47e9afbcc
device_0,20,1702,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.1925,0.9318065041225804,0,100,63b1d4604f9df211aa88152ee64d1e8e65fe7eeeb4bd46d68d84603cefceef8e
device_0,20,1702,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.1925,0.9318065041225804,0,100,015ba656ebc7572551f35fa2c98d4c4a147a35edca73f957ef9c7492a4d3fbdc
device_0,20,1702,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.1925,0.9318065041225804,0,500,ab1c33e3af2b0c1a4b71877a3f833539e1f9c49683479e7efb0542d69e0f8d63
device_0,20,1702,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1925,0.9318065041225804,0,500,1aa0ace2aeb803085ec0ef15a3cd63eb6dd849b73029ed45ce4e88f1e0a0e5e6
device_0,20,1702,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.1925,0.9318065041225804,0,1000,0e1fcc0c64ee26acddd8dd9b21ecaf9e405b87e568580c6366f83a6584c5ec64
device_0,20,1702,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.1925,0.9318065041225804,0,1000,90c2a913b39c50b467978f152b998ad5f6cb7e729a397e98299772eae184e328
device_0,20,1702,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.1925,0.9318065041225804,0,100,3289422e927718cd76e9b0895a72616fcd3cdd70c7c89417dfe11ad84e37b79d
device_0,20,1702,2.0,72.09,0.01,late,40.0,10.0,4.0,0.1925,0.9318065041225804,0,100,cac3b04df9813f4f6e2458b37c2606a07ed49b63a9f8ad5a2beac390dc4ed5ed
device_0,20,1702,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.1925,0.9318065041225804,0,500,fc067c1695cf5eec1f3bf74d446a83b5c911170773f4a0aa3485989679d7023d
device_0,20,1702,2.0,72.09,0.05,late,40.0,10.0,4.0,0.1925,0.9318065041225804,0,500,4cae1c0f4d3e622f2b2df6ef5861b87974f96807ad6615f1af9f1d82d0c45617
device_0,20,1702,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.1925,0.9318065041225804,0,1000,e5c2eca204dc08b705b134f8a092b6c84017454dd910dc4bc5f0b6d96b1fd11f
device_0,20,1702,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1925,0.9318065041225804,0,1000,2ccc5725d151bf5126e4d2b3d2d83b756e11c0109b6dad913b82c7adb92a312b
device_0,20,1703,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2045,0.9342249105953369,0,100,02f3f8b49c348f4c316b15ecb37a90cb2f890c93e0fb71f17ba5e189804961ff
device_0,20,1703,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2045,0.9342249105953369,0,100,357b8b1ec6c5c8f94f62768afefe044b005b95b94a9185e3e2936976477fba6b
device_0,20,1703,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2045,0.9342249105953369,0,500,0820557e3cf93c21cf8924ff32bb1d56616d3d16cbaf3dd99a2c3b4679c64559
device_0,20,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2045,0.9342249105953369,0,500,dccb1e640e73f4e92df4362dcd52b19fbda213dad31e563faf88337b1d12f1dc
device_0,20,1703,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2045,0.9342249105953369,0,1000,e30e5c3e27b8cea2e7ba8c6de88e89c835d977a5ab71e51e11e9268d2b8467da
device_0,20,1703,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2045,0.9342249105953369,0,1000,4f96bff43343fa9f35763c170bf2b96c06928b350f487990047c0ab88cf38289
device_0,20,1703,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2045,0.9342249105953369,0,100,4214233596c8db4fb036b0e0e833487fbfc2b5670eea123faf77074614bc6d90
device_0,20,1703,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2045,0.9342249105953369,0,100,b094b8dab9f7cb4c9de026bb51fcdbfcea564511abdc6f18190ca0654ce87d84
device_0,20,1703,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2045,0.9342249105953369,0,500,2261b1e6065b0c0fbb6ee301bef9bb0a22495667ff2f7390443872289e21134e
device_0,20,1703,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2045,0.9342249105953369,0,500,a0fc9a0e4997dc1fd629453844bea1d71ecb38ed85809abf0960ab5a75b75878
device_0,20,1703,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2045,0.9342249105953369,0,1000,5b7e4d8395c96b4cd3f63b88607fe3ec8ee8b8e80d0b79dea629b7626b343b77
device_0,20,1703,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2045,0.9342249105953369,0,1000,0b1951f6091132ca9a4fa7c3895daef86ed71f5fc0ef0f3a74c767b990ffb196
device_0,50,1701,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.191,0.9786428987979923,0,100,e344b78b9c2a35cab75d7deb3da1c30e1937ca4a202129b321e4b169b294cb0b
device_0,50,1701,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.191,0.9786428987979923,0,100,bd85978632653a569735c65f7a3e448ef5a5f7988c4687571250c5f4759a4682
device_0,50,1701,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.191,0.9786428987979923,0,500,be58865943a2f7e21609ab42d227765b1d7f03a02fef982c8a4135c7773b1e35
device_0,50,1701,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.191,0.9786428987979923,0,500,8b025bac682555f5971e6a674010c9af5da3b205fcbd9a4a83a71fd5ab29aca7
device_0,50,1701,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.191,0.9786428987979923,0,1000,31d3e8f3a86fdb1c3d1d36beb2e5340a84d7d9bf444cdd7ababdf5b9e09b85bc
device_0,50,1701,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.191,0.9786428987979923,0,1000,179debeba9de10a0d8d6ec099c51ea4274e807981ec1d5644a3a0f419bb8675d
device_0,50,1701,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.191,0.9786428987979923,0,100,ea2afed8a6d2598568e029ab8dcc36c263a8dc70be0d826954fd8033ac9ce518
device_0,50,1701,2.0,72.09,0.01,late,40.0,10.0,4.0,0.191,0.9786428987979923,0,100,e1df9827a86ae1cf32978e16db4d7a7fc39e426ac8a86b2b943b260a1e77bb02
device_0,50,1701,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.191,0.9786428987979923,0,500,fdca8849ebab43bf1bebb6c462fc3789473a28375cc0bf60bbdcf5ae2a432698
device_0,50,1701,2.0,72.09,0.05,late,40.0,10.0,4.0,0.191,0.9786428987979923,0,500,a1532017893e46d1763032f559ba93641f30c8d083681442850b37c0179ab347
device_0,50,1701,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.191,0.9786428987979923,0,1000,aa4ea4853a5a15c3a89846321ad0b8701aabdcbee8b25e8e059c38336f405f6b
device_0,50,1701,2.0,72.09,0.1,late,40.0,10.0,4.0,0.191,0.9786428987979923,0,1000,1c203698eec2d11de199f8b096dde6bf58a7ebe845e00b63fcf3d8a9740a5a77
device_0,50,1702,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2035,0.9743912924194525,0,100,b5a2e84f3d1c3f2dc53117fd04343fbf6cb6a711f70bc127739e6a504f6509d9
device_0,50,1702,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2035,0.9743912924194525,0,100,5b78b56d1f9608226dceecc47dd998ecb17ac63efa30d840f32841d68c3c941c
device_0,50,1702,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2035,0.9743912924194525,0,500,51deb79113743d507b083c27fe86f303e261d051108688c58cd7c0411212df94
device_0,50,1702,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2035,0.9743912924194525,0,500,10b186996a4ff92418b85146331da6841ceb4d26d514e0a6f21715ecec723a7b
device_0,50,1702,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2035,0.9743912924194525,0,1000,a56d25f6cb625d3a5690ccb41730eae033a9416b214fbd0325daf32b3df28f3a
device_0,50,1702,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2035,0.9743912924194525,0,1000,a49c71a591cd3abc5f8e6e075f277901b259b6a1dab2a8ddfc72e56ad5438708
device_0,50,1702,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2035,0.9743912924194525,0,100,c2c44682182a94c10bfdc6a8b51c7c7c7ec20d5dc6f8748613361af142d1a231
device_0,50,1702,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2035,0.9743912924194525,0,100,1826d189ba3daefb9307a9c881910a060300446eff816239b8cfad6c406dab4e
device_0,50,1702,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2035,0.9743912924194525,0,500,461db80f8a2b84b0f2b8adee402925b1832b9eb105cb8ab6b2fb7b10a1e5fbbd
device_0,50,1702,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2035,0.9743912924194525,0,500,362b5e6f68be1883ee6dbe885cb61e8769ccc079334a10b0dcdc8e048f83f3e1
device_0,50,1702,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2035,0.9743912924194525,0,1000,c3b27ad50c683ec351f39e3f8fd221f4c6e9afb19360bac98e235c1ff39e052a
device_0,50,1702,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2035,0.9743912924194525,0,1000,c591bbc3859ab494d809ce1f61869ca840df3225c38efb99b999664a6df70a76
device_0,50,1703,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.1928,0.9701145259868031,0,100,71691c982ab5ed721184898b279c9137e7daf4cdface170c8b2ccb0eb70de638
device_0,50,1703,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.1928,0.9701145259868031,0,100,dca28842b8fba16c14c6a6e8d3020d67e7b15e7aa9156039fc9a61f60274e1ef
device_0,50,1703,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.1928,0.9701145259868031,0,500,c90a13597ec82441cf7b96b1168c17d0089c84acaa32eb34aecddcaa510adffa
device_0,50,1703,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.1928,0.9701145259868031,0,500,d035cede3747bc65fe386b4803ea1b2707419f409e881880e0530c61c037e021
device_0,50,1703,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.1928,0.9701145259868031,0,1000,dcd5bed4f9e63e4e0e1d6ae8295c35070cf6e5b9228b0d65e3ddc3e8f4d469ba
device_0,50,1703,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.1928,0.9701145259868031,0,1000,6d787f16db91e321dbccc2f2fbbf17d66fe9170b3176145a0c317bc83b2a0440
device_0,50,1703,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.1928,0.9701145259868031,0,100,c3f6b5051be5fb8be16c42c6d7ce50ca4274c8e7313a9a5c96fc301784e0556f
device_0,50,1703,2.0,72.09,0.01,late,40.0,10.0,4.0,0.1928,0.9701145259868031,0,100,35cf0055ff78357d2cf15d61573fe841c539692dc50b0a6a69b730a26ce9a6b7
device_0,50,1703,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.1928,0.9701145259868031,0,500,6f050beb6317cfdfcc06e8682ead4b2d82012af609909983a668af72874b5d48
device_0,50,1703,2.0,72.09,0.05,late,40.0,10.0,4.0,0.1928,0.9701145259868031,0,500,feb0e6311eb4a886068de35029783f1001e5de5f76347542f7aa49048a230c7c
device_0,50,1703,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.1928,0.9701145259868031,0,1000,9741ffdc5e8c16dd2776db1cc7a49e40b40d220c248f0fa19d2485ec8e8b7e5d
device_0,50,1703,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1928,0.9701145259868031,0,1000,47097a921e0f4ec63768d55c2ade20f32055cb273057a24f6b248a0e93841edd
