device,L,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,check,passed,detail,severity
device_0,5.0,1703.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,5.0,1703.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,5.0,1703.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,5.0,1703.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.1984,0.7616854360775162,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P2prime,True,0.0614032 <= 0.0614032,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2prime_le_P3,True,0.0614032 <= 0.06145632,diagnostic
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P0,True,0.0614032 <= 0.06243904,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P0_le_P1,True,0.06243904 <= 0.0630912,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P2prime,True,0.0628432 <= 0.0628432,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2prime_le_P3,True,0.0628432 <= 0.0628432,diagnostic
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P0,True,0.0628432 <= 0.06304656,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P0_le_P1,True,0.06304656 <= 0.0630912,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P2prime,True,0.0546512 <= 0.0546512,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2prime_le_P3,True,0.0546512 <= 0.05474416,diagnostic
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P0,True,0.0546512 <= 0.05994992,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P0_le_P1,True,0.05994992 <= 0.0630912,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P2prime,True,0.0618512 <= 0.0618512,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2prime_le_P3,True,0.0618512 <= 0.0618512,diagnostic
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P0,True,0.0618512 <= 0.06285808,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P0_le_P1,True,0.06285808 <= 0.0630912,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P2prime,True,0.0462112 <= 0.0462112,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2prime_le_P3,True,0.0462112 <= 0.04679552,diagnostic
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P0,True,0.0462112 <= 0.05684848,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P0_le_P1,True,0.05684848 <= 0.0630912,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P2prime,True,0.0606112 <= 0.0606112,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2prime_le_P3,True,0.0606112 <= 0.0606112,diagnostic
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P0,True,0.0606112 <= 0.06254312,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P0_le_P1,True,0.06254312 <= 0.0630912,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P2prime,True,0.0614032 <= 0.0614032,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2prime_le_P3,True,0.0614032 <= 0.06145632,diagnostic
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P0,True,0.0614032 <= 0.0624656,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P0_le_P1,True,0.0624656 <= 0.0630912,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P2prime,True,0.0628432 <= 0.0628432,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2prime_le_P3,True,0.0628432 <= 0.0628432,diagnostic
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P2_le_P0,True,0.0628432 <= 0.06303416,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,energy_P0_le_P1,True,0.06303416 <= 0.0630912,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P2prime,True,0.0546512 <= 0.0546512,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2prime_le_P3,True,0.0546512 <= 0.05474416,diagnostic
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P0,True,0.0546512 <= 0.0596976,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P0_le_P1,True,0.0596976 <= 0.0630912,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P2prime,True,0.0618512 <= 0.0618512,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2prime_le_P3,True,0.0618512 <= 0.0618512,diagnostic
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P2_le_P0,True,0.0618512 <= 0.06284816,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,energy_P0_le_P1,True,0.06284816 <= 0.0630912,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P2prime,True,0.0462112 <= 0.0462112,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2prime_le_P3,True,0.0462112 <= 0.04679552,diagnostic
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P0,True,0.0462112 <= 0.05664928,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P0_le_P1,True,0.05664928 <= 0.0630912,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P2prime,True,0.0606112 <= 0.0606112,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2prime_le_P3,True,0.0606112 <= 0.0606112,diagnostic
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P2_le_P0,True,0.0606112 <= 0.06259768,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,energy_P0_le_P1,True,0.06259768 <= 0.0630912,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.204,0.8777335146591664,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P2_le_P2prime,True,0.06095168 <= 0.06095168,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P2prime_le_P3,True,0.06095168 <= 0.06097824,diagnostic
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P2_le_P0,True,0.06095168 <= 0.06189456,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P0_le_P1,True,0.06189456 <= 0.06263968,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P2_le_P2prime,True,0.06239168 <= 0.06239168,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P2prime_le_P3,True,0.06239168 <= 0.06239168,diagnostic
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P2_le_P0,True,0.06239168 <= 0.06258512,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,energy_P0_le_P1,True,0.06258512 <= 0.06263968,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,10.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P2_le_P2prime,True,0.05419968 <= 0.05419968,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P2prime_le_P3,True,0.05419968 <= 0.0542528,diagnostic
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P2_le_P0,True,0.05419968 <= 0.0596976,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P0_le_P1,True,0.0596976 <= 0.06263968,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P2_le_P2prime,True,0.06139968 <= 0.06139968,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P2prime_le_P3,True,0.06139968 <= 0.06139968,diagnostic
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P2_le_P0,True,0.06139968 <= 0.06239168,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,energy_P0_le_P1,True,0.06239168 <= 0.06263968,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,10.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,10.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,1000.0,energy_P2_le_P2prime,True,0.04575968 <= 0.04575968,required
device_0,10.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,1000.0,energy_P2prime_le_P3,True,0.04575968 <= 0.04611824,diagnostic
device_0,10.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,1000.0,energy_P2_le_P0,True,0.04575968 <= 0.0564368,required
device_0,10.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,1000.0,energy_P0_le_P1,True,0.0564368 <= 0.06263968,required
device_0,10.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,10.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2006,0.8830505917727561,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
