device,L,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,check,passed,detail,severity
device_0,2.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1701.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,energy_P2_le_P2prime,True,0.06312208 <= 0.06312208,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,energy_P2prime_le_P3,True,0.06312208 <= 0.06312208,diagnostic
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,energy_P2_le_P0,True,0.06312208 <= 0.06332792,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,energy_P0_le_P1,True,0.06332792 <= 0.06337008,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1701.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P2_le_P2prime,True,0.05493008 <= 0.05493008,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P2prime_le_P3,True,0.05493008 <= 0.0549832,diagnostic
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P2_le_P0,True,0.05493008 <= 0.060096,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P0_le_P1,True,0.060096 <= 0.06337008,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P2_le_P2prime,True,0.06213008 <= 0.06213008,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P2prime_le_P3,True,0.06213008 <= 0.06213008,diagnostic
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P2_le_P0,True,0.06213008 <= 0.06309976,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,energy_P0_le_P1,True,0.06309976 <= 0.06337008,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1701.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P2_le_P2prime,True,0.04649008 <= 0.04649008,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P2prime_le_P3,True,0.04649008 <= 0.04655648,diagnostic
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P2_le_P0,True,0.04649008 <= 0.05715392,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P0_le_P1,True,0.05715392 <= 0.06337008,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P2_le_P2prime,True,0.06089008 <= 0.06089008,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P2prime_le_P3,True,0.06089008 <= 0.06089008,diagnostic
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P2_le_P0,True,0.06089008 <= 0.06285672,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,energy_P0_le_P1,True,0.06285672 <= 0.06337008,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1701.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2061,0.3802658375334607,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P2prime,True,0.06184144 <= 0.06184144,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2prime_le_P3,True,0.06184144 <= 0.06185472,diagnostic
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P0,True,0.06184144 <= 0.06290384,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P0_le_P1,True,0.06290384 <= 0.06352944,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P2prime,True,0.06328144 <= 0.06328144,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2prime_le_P3,True,0.06328144 <= 0.06328144,diagnostic
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P0,True,0.06328144 <= 0.06346744,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P0_le_P1,True,0.06346744 <= 0.06352944,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,1.5,54.0675,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P2prime,True,0.05508944 <= 0.05508944,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2prime_le_P3,True,0.05508944 <= 0.05515584,diagnostic
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P0,True,0.05508944 <= 0.0605608,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P0_le_P1,True,0.0605608 <= 0.06352944,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P2prime,True,0.06228944 <= 0.06228944,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2prime_le_P3,True,0.06228944 <= 0.06228944,diagnostic
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P0,True,0.06228944 <= 0.06324176,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P0_le_P1,True,0.06324176 <= 0.06352944,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,1.5,54.0675,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P2prime,True,0.04664944 <= 0.04664944,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2prime_le_P3,True,0.04664944 <= 0.04671584,diagnostic
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P0,True,0.04664944 <= 0.05692816,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P0_le_P1,True,0.05692816 <= 0.06352944,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P2prime,True,0.06104944 <= 0.06104944,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2prime_le_P3,True,0.06104944 <= 0.06104944,diagnostic
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P0,True,0.06104944 <= 0.0630756,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P0_le_P1,True,0.0630756 <= 0.06352944,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,1.5,54.0675,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P2prime,True,0.06184144 <= 0.06184144,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2prime_le_P3,True,0.06184144 <= 0.06185472,diagnostic
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P0,True,0.06184144 <= 0.06294368,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P0_le_P1,True,0.06294368 <= 0.06352944,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P2prime,True,0.06328144 <= 0.06328144,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2prime_le_P3,True,0.06328144 <= 0.06328144,diagnostic
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P2_le_P0,True,0.06328144 <= 0.0634724,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,energy_P0_le_P1,True,0.0634724 <= 0.06352944,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,2.0,1702.0,2.0,72.09,0.01,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,100.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P2prime,True,0.05508944 <= 0.05508944,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2prime_le_P3,True,0.05508944 <= 0.05515584,diagnostic
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P0,True,0.05508944 <= 0.06030848,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P0_le_P1,True,0.06030848 <= 0.06352944,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P2prime,True,0.06228944 <= 0.06228944,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2prime_le_P3,True,0.06228944 <= 0.06228944,diagnostic
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P2_le_P0,True,0.06228944 <= 0.06330872,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,energy_P0_le_P1,True,0.06330872 <= 0.06352944,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,2.0,1702.0,2.0,72.09,0.05,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,500.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P2prime,True,0.04664944 <= 0.04664944,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2prime_le_P3,True,0.04664944 <= 0.04671584,diagnostic
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P0,True,0.04664944 <= 0.05731328,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P0_le_P1,True,0.05731328 <= 0.06352944,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,drop,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,P1_equals_forced,True,0 == 0,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P2prime,True,0.06104944 <= 0.06104944,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2prime_le_P3,True,0.06104944 <= 0.06104944,diagnostic
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P2_le_P0,True,0.06104944 <= 0.0630756,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,energy_P0_le_P1,True,0.0630756 <= 0.06352944,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,2.0,1702.0,2.0,72.09,0.1,late,40.0,10.0,4.0,0.2073,0.39387452605194295,0.0,1000.0,violation_P3_within_budget,True,0.1 <= 0.105,required
