device,L,deadline_ratio,epsilon,skip_mode,discard_gain_percent_mean,discard_gain_percent_std,targeting_gain_percent_mean,targeting_gain_percent_std,oracle_gap_percent_mean,oracle_gap_percent_std,online_recovery_mean,online_recovery_std,p2prime_gap_percent_mean,p2prime_gap_percent_std,pi_bad_observed_mean,pi_bad_observed_std,lag1_autocorr_mean,lag1_autocorr_std
device_0,50,1.5,0.05,drop,5.080593053871783,0.1333555986127682,8.534677516019002,0.2719650369268211,13.615270569890788,0.19557337938004646,0.9438799368088476,0.051477228155810975,-7.339855531904084e-15,1.2713002701473361e-14,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,1.5,0.05,late,0.3916632959334471,0.03641345472855629,1.6086845129130685,0.06511173436072734,2.000347808846515,0.02873352967193514,1.0000000000000027,4.002966042486721e-15,0.0,0.0,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,1.5,0.1,drop,9.942165818676022,0.17765466756428971,17.288375321105573,0.26274212433868166,27.230541139781593,0.3911467587601028,0.9478135860979463,0.050555173330622545,0.4465770158818125,0.41572593456806267,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,1.5,0.1,late,0.7977339366536359,0.04063522019784131,3.2029616810393953,0.022636830208763666,4.000695617693031,0.057467059343908534,0.9999999999999991,5.782226546457897e-15,0.08339691260443327,0.07763556609405747,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,2.0,0.01,drop,0.9943223163198033,0.06334593298619315,1.7287317976583516,0.09646506762830402,2.7230541139781548,0.0391146758760048,0.9659083728278052,0.0317953086634285,0.0,0.0,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,2.0,0.01,late,0.07474750024156344,0.01229010838271141,0.32532206152773674,0.00951744640670006,0.4000695617693002,0.005746705934391576,,,0.0,0.0,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,2.0,0.05,drop,4.988095036032882,0.15366447503806313,8.627175533857903,0.25823880383016207,13.615270569890788,0.19557337938004646,0.9438799368088476,0.051477228155810975,-7.339855531904084e-15,1.2713002701473361e-14,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,2.0,0.05,late,0.4334211528253493,0.025691012406067644,1.566926656021166,0.03253168992401788,2.000347808846515,0.02873352967193514,1.0000000000000027,4.002966042486721e-15,0.0,0.0,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,2.0,0.1,drop,10.183257223907626,0.19920806858206164,17.04728391587397,0.4601822711709349,27.230541139781593,0.3911467587601028,0.9478135860979463,0.050555173330622545,0.4465770158818125,0.41572593456806267,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
device_0,50,2.0,0.1,late,0.7867637654496015,0.022949661146802587,3.21393185224343,0.05487573480675817,4.000695617693031,0.057467059343908534,0.9999999999999991,5.782226546457897e-15,0.08339691260443327,0.07763556609405747,0.19576666666666664,0.006757465007925179,0.9743829057347493,0.004264192591102956
