N,channel_sync,rho,deadline_ratio,epsilon,skip_mode,device,device_index,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_run_count_mean,violation_run_count_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,allocation_mean_mean,allocation_mean_std,allocation_max_mean,allocation_max_std,allocation_nonzero_rate_mean,allocation_nonzero_rate_std
4,common,0.0,1.35,0.15,drop,device_0,0,I1,0.06987010485994094,7.314809776874828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01795,0.001202081528017131,0.25,0.0,0.25,0.0,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_0,0,I2,0.0407475443926989,0.0002236744392815723,0.15,0.0,4.5,0.7071067811865476,187.0,0.0,1280.5,4.949747468305833,1.0,0.0,0.0,0.0,0.2125,0.0,0.25,0.0,0.85,0.0
4,common,0.0,1.35,0.15,drop,device_0,0,J1,0.06597183440285684,1.1595674487168113e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0089,0.0004242640687119284,0.19737,0.0001435426765808753,0.4625,0.0035355339059327407,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_0,0,J2,0.03868456836991073,0.002206697946615449,0.15,0.0,4.5,0.7071067811865476,194.5,10.606601717798213,1271.0,8.48528137423857,0.9339999999999999,0.09333809511662432,0.0,0.0,0.17616975,0.007811762165158404,0.7525,0.08838834764831845,0.85,0.0
4,common,0.0,1.35,0.15,drop,device_1,1,I1,0.06987010485994094,7.314809776874828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01795,0.001202081528017131,0.25,0.0,0.25,0.0,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_1,1,I2,0.0407475443926989,0.0002236744392815723,0.15,0.0,4.5,0.7071067811865476,187.0,0.0,1280.5,4.949747468305833,1.0,0.0,0.0,0.0,0.2125,0.0,0.25,0.0,0.85,0.0
4,common,0.0,1.35,0.15,drop,device_1,1,J1,0.06605245346555258,0.00011840537484959338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0091,0.0011313708498984765,0.197376,0.0001491995308303439,0.4575,0.010606601717798222,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_1,1,J2,0.03829791882378343,0.002103424745712041,0.15,0.0,5.0,0.0,192.0,7.0710678118654755,1271.5,7.7781745930520225,0.9430000000000001,0.08061017305526637,0.0,0.0,0.17312875,0.00045643742725590185,0.68,0.18384776310850237,0.85,0.0
4,common,0.0,1.35,0.15,drop,device_2,2,I1,0.06987010485994094,7.314809776874828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01795,0.001202081528017131,0.25,0.0,0.25,0.0,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_2,2,I2,0.0407475443926989,0.0002236744392815723,0.15,0.0,4.5,0.7071067811865476,187.0,0.0,1280.5,4.949747468305833,1.0,0.0,0.0,0.0,0.2125,0.0,0.25,0.0,0.85,0.0
