N,channel_sync,rho,seed,deadline_ratio,deadline_ms,d_min_n_ms,epsilon,skip_mode,device,device_index,policy,mean_energy_j,total_energy_j,violation_rate,violation_count,max_violation_run,burst_count_ge2,violation_run_count,violation_state_bad_share,violation_state_good_count,violation_state_bad_count,boost_use_rate,boost_use_rate_good,boost_use_rate_bad,selected_v,q_final,q_max,policy_metadata_json,allocation_mean,allocation_max,allocation_nonzero_rate
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11630632537447545,1163.0632537447545,0.0214,214,2,3,211,1.0,0,214,0.1581,0.0,0.7746202841744243,,,,{},0.4893,0.5,0.9786
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11593948414135344,1159.3948414135343,0.0238,238,3,9,228,1.0,0,238,0.1568,0.0,0.7578540357660706,,,,{},0.4881,0.5,0.9762
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.0947768183092363,947.7681830923631,0.0214,214,2,3,211,1.0,0,214,0.0918,0.00025128785023244125,0.4487996080352768,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41692299999999993,0.96,0.9786
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09559524437376209,955.9524437376208,0.0238,238,3,9,228,1.0,0,238,0.0968,0.0005043500189131257,0.4659255679072015,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41474449999999996,0.975,0.9762
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10502560349062705,1050.2560349062705,0.05,500,3,26,472,1.0,0,500,0.1295,0.0,0.6344928956393925,,,,"{""budget"": 286}",0.475,0.5,0.95
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10560453146798345,1056.0453146798345,0.05,500,3,26,473,1.0,0,500,0.1306,0.0,0.6312228129531174,,,,"{""budget"": 262}",0.475,0.5,0.95
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.082239286261788,822.39286261788,0.05,500,3,31,467,1.0,0,500,0.061,0.00025128785023244125,0.2978931896129348,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41254799999999997,1.0,0.95
2,independent,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.089267956665568,892.67956665568,0.05,500,3,36,462,0.73,135,365,0.0822,0.0010087000378262514,0.39342677622039635,,,,"{""joint"": true, ""source"": ""heuristic""}",0.406753,0.995,0.95
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.1158141557581348,1158.141557581348,0.0216,216,2,6,210,1.0,0,216,0.1579,0.0,0.7725048923679061,,,,{},0.4892,0.5,0.9784
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11330277756877659,1133.0277756877658,0.0239,239,2,4,235,1.0,0,239,0.1522,0.0,0.7598602096854717,,,,{},0.48805,0.5,0.9761
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.09560625131964164,956.0625131964164,0.0216,216,2,6,210,1.0,0,216,0.0986,0.0005027652086475615,0.48043052837573386,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.4155875,0.99,0.9784
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09290783903727917,929.0783903727917,0.0239,239,2,4,235,1.0,0,239,0.09,0.00012504689258471927,0.4488267598602097,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41216050000000004,0.99,0.9761
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10461453802280075,1046.1453802280075,0.05,500,3,31,467,1.0,0,500,0.1295,0.0,0.6335616438356164,,,,"{""budget"": 284}",0.475,0.5,0.95
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10300939631233096,1030.0939631233095,0.05,500,3,24,475,1.0,0,500,0.1261,0.0,0.6295556665002496,,,,"{""budget"": 261}",0.475,0.5,0.95
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08816302121464605,881.6302121464604,0.0341,341,3,12,328,1.0,0,341,0.0787,0.0005027652086475615,0.3830724070450098,,,,"{""joint"": true, ""source"": ""heuristic""}",0.4179205,0.995,0.9659
2,independent,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08464704225642672,846.4704225642672,0.0407,407,2,16,391,1.0,0,407,0.0698,0.00012504689258471927,0.3479780329505741,,,,"{""joint"": true, ""source"": ""heuristic""}",0.4117205,1.0,0.9593
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11363355892571954,1136.3355892571954,0.0213,213,2,4,209,1.0,0,213,0.1529,0.0,0.7702770780856423,,,,{},0.48935,0.5,0.9787
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11449145834443603,1144.9145834443602,0.0226,226,2,4,222,1.0,0,226,0.1522,0.0,0.7655935613682092,,,,{},0.4887,0.5,0.9774
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.092788552032638,927.88552032638,0.0213,213,2,4,209,1.0,0,213,0.0903,0.0012476606363069245,0.44987405541561715,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41520050000000003,0.995,0.9787
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09230363178196438,923.0363178196438,0.0226,226,2,4,222,1.0,0,226,0.0855,0.0006240639041437844,0.4275653923541248,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41661499999999996,0.975,0.9774
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10231336999684638,1023.1336999684638,0.05,500,3,20,478,1.0,0,500,0.1242,0.0,0.6256926952141058,,,,"{""budget"": 287}",0.475,0.5,0.95
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10369380295852614,1036.9380295852613,0.05,500,3,21,478,1.0,0,500,0.1248,0.0,0.6277665995975855,,,,"{""budget"": 274}",0.475,0.5,0.95
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08165101484256757,816.5101484256757,0.0467,467,3,24,440,0.9507494646680942,23,444,0.0617,0.0012476606363069245,0.3057934508816121,,,,"{""joint"": true, ""source"": ""heuristic""}",0.4095585,1.0,0.9533
2,independent,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.07979633753492514,797.9633753492515,0.05,500,3,20,479,1.0,0,500,0.0544,0.0006240639041437844,0.2711267605633803,,,,"{""joint"": true, ""source"": ""heuristic""}",0.4106165,0.995,0.95
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.1153130486045578,1153.130486045578,0.0218,218,3,17,200,1.0,0,218,0.155,0.0,0.760549558390579,,,,{},0.4891,0.5,0.9782
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11497276609282717,1149.7276609282717,0.0217,217,3,20,193,1.0,0,217,0.1553,0.0,0.7707196029776675,,,,{},0.48915,0.5,0.9783
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.09392272062354264,939.2272062354264,0.0218,218,3,17,200,1.0,0,218,0.0906,0.0008791760864104496,0.4411187438665358,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.4173965,1.0,0.9782
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.094674636242177,946.74636242177,0.0217,217,3,20,193,1.0,0,217,0.095,0.0003757044458359424,0.46997518610421835,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41492049999999997,0.945,0.9783
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10418978916764095,1041.8978916764095,0.05,500,6,89,394,1.0,0,500,0.1268,0.0,0.6221786064769381,,,,"{""budget"": 282}",0.475,0.5,0.95
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.1038130733504713,1038.130733504713,0.05,500,5,73,412,1.0,0,500,0.127,0.0,0.630272952853598,,,,"{""budget"": 283}",0.475,0.5,0.95
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.0861242363231195,861.242363231195,0.05,500,4,59,428,0.77,115,385,0.0722,0.0017583521728208992,0.34739941118743867,,,,"{""joint"": true, ""source"": ""heuristic""}",0.40737949999999995,0.99,0.95
2,independent,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08210922709714134,821.0922709714134,0.05,500,5,79,395,1.0,0,500,0.0631,0.0003757044458359424,0.31166253101736974,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41053199999999995,0.995,0.95
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11679137380766821,1167.9137380766822,0.0234,234,3,15,217,1.0,0,234,0.1604,0.0,0.7696737044145874,,,,{},0.4883,0.5,0.9766
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11728868915883198,1172.8868915883197,0.0233,233,3,17,214,1.0,0,233,0.1611,0.0,0.7678741658722593,,,,{},0.48835,0.5,0.9767
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.09578683181621904,957.8683181621903,0.0234,234,3,15,217,1.0,0,234,0.0975,0.00012632642748863063,0.4673704414587332,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41621949999999996,1.0,0.9766
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09716339986689627,971.6339986689627,0.0233,233,3,17,214,1.0,0,233,0.0998,0.0007593014426727411,0.47283126787416585,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41468299999999997,0.97,0.9767
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10629100187088457,1062.9100187088457,0.05,500,7,80,401,1.0,0,500,0.1338,0.0,0.6420345489443378,,,,"{""budget"": 266}",0.475,0.5,0.95
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10675612797189542,1067.5612797189542,0.05,500,5,77,401,1.0,0,500,0.1344,0.0,0.6406101048617732,,,,"{""budget"": 267}",0.475,0.5,0.95
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.0833497283781222,833.497283781222,0.0496,496,5,65,409,1.0,0,496,0.0658,0.00012632642748863063,0.31525911708253357,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41138850000000005,1.0,0.9504
2,independent,0.75,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08757368039393247,875.7368039393248,0.0403,403,5,52,338,1.0,0,403,0.0742,0.0007593014426727411,0.3508102955195424,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41540950000000004,0.995,0.9597
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11584434949623591,1158.4434949623592,0.0233,233,3,25,206,1.0,0,233,0.159,0.0,0.7604017216642754,,,,{},0.48835,0.5,0.9767
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11385595743348621,1138.5595743348622,0.0194,194,3,19,174,1.0,0,194,0.1511,0.0,0.7768637532133676,,,,{},0.4903,0.5,0.9806
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.0950971237609648,950.9712376096479,0.0233,233,3,25,206,1.0,0,233,0.0966,0.0007586294095334429,0.45911047345767575,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.414296,1.0,0.9767
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.0935645351376685,935.6453513766851,0.0194,194,3,19,174,1.0,0,194,0.0909,0.0007448789571694599,0.46426735218508997,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41668950000000005,0.995,0.9806
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10531680896362951,1053.168089636295,0.05,500,4,77,407,1.0,0,500,0.1323,0.0,0.6327116212338594,,,,"{""budget"": 267}",0.475,0.5,0.95
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10179362369793114,1017.9362369793114,0.05,500,4,87,397,1.0,0,500,0.1205,0.0,0.6195372750642674,,,,"{""budget"": 306}",0.475,0.5,0.95
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08787022357387957,878.7022357387957,0.035,350,3,46,296,1.0,0,350,0.0771,0.0007586294095334429,0.36585365853658536,,,,"{""joint"": true, ""source"": ""heuristic""}",0.417108,1.0,0.965
2,independent,0.75,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.0813148539327432,813.148539327432,0.0467,467,4,85,363,1.0,0,467,0.0605,0.0007448789571694599,0.3079691516709512,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41008150000000004,0.995,0.9533
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11411246808328869,1141.124680832887,0.0225,225,4,20,201,1.0,0,225,0.1538,0.0,0.7720883534136547,,,,{},0.48875,0.5,0.9775
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11399031250394077,1139.9031250394078,0.0228,228,2,18,210,1.0,0,228,0.1503,0.0,0.765274949083503,,,,{},0.4886,0.5,0.9772
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.09333907897407857,933.3907897407857,0.0225,225,4,20,201,1.0,0,225,0.0924,0.0006243756243756244,0.46134538152610444,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41476999999999997,0.965,0.9775
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09202257342686523,920.2257342686523,0.0228,228,2,18,210,1.0,0,228,0.0847,0.00024888003982080636,0.430244399185336,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.4172785,0.99,0.9772
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10326305788646309,1032.630578864631,0.05,500,5,87,380,1.0,0,500,0.1263,0.0,0.6340361445783133,,,,"{""budget"": 275}",0.475,0.5,0.95
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.1032709925800294,1032.709925800294,0.05,500,6,96,371,1.0,0,500,0.1231,0.0,0.6267820773930753,,,,"{""budget"": 272}",0.475,0.5,0.95
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08120401055031241,812.0401055031241,0.05,500,6,84,368,1.0,0,500,0.0624,0.0006243756243756244,0.3107429718875502,,,,"{""joint"": true, ""source"": ""heuristic""}",0.4097465,1.0,0.95
2,independent,0.975,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08275486230274384,827.5486230274385,0.05,500,4,75,399,0.814,93,407,0.0619,0.0007466401194624191,0.3121181262729124,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41037799999999997,0.99,0.95
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11239298983877147,1123.9298983877147,0.0243,243,4,23,216,1.0,0,243,0.1473,0.0,0.7519142419601837,,,,{},0.48785,0.5,0.9757
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11261716828823946,1126.1716828823946,0.0202,202,3,25,175,1.0,0,202,0.1492,0.0,0.7596741344195519,,,,{},0.4899,0.5,0.9798
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.09244602149638674,924.4602149638674,0.0243,243,4,23,216,1.0,0,243,0.0908,0.000373087924387514,0.4619703930576825,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41393499999999994,0.985,0.9757
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09283074858412406,928.3074858412406,0.0202,202,3,25,175,1.0,0,202,0.0918,0.0007466401194624191,0.46435845213849286,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41510600000000003,0.94,0.9798
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10225059381330533,1022.5059381330533,0.05,500,4,92,381,1.0,0,500,0.1216,0.0,0.6207248596222562,,,,"{""budget"": 257}",0.475,0.5,0.95
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10086920704875295,1008.6920704875295,0.05,500,7,102,362,1.0,0,500,0.1194,0.0,0.6079429735234216,,,,"{""budget"": 298}",0.475,0.5,0.95
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08085111420659594,808.5111420659593,0.05,500,5,98,374,1.0,0,500,0.0614,0.000373087924387514,0.3118938233792751,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41113599999999995,0.995,0.95
2,independent,0.975,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08396349277040845,839.6349277040845,0.05,500,5,78,402,0.826,87,413,0.0708,0.002115480338476854,0.3518329938900204,,,,"{""joint"": true, ""source"": ""heuristic""}",0.404986,0.99,0.95
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11223888675633602,1122.3888675633602,0.0207,207,3,19,187,1.0,0,207,0.1464,0.0,0.7605194805194805,,,,{},0.48965,0.5,0.9793
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11366246048200854,1136.6246048200853,0.021,210,4,21,184,1.0,0,210,0.1514,0.0,0.7700915564598169,,,,{},0.4895,0.5,0.979
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.09179937991373287,917.9937991373287,0.0207,207,3,19,187,1.0,0,207,0.0861,0.0001238390092879257,0.44675324675324674,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.41628899999999996,0.935,0.9793
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.09241927304699066,924.1927304699066,0.021,210,4,21,184,1.0,0,210,0.0872,0.0006223549912870301,0.4409969481180061,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.4153375,0.995,0.979
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10068858853601464,1006.8858853601464,0.05,500,5,89,372,1.0,0,500,0.1171,0.0,0.6083116883116884,,,,"{""budget"": 293}",0.475,0.5,0.95
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.1022279586543059,1022.2795865430589,0.05,500,6,96,367,1.0,0,500,0.1224,0.0,0.6225839267548321,,,,"{""budget"": 290}",0.475,0.5,0.95
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08568903304805668,856.8903304805668,0.0315,315,3,37,275,1.0,0,315,0.0708,0.0001238390092879257,0.36727272727272725,,,,"{""joint"": true, ""source"": ""heuristic""}",0.4180360000000001,0.98,0.9685
2,independent,0.975,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08310246887601257,831.0246887601256,0.0409,409,6,71,313,1.0,0,409,0.0644,0.0006223549912870301,0.32502543234994913,,,,"{""joint"": true, ""source"": ""heuristic""}",0.412067,0.995,0.9591
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11630632537447545,1163.0632537447545,0.0214,214,2,3,211,1.0,0,214,0.1581,0.0,0.7746202841744243,,,,{},0.4893,0.5,0.9786
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11630632537447545,1163.0632537447545,0.0214,214,2,3,211,1.0,0,214,0.1581,0.0,0.7746202841744243,,,,{},0.4893,0.5,0.9786
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.10438333280306308,1043.8333280306308,0.0214,214,2,3,211,1.0,0,214,0.1247,0.0,0.6109750122488976,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.3989495,0.655,0.9786
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.1038207922715978,1038.207922715978,0.0214,214,2,3,211,1.0,0,214,0.1231,0.0,0.6031357177853993,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.40023000000000003,0.655,0.9786
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10502560349062705,1050.2560349062705,0.05,500,3,26,472,1.0,0,500,0.1295,0.0,0.6344928956393925,,,,"{""budget"": 286}",0.475,0.5,0.95
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10502560349062705,1050.2560349062705,0.05,500,3,26,472,1.0,0,500,0.1295,0.0,0.6344928956393925,,,,"{""budget"": 286}",0.475,0.5,0.95
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.0878223446907517,878.2234469075171,0.0365,365,2,13,352,1.0,0,365,0.0618,0.0,0.3027927486526213,,,,"{""joint"": true, ""source"": ""heuristic""}",0.41471800000000003,1.0,0.9635
2,common,0.0,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08946253684731956,894.6253684731955,0.05,500,3,26,472,1.0,0,500,0.0794,0.0,0.3890249877511024,,,,"{""joint"": true, ""source"": ""heuristic""}",0.39841450000000006,0.99,0.95
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.1158141557581348,1158.141557581348,0.0216,216,2,6,210,1.0,0,216,0.1579,0.0,0.7725048923679061,,,,{},0.4892,0.5,0.9784
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.1158141557581348,1158.141557581348,0.0216,216,2,6,210,1.0,0,216,0.1579,0.0,0.7725048923679061,,,,{},0.4892,0.5,0.9784
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.10405993858903682,1040.5993858903682,0.0216,216,2,6,210,1.0,0,216,0.1256,0.0,0.6144814090019569,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.399931,0.655,0.9784
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.10456789884269863,1045.6789884269863,0.0216,216,2,6,210,1.0,0,216,0.1284,0.0,0.6281800391389433,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.3990895,0.655,0.9784
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10461453802280075,1046.1453802280075,0.05,500,3,31,467,1.0,0,500,0.1295,0.0,0.6335616438356164,,,,"{""budget"": 284}",0.475,0.5,0.95
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10461453802280075,1046.1453802280075,0.05,500,3,31,467,1.0,0,500,0.1295,0.0,0.6335616438356164,,,,"{""budget"": 284}",0.475,0.5,0.95
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08866847930912294,886.6847930912294,0.05,500,3,18,480,1.0,0,500,0.0777,0.0,0.3801369863013699,,,,"{""joint"": true, ""source"": ""heuristic""}",0.3998725,1.0,0.95
2,common,0.0,1702,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08716070052224761,871.6070052224761,0.05,500,2,24,476,1.0,0,500,0.0716,0.0,0.350293542074364,,,,"{""joint"": true, ""source"": ""heuristic""}",0.399696,0.99,0.95
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.11363355892571954,1136.3355892571954,0.0213,213,2,4,209,1.0,0,213,0.1529,0.0,0.7702770780856423,,,,{},0.48935,0.5,0.9787
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.11363355892571954,1136.3355892571954,0.0213,213,2,4,209,1.0,0,213,0.1529,0.0,0.7702770780856423,,,,{},0.48935,0.5,0.9787
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.10239444797478509,1023.9444797478509,0.0213,213,2,4,209,1.0,0,213,0.1226,0.0,0.617632241813602,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.39794,0.655,0.9787
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.10199970726825892,1019.9970726825893,0.0213,213,2,4,209,1.0,0,213,0.1205,0.0,0.6070528967254408,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.39850549999999996,0.655,0.9787
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10231336999684638,1023.1336999684638,0.05,500,3,20,478,1.0,0,500,0.1242,0.0,0.6256926952141058,,,,"{""budget"": 287}",0.475,0.5,0.95
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10231336999684638,1023.1336999684638,0.05,500,3,20,478,1.0,0,500,0.1242,0.0,0.6256926952141058,,,,"{""budget"": 287}",0.475,0.5,0.95
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08482358195577853,848.2358195577854,0.05,500,3,23,476,1.0,0,500,0.0652,0.0,0.32846347607052895,,,,"{""joint"": true, ""source"": ""heuristic""}",0.398991,0.99,0.95
2,common,0.0,1703,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08584403106187316,858.4403106187316,0.05,500,3,24,475,1.0,0,500,0.0694,0.0,0.3496221662468514,,,,"{""joint"": true, ""source"": ""heuristic""}",0.399136,1.0,0.95
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I1,0.1153130486045578,1153.130486045578,0.0218,218,3,17,200,1.0,0,218,0.155,0.0,0.760549558390579,,,,{},0.4891,0.5,0.9782
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I1,0.1153130486045578,1153.130486045578,0.0218,218,3,17,200,1.0,0,218,0.155,0.0,0.760549558390579,,,,{},0.4891,0.5,0.9782
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J1,0.1033950047209325,1033.950047209325,0.0218,218,3,17,200,1.0,0,218,0.1222,0.0,0.5996074582924436,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.3999595,0.655,0.9782
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J1,0.10398437810210444,1039.8437810210444,0.0218,218,3,17,200,1.0,0,218,0.1244,0.0,0.6104023552502453,,,,"{""joint"": true, ""violation_set"": ""fixed_to_I1""}",0.3993625,0.655,0.9782
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,I2,0.10418978916764095,1041.8978916764095,0.05,500,6,89,394,1.0,0,500,0.1268,0.0,0.6221786064769381,,,,"{""budget"": 282}",0.475,0.5,0.95
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,I2,0.10418978916764095,1041.8978916764095,0.05,500,6,89,394,1.0,0,500,0.1268,0.0,0.6221786064769381,,,,"{""budget"": 282}",0.475,0.5,0.95
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_0,0,J2,0.08645522173642228,864.5522173642229,0.0373,373,4,51,314,1.0,0,373,0.0579,0.0,0.28410206084396467,,,,"{""joint"": true, ""source"": ""heuristic""}",0.415887,1.0,0.9627
2,common,0.75,1701,1.2,53.988,44.99,0.05,drop,device_1,1,J2,0.08970880564927244,897.0880564927245,0.05,500,5,82,396,1.0,0,500,0.0807,0.0,0.3959764474975466,,,,"{""joint"": true, ""source"": ""heuristic""}",0.3981505,0.985,0.95
