N,channel_sync,rho,seed,deadline_ratio,deadline_ms,d_min_n_ms,epsilon,skip_mode,elapsed_seconds,slots,J2_iterations
8,independent,0.75,1701,1.5,147.99,98.66,0.15,drop,2.1559473000088474,10000,20
8,independent,0.75,1702,1.5,147.99,98.66,0.15,drop,2.1608860999986064,10000,20
8,independent,0.75,1703,1.5,147.99,98.66,0.15,drop,2.1561201000004075,10000,20
8,independent,0.975,1701,1.5,147.99,98.66,0.15,drop,2.1830044999951497,10000,20
8,independent,0.975,1702,1.5,147.99,98.66,0.15,drop,2.2221521999890683,10000,20
8,independent,0.975,1703,1.5,147.99,98.66,0.15,drop,2.1505135000043083,10000,20
8,common,0.0,1701,1.5,147.99,98.66,0.15,drop,1.6500693999987561,10000,20
8,common,0.0,1702,1.5,147.99,98.66,0.15,drop,1.6157540999993216,10000,20
8,common,0.0,1703,1.5,147.99,98.66,0.15,drop,1.6130808999878354,10000,20
8,common,0.75,1701,1.5,147.99,98.66,0.15,drop,1.6288519000081578,10000,20
8,common,0.75,1702,1.5,147.99,98.66,0.15,drop,1.6315642000117805,10000,20
8,common,0.75,1703,1.5,147.99,98.66,0.15,drop,1.6303722000011476,10000,20
8,common,0.975,1701,1.5,147.99,98.66,0.15,drop,1.5717487999936566,10000,20
8,common,0.975,1702,1.5,147.99,98.66,0.15,drop,1.5626538999931654,10000,20
8,common,0.975,1703,1.5,147.99,98.66,0.15,drop,1.568055199997616,10000,20
8,independent,0.0,1701,1.5,147.99,98.66,0.15,late,2.241749399996479,10000,20
8,independent,0.0,1702,1.5,147.99,98.66,0.15,late,2.251700199994957,10000,20
8,independent,0.0,1703,1.5,147.99,98.66,0.15,late,2.238194499994279,10000,20
8,independent,0.75,1701,1.5,147.99,98.66,0.15,late,2.243909299999359,10000,20
8,independent,0.75,1702,1.5,147.99,98.66,0.15,late,2.2321611999941524,10000,20
8,independent,0.75,1703,1.5,147.99,98.66,0.15,late,2.1977475000021514,10000,20
8,independent,0.975,1701,1.5,147.99,98.66,0.15,late,2.2163779999973485,10000,20
8,independent,0.975,1702,1.5,147.99,98.66,0.15,late,2.2411022999876877,10000,20
8,independent,0.975,1703,1.5,147.99,98.66,0.15,late,2.2210657999967225,10000,20
8,common,0.0,1701,1.5,147.99,98.66,0.15,late,1.6428556000028038,10000,20
8,common,0.0,1702,1.5,147.99,98.66,0.15,late,1.6188591999962227,10000,20
8,common,0.0,1703,1.5,147.99,98.66,0.15,late,1.603709600007278,10000,20
8,common,0.75,1701,1.5,147.99,98.66,0.15,late,1.588955499988515,10000,20
8,common,0.75,1702,1.5,147.99,98.66,0.15,late,1.5824714000045788,10000,20
8,common,0.75,1703,1.5,147.99,98.66,0.15,late,1.5963339999871096,10000,20
8,common,0.975,1701,1.5,147.99,98.66,0.15,late,1.6121205000090413,10000,20
8,common,0.975,1702,1.5,147.99,98.66,0.15,late,1.6134814999968512,10000,20
8,common,0.975,1703,1.5,147.99,98.66,0.15,late,1.5798747999942861,10000,20
