N,channel_sync,rho,seed,deadline_ratio,deadline_ms,d_min_n_ms,epsilon,skip_mode,elapsed_seconds,slots,J2_iterations
4,common,0.975,1702,1.35,84.888,62.88,0.05,drop,0.5370472999929916,10000,20
4,common,0.975,1703,1.35,84.888,62.88,0.05,drop,0.5469535000011092,10000,20
4,independent,0.0,1701,1.35,84.888,62.88,0.05,late,0.9177685000031488,10000,20
4,independent,0.0,1702,1.35,84.888,62.88,0.05,late,0.9272373000130756,10000,20
4,independent,0.0,1703,1.35,84.888,62.88,0.05,late,0.9202029000007315,10000,20
4,independent,0.75,1701,1.35,84.888,62.88,0.05,late,0.9218239000038011,10000,20
4,independent,0.75,1702,1.35,84.888,62.88,0.05,late,0.9277743999991799,10000,20
4,independent,0.75,1703,1.35,84.888,62.88,0.05,late,0.9233942999999272,10000,20
4,independent,0.975,1701,1.35,84.888,62.88,0.05,late,0.9127580000058515,10000,20
4,independent,0.975,1702,1.35,84.888,62.88,0.05,late,0.9373068999993848,10000,20
4,independent,0.975,1703,1.35,84.888,62.88,0.05,late,0.9073632999934489,10000,20
4,common,0.0,1701,1.35,84.888,62.88,0.05,late,0.6193165000004228,10000,20
4,common,0.0,1702,1.35,84.888,62.88,0.05,late,0.9697098000033293,10000,20
4,common,0.0,1703,1.35,84.888,62.88,0.05,late,1.3540775000001304,10000,20
4,common,0.75,1701,1.35,84.888,62.88,0.05,late,1.362986500011175,10000,20
4,common,0.75,1702,1.35,84.888,62.88,0.05,late,0.6940222999983234,10000,20
4,common,0.75,1703,1.35,84.888,62.88,0.05,late,0.6196537999931024,10000,20
4,common,0.975,1701,1.35,84.888,62.88,0.05,late,0.6131549999990966,10000,20
4,common,0.975,1702,1.35,84.888,62.88,0.05,late,0.6247450000082608,10000,20
4,common,0.975,1703,1.35,84.888,62.88,0.05,late,0.6721830000024056,10000,20
4,independent,0.0,1701,1.35,84.888,62.88,0.15,drop,1.0087768999947002,10000,20
4,independent,0.0,1702,1.35,84.888,62.88,0.15,drop,0.9789590000000317,10000,20
4,independent,0.0,1703,1.35,84.888,62.88,0.15,drop,0.9875987999985227,10000,20
4,independent,0.75,1701,1.35,84.888,62.88,0.15,drop,0.9790364000073168,10000,20
4,independent,0.75,1702,1.35,84.888,62.88,0.15,drop,0.9764693999895826,10000,20
4,independent,0.75,1703,1.35,84.888,62.88,0.15,drop,0.9683824000094319,10000,20
4,independent,0.975,1701,1.35,84.888,62.88,0.15,drop,0.8779524999990826,10000,20
4,independent,0.975,1702,1.35,84.888,62.88,0.15,drop,0.8597765000013169,10000,20
4,independent,0.975,1703,1.35,84.888,62.88,0.15,drop,0.8604225000017323,10000,20
4,common,0.0,1701,1.35,84.888,62.88,0.15,drop,0.6392159000097308,10000,20
4,common,0.0,1702,1.35,84.888,62.88,0.15,drop,0.6272472000127891,10000,20
4,common,0.0,1703,1.35,84.888,62.88,0.15,drop,0.6421867000026396,10000,20
4,common,0.75,1701,1.35,84.888,62.88,0.15,drop,0.6452376999950502,10000,20
4,common,0.75,1702,1.35,84.888,62.88,0.15,drop,0.649115799998981,10000,20
4,common,0.75,1703,1.35,84.888,62.88,0.15,drop,0.6385993000003509,10000,20
4,common,0.975,1701,1.35,84.888,62.88,0.15,drop,0.6118322999973316,10000,20
4,common,0.975,1702,1.35,84.888,62.88,0.15,drop,0.6238626999984263,10000,20
4,common,0.975,1703,1.35,84.888,62.88,0.15,drop,0.6121226999966893,10000,20
4,independent,0.0,1701,1.35,84.888,62.88,0.15,late,0.920332599998801,10000,20
4,independent,0.0,1702,1.35,84.888,62.88,0.15,late,0.9015641000005417,10000,20
4,independent,0.0,1703,1.35,84.888,62.88,0.15,late,0.9011998000059975,10000,20
4,independent,0.75,1701,1.35,84.888,62.88,0.15,late,0.9116652999946382,10000,20
4,independent,0.75,1702,1.35,84.888,62.88,0.15,late,0.9143694999947911,10000,20
4,independent,0.75,1703,1.35,84.888,62.88,0.15,late,0.9009405999968294,10000,20
4,independent,0.975,1701,1.35,84.888,62.88,0.15,late,0.9034723000077065,10000,20
4,independent,0.975,1702,1.35,84.888,62.88,0.15,late,0.9009390999999596,10000,20
4,independent,0.975,1703,1.35,84.888,62.88,0.15,late,0.8979957999981707,10000,20
4,common,0.0,1701,1.35,84.888,62.88,0.15,late,0.5978508000116562,10000,20
4,common,0.0,1702,1.35,84.888,62.88,0.15,late,0.5892840000014985,10000,20
4,common,0.0,1703,1.35,84.888,62.88,0.15,late,0.5902429999987362,10000,20
4,common,0.75,1701,1.35,84.888,62.88,0.15,late,0.5803890999959549,10000,20
4,common,0.75,1702,1.35,84.888,62.88,0.15,late,0.5813512999884551,10000,20
4,common,0.75,1703,1.35,84.888,62.88,0.15,late,0.58365970000159,10000,20
4,common,0.975,1701,1.35,84.888,62.88,0.15,late,0.5813968000002205,10000,20
4,common,0.975,1702,1.35,84.888,62.88,0.15,late,0.5844398999906844,10000,20
4,common,0.975,1703,1.35,84.888,62.88,0.15,late,0.5847970999893732,10000,20
4,independent,0.0,1701,1.5,94.32000000000001,62.88,0.05,drop,0.8653200999979163,10000,20
4,independent,0.0,1702,1.5,94.32000000000001,62.88,0.05,drop,0.8608406000130344,10000,20
4,independent,0.0,1703,1.5,94.32000000000001,62.88,0.05,drop,0.8577528000023449,10000,20
4,independent,0.75,1701,1.5,94.32000000000001,62.88,0.05,drop,0.8627660999918589,10000,20
4,independent,0.75,1702,1.5,94.32000000000001,62.88,0.05,drop,0.8753614000015659,10000,20
4,independent,0.75,1703,1.5,94.32000000000001,62.88,0.05,drop,0.8764610000071116,10000,20
4,independent,0.975,1701,1.5,94.32000000000001,62.88,0.05,drop,0.8636540000006789,10000,20
4,independent,0.975,1702,1.5,94.32000000000001,62.88,0.05,drop,0.882431899997755,10000,20
4,independent,0.975,1703,1.5,94.32000000000001,62.88,0.05,drop,0.8699666000029538,10000,20
4,common,0.0,1701,1.5,94.32000000000001,62.88,0.05,drop,0.5474056999955792,10000,20
4,common,0.0,1702,1.5,94.32000000000001,62.88,0.05,drop,0.6088266000006115,10000,20
4,common,0.0,1703,1.5,94.32000000000001,62.88,0.05,drop,0.5279678000079002,10000,20
4,common,0.75,1701,1.5,94.32000000000001,62.88,0.05,drop,0.6366587999946205,10000,20
4,common,0.75,1702,1.5,94.32000000000001,62.88,0.05,drop,0.6289879999967525,10000,20
4,common,0.75,1703,1.5,94.32000000000001,62.88,0.05,drop,0.6331610000052024,10000,20
4,common,0.975,1701,1.5,94.32000000000001,62.88,0.05,drop,0.6366218000039225,10000,20
4,common,0.975,1702,1.5,94.32000000000001,62.88,0.05,drop,0.5327389000012772,10000,20
4,common,0.975,1703,1.5,94.32000000000001,62.88,0.05,drop,0.6416370000079041,10000,20
4,independent,0.0,1701,1.5,94.32000000000001,62.88,0.05,late,0.8977002000028733,10000,20
4,independent,0.0,1702,1.5,94.32000000000001,62.88,0.05,late,0.8876651000027778,10000,20
4,independent,0.0,1703,1.5,94.32000000000001,62.88,0.05,late,0.8977004000043962,10000,20
4,independent,0.75,1701,1.5,94.32000000000001,62.88,0.05,late,0.8813596999971196,10000,20
4,independent,0.75,1702,1.5,94.32000000000001,62.88,0.05,late,0.8916881999903126,10000,20
4,independent,0.75,1703,1.5,94.32000000000001,62.88,0.05,late,0.8834188999899197,10000,20
4,independent,0.975,1701,1.5,94.32000000000001,62.88,0.05,late,0.925608600009582,10000,20
4,independent,0.975,1702,1.5,94.32000000000001,62.88,0.05,late,0.9454094000102486,10000,20
4,independent,0.975,1703,1.5,94.32000000000001,62.88,0.05,late,0.9597875000035856,10000,20
4,common,0.0,1701,1.5,94.32000000000001,62.88,0.05,late,0.6136027999891667,10000,20
4,common,0.0,1702,1.5,94.32000000000001,62.88,0.05,late,0.6053406999999424,10000,20
4,common,0.0,1703,1.5,94.32000000000001,62.88,0.05,late,0.6230040999944322,10000,20
4,common,0.75,1701,1.5,94.32000000000001,62.88,0.05,late,0.6106964000064181,10000,20
4,common,0.75,1702,1.5,94.32000000000001,62.88,0.05,late,0.5792989999899874,10000,20
4,common,0.75,1703,1.5,94.32000000000001,62.88,0.05,late,0.5943302999949083,10000,20
4,common,0.975,1701,1.5,94.32000000000001,62.88,0.05,late,0.5789684000046691,10000,20
4,common,0.975,1702,1.5,94.32000000000001,62.88,0.05,late,0.582959799998207,10000,20
4,common,0.975,1703,1.5,94.32000000000001,62.88,0.05,late,0.5774772000004305,10000,20
4,independent,0.0,1701,1.5,94.32000000000001,62.88,0.15,drop,0.9052985000016633,10000,20
4,independent,0.0,1702,1.5,94.32000000000001,62.88,0.15,drop,0.9356391999899643,10000,20
4,independent,0.0,1703,1.5,94.32000000000001,62.88,0.15,drop,0.9186123999970732,10000,20
4,independent,0.75,1701,1.5,94.32000000000001,62.88,0.15,drop,0.951533900006325,10000,20
4,independent,0.75,1702,1.5,94.32000000000001,62.88,0.15,drop,0.8746797000057995,10000,20
4,independent,0.75,1703,1.5,94.32000000000001,62.88,0.15,drop,0.9059283000096912,10000,20
4,independent,0.975,1701,1.5,94.32000000000001,62.88,0.15,drop,0.9130943000054685,10000,20
4,independent,0.975,1702,1.5,94.32000000000001,62.88,0.15,drop,0.892155300010927,10000,20
4,independent,0.975,1703,1.5,94.32000000000001,62.88,0.15,drop,0.8956558999925619,10000,20
4,common,0.0,1701,1.5,94.32000000000001,62.88,0.15,drop,0.5993633000034606,10000,20
4,common,0.0,1702,1.5,94.32000000000001,62.88,0.15,drop,0.5884351999993669,10000,20
4,common,0.0,1703,1.5,94.32000000000001,62.88,0.15,drop,0.5849963999935426,10000,20
4,common,0.75,1701,1.5,94.32000000000001,62.88,0.15,drop,0.5827062000025762,10000,20
4,common,0.75,1702,1.5,94.32000000000001,62.88,0.15,drop,0.5835588999907486,10000,20
4,common,0.75,1703,1.5,94.32000000000001,62.88,0.15,drop,0.5861934999993537,10000,20
4,common,0.975,1701,1.5,94.32000000000001,62.88,0.15,drop,0.5761121999967145,10000,20
4,common,0.975,1702,1.5,94.32000000000001,62.88,0.15,drop,0.5744706999976188,10000,20
4,common,0.975,1703,1.5,94.32000000000001,62.88,0.15,drop,0.5899312999972608,10000,20
4,independent,0.0,1701,1.5,94.32000000000001,62.88,0.15,late,0.9021776000008686,10000,20
4,independent,0.0,1702,1.5,94.32000000000001,62.88,0.15,late,0.8790414000104647,10000,20
4,independent,0.0,1703,1.5,94.32000000000001,62.88,0.15,late,0.8768065000040224,10000,20
4,independent,0.75,1701,1.5,94.32000000000001,62.88,0.15,late,0.872003800002858,10000,20
4,independent,0.75,1702,1.5,94.32000000000001,62.88,0.15,late,0.8839436999987811,10000,20
4,independent,0.75,1703,1.5,94.32000000000001,62.88,0.15,late,0.8860012000077404,10000,20
4,independent,0.975,1701,1.5,94.32000000000001,62.88,0.15,late,0.8865654999972321,10000,20
4,independent,0.975,1702,1.5,94.32000000000001,62.88,0.15,late,0.8736429999989923,10000,20
4,independent,0.975,1703,1.5,94.32000000000001,62.88,0.15,late,0.8839908999943873,10000,20
4,common,0.0,1701,1.5,94.32000000000001,62.88,0.15,late,0.5755741000029957,10000,20
4,common,0.0,1702,1.5,94.32000000000001,62.88,0.15,late,0.5787774000054924,10000,20
4,common,0.0,1703,1.5,94.32000000000001,62.88,0.15,late,0.5687534000026062,10000,20
4,common,0.75,1701,1.5,94.32000000000001,62.88,0.15,late,0.5555345000029774,10000,20
4,common,0.75,1702,1.5,94.32000000000001,62.88,0.15,late,0.5429546999948798,10000,20
4,common,0.75,1703,1.5,94.32000000000001,62.88,0.15,late,0.5507452000019839,10000,20
4,common,0.975,1701,1.5,94.32000000000001,62.88,0.15,late,0.538608299990301,10000,20
4,common,0.975,1702,1.5,94.32000000000001,62.88,0.15,late,0.5365956000023289,10000,20
4,common,0.975,1703,1.5,94.32000000000001,62.88,0.15,late,0.5398998000018764,10000,20
8,independent,0.0,1701,1.2,118.392,98.66,0.05,drop,2.659277300001122,10000,20
8,independent,0.0,1702,1.2,118.392,98.66,0.05,drop,2.6582429999980377,10000,20
8,independent,0.0,1703,1.2,118.392,98.66,0.05,drop,2.620233499997994,10000,20
8,independent,0.75,1701,1.2,118.392,98.66,0.05,drop,2.619358600000851,10000,20
8,independent,0.75,1702,1.2,118.392,98.66,0.05,drop,2.673139699996682,10000,20
8,independent,0.75,1703,1.2,118.392,98.66,0.05,drop,2.684149200009415,10000,20
8,independent,0.975,1701,1.2,118.392,98.66,0.05,drop,2.6387450999900466,10000,20
8,independent,0.975,1702,1.2,118.392,98.66,0.05,drop,2.6684042000124464,10000,20
8,independent,0.975,1703,1.2,118.392,98.66,0.05,drop,2.6734422000008635,10000,20
8,common,0.0,1701,1.2,118.392,98.66,0.05,drop,2.007672400010051,10000,20
8,common,0.0,1702,1.2,118.392,98.66,0.05,drop,1.9834487000043737,10000,20
8,common,0.0,1703,1.2,118.392,98.66,0.05,drop,1.9266997999948217,10000,20
8,common,0.75,1701,1.2,118.392,98.66,0.05,drop,1.9503569999942556,10000,20
8,common,0.75,1702,1.2,118.392,98.66,0.05,drop,1.9533526000013808,10000,20
8,common,0.75,1703,1.2,118.392,98.66,0.05,drop,1.9243472999951337,10000,20
8,common,0.975,1701,1.2,118.392,98.66,0.05,drop,1.8943929999950342,10000,20
8,common,0.975,1702,1.2,118.392,98.66,0.05,drop,1.9284794999985024,10000,20
8,common,0.975,1703,1.2,118.392,98.66,0.05,drop,1.902068600000348,10000,20
8,independent,0.0,1701,1.2,118.392,98.66,0.05,late,2.7847698999976274,10000,20
8,independent,0.0,1702,1.2,118.392,98.66,0.05,late,2.7616921000008006,10000,20
8,independent,0.0,1703,1.2,118.392,98.66,0.05,late,2.7779430000082357,10000,20
8,independent,0.75,1701,1.2,118.392,98.66,0.05,late,2.790730699998676,10000,20
8,independent,0.75,1702,1.2,118.392,98.66,0.05,late,2.9037930999911623,10000,20
8,independent,0.75,1703,1.2,118.392,98.66,0.05,late,2.801878799989936,10000,20
8,independent,0.975,1701,1.2,118.392,98.66,0.05,late,2.8345513999956893,10000,20
8,independent,0.975,1702,1.2,118.392,98.66,0.05,late,2.778623600010178,10000,20
8,independent,0.975,1703,1.2,118.392,98.66,0.05,late,2.8644664000021294,10000,20
8,common,0.0,1701,1.2,118.392,98.66,0.05,late,1.962763300005463,10000,20
8,common,0.0,1702,1.2,118.392,98.66,0.05,late,1.9131781999894883,10000,20
8,common,0.0,1703,1.2,118.392,98.66,0.05,late,1.922409399994649,10000,20
8,common,0.75,1701,1.2,118.392,98.66,0.05,late,1.951573099999223,10000,20
8,common,0.75,1702,1.2,118.392,98.66,0.05,late,1.909030700000585,10000,20
8,common,0.75,1703,1.2,118.392,98.66,0.05,late,1.8962868999951752,10000,20
8,common,0.975,1701,1.2,118.392,98.66,0.05,late,1.8598810999974376,10000,20
8,common,0.975,1702,1.2,118.392,98.66,0.05,late,2.0067781999969156,10000,20
8,common,0.975,1703,1.2,118.392,98.66,0.05,late,3.7848015999916242,10000,20
8,independent,0.0,1701,1.2,118.392,98.66,0.15,drop,2.742113000000245,10000,20
8,independent,0.0,1702,1.2,118.392,98.66,0.15,drop,2.7118136000062805,10000,20
8,independent,0.0,1703,1.2,118.392,98.66,0.15,drop,2.7512246999976924,10000,20
8,independent,0.75,1701,1.2,118.392,98.66,0.15,drop,2.7623696999944514,10000,20
8,independent,0.75,1702,1.2,118.392,98.66,0.15,drop,2.759342100005597,10000,20
8,independent,0.75,1703,1.2,118.392,98.66,0.15,drop,2.7703166999999667,10000,20
8,independent,0.975,1701,1.2,118.392,98.66,0.15,drop,2.7120527000079164,10000,20
8,independent,0.975,1702,1.2,118.392,98.66,0.15,drop,2.726284200005466,10000,20
8,independent,0.975,1703,1.2,118.392,98.66,0.15,drop,2.7328503000026103,10000,20
8,common,0.0,1701,1.2,118.392,98.66,0.15,drop,2.172844400003669,10000,20
8,common,0.0,1702,1.2,118.392,98.66,0.15,drop,2.11287430000084,10000,20
8,common,0.0,1703,1.2,118.392,98.66,0.15,drop,2.1065259000024525,10000,20
8,common,0.75,1701,1.2,118.392,98.66,0.15,drop,2.139563399992767,10000,20
8,common,0.75,1702,1.2,118.392,98.66,0.15,drop,2.186131000009482,10000,20
8,common,0.75,1703,1.2,118.392,98.66,0.15,drop,2.1711823000077857,10000,20
8,common,0.975,1701,1.2,118.392,98.66,0.15,drop,2.0557365999993635,10000,20
8,common,0.975,1702,1.2,118.392,98.66,0.15,drop,2.0525137999939034,10000,20
8,common,0.975,1703,1.2,118.392,98.66,0.15,drop,2.034053799987305,10000,20
8,independent,0.0,1701,1.2,118.392,98.66,0.15,late,2.922262199994293,10000,20
8,independent,0.0,1702,1.2,118.392,98.66,0.15,late,2.8829450999910478,10000,20
8,independent,0.0,1703,1.2,118.392,98.66,0.15,late,2.905557200007024,10000,20
8,independent,0.75,1701,1.2,118.392,98.66,0.15,late,2.9133116000011796,10000,20
8,independent,0.75,1702,1.2,118.392,98.66,0.15,late,2.870277400012128,10000,20
8,independent,0.75,1703,1.2,118.392,98.66,0.15,late,2.9038589999981923,10000,20
8,independent,0.975,1701,1.2,118.392,98.66,0.15,late,2.869971499996609,10000,20
8,independent,0.975,1702,1.2,118.392,98.66,0.15,late,2.853742199993576,10000,20
8,independent,0.975,1703,1.2,118.392,98.66,0.15,late,2.8898014999867883,10000,20
8,common,0.0,1701,1.2,118.392,98.66,0.15,late,2.0626110000011977,10000,20
8,common,0.0,1702,1.2,118.392,98.66,0.15,late,1.9959238000010373,10000,20
8,common,0.0,1703,1.2,118.392,98.66,0.15,late,1.9982525000086753,10000,20
8,common,0.75,1701,1.2,118.392,98.66,0.15,late,2.0512390000076266,10000,20
8,common,0.75,1702,1.2,118.392,98.66,0.15,late,2.077349300001515,10000,20
8,common,0.75,1703,1.2,118.392,98.66,0.15,late,2.0290217000001576,10000,20
8,common,0.975,1701,1.2,118.392,98.66,0.15,late,1.9508053999888944,10000,20
8,common,0.975,1702,1.2,118.392,98.66,0.15,late,1.9869381000025896,10000,20
8,common,0.975,1703,1.2,118.392,98.66,0.15,late,2.011576100005186,10000,20
8,independent,0.0,1701,1.35,133.191,98.66,0.05,drop,2.455382100000861,10000,20
8,independent,0.0,1702,1.35,133.191,98.66,0.05,drop,2.5297045000043,10000,20
8,independent,0.0,1703,1.35,133.191,98.66,0.05,drop,2.428045900000143,10000,20
8,independent,0.75,1701,1.35,133.191,98.66,0.05,drop,2.442540900010499,10000,20
8,independent,0.75,1702,1.35,133.191,98.66,0.05,drop,2.4344486000045436,10000,20
8,independent,0.75,1703,1.35,133.191,98.66,0.05,drop,2.4110737000009976,10000,20
8,independent,0.975,1701,1.35,133.191,98.66,0.05,drop,2.415357599995332,10000,20
8,independent,0.975,1702,1.35,133.191,98.66,0.05,drop,2.43446170000243,10000,20
8,independent,0.975,1703,1.35,133.191,98.66,0.05,drop,2.419654099998297,10000,20
8,common,0.0,1701,1.35,133.191,98.66,0.05,drop,1.8503201999992598,10000,20
8,common,0.0,1702,1.35,133.191,98.66,0.05,drop,1.8178142000106163,10000,20
8,common,0.0,1703,1.35,133.191,98.66,0.05,drop,1.8186473999958253,10000,20
8,common,0.75,1701,1.35,133.191,98.66,0.05,drop,1.826223399999435,10000,20
8,common,0.75,1702,1.35,133.191,98.66,0.05,drop,1.8275164000078803,10000,20
8,common,0.75,1703,1.35,133.191,98.66,0.05,drop,1.8374868999962928,10000,20
8,common,0.975,1701,1.35,133.191,98.66,0.05,drop,1.8194534000067506,10000,20
8,common,0.975,1702,1.35,133.191,98.66,0.05,drop,3.0287463999993633,10000,20
8,common,0.975,1703,1.35,133.191,98.66,0.05,drop,1.7777081000094768,10000,20
8,independent,0.0,1701,1.35,133.191,98.66,0.05,late,2.6781287999911,10000,20
8,independent,0.0,1702,1.35,133.191,98.66,0.05,late,2.6322448999999324,10000,20
8,independent,0.0,1703,1.35,133.191,98.66,0.05,late,2.633556199987652,10000,20
8,independent,0.75,1701,1.35,133.191,98.66,0.05,late,2.6394613000011304,10000,20
8,independent,0.75,1702,1.35,133.191,98.66,0.05,late,2.6209746999957133,10000,20
8,independent,0.75,1703,1.35,133.191,98.66,0.05,late,2.6210857999976724,10000,20
8,independent,0.975,1701,1.35,133.191,98.66,0.05,late,2.563375099998666,10000,20
8,independent,0.975,1702,1.35,133.191,98.66,0.05,late,2.587068199994974,10000,20
8,independent,0.975,1703,1.35,133.191,98.66,0.05,late,2.5792071000032593,10000,20
8,common,0.0,1701,1.35,133.191,98.66,0.05,late,1.845707600004971,10000,20
8,common,0.0,1702,1.35,133.191,98.66,0.05,late,1.7794376999954693,10000,20
8,common,0.0,1703,1.35,133.191,98.66,0.05,late,1.7994551000010688,10000,20
8,common,0.75,1701,1.35,133.191,98.66,0.05,late,1.8222285999945598,10000,20
8,common,0.75,1702,1.35,133.191,98.66,0.05,late,1.8064523000066401,10000,20
8,common,0.75,1703,1.35,133.191,98.66,0.05,late,1.8193298999976832,10000,20
8,common,0.975,1701,1.35,133.191,98.66,0.05,late,1.769636700002593,10000,20
8,common,0.975,1702,1.35,133.191,98.66,0.05,late,1.7785339999973075,10000,20
8,common,0.975,1703,1.35,133.191,98.66,0.05,late,1.7713613999949303,10000,20
8,independent,0.0,1701,1.35,133.191,98.66,0.15,drop,2.467747299990151,10000,20
8,independent,0.0,1702,1.35,133.191,98.66,0.15,drop,2.427940099994885,10000,20
8,independent,0.0,1703,1.35,133.191,98.66,0.15,drop,2.4435231999959797,10000,20
8,independent,0.75,1701,1.35,133.191,98.66,0.15,drop,2.4407594999938738,10000,20
8,independent,0.75,1702,1.35,133.191,98.66,0.15,drop,2.459143200001563,10000,20
8,independent,0.75,1703,1.35,133.191,98.66,0.15,drop,2.455922199995257,10000,20
8,independent,0.975,1701,1.35,133.191,98.66,0.15,drop,2.439785899987328,10000,20
8,independent,0.975,1702,1.35,133.191,98.66,0.15,drop,2.458977100002812,10000,20
8,independent,0.975,1703,1.35,133.191,98.66,0.15,drop,2.4399965000047814,10000,20
8,common,0.0,1701,1.35,133.191,98.66,0.15,drop,1.7857667000062065,10000,20
8,common,0.0,1702,1.35,133.191,98.66,0.15,drop,1.7751961999892956,10000,20
8,common,0.0,1703,1.35,133.191,98.66,0.15,drop,1.7639816000009887,10000,20
8,common,0.75,1701,1.35,133.191,98.66,0.15,drop,1.7876201000035508,10000,20
8,common,0.75,1702,1.35,133.191,98.66,0.15,drop,1.7804590000014286,10000,20
8,common,0.75,1703,1.35,133.191,98.66,0.15,drop,1.8179095000086818,10000,20
8,common,0.975,1701,1.35,133.191,98.66,0.15,drop,1.7012119999999413,10000,20
8,common,0.975,1702,1.35,133.191,98.66,0.15,drop,1.700697799999034,10000,20
8,common,0.975,1703,1.35,133.191,98.66,0.15,drop,1.7051502000103937,10000,20
8,independent,0.0,1701,1.35,133.191,98.66,0.15,late,2.6292823999974644,10000,20
8,independent,0.0,1702,1.35,133.191,98.66,0.15,late,2.5848816000070656,10000,20
8,independent,0.0,1703,1.35,133.191,98.66,0.15,late,2.5999657999927877,10000,20
8,independent,0.75,1701,1.35,133.191,98.66,0.15,late,2.6044720000063535,10000,20
8,independent,0.75,1702,1.35,133.191,98.66,0.15,late,2.573195399992983,10000,20
8,independent,0.75,1703,1.35,133.191,98.66,0.15,late,2.565539200004423,10000,20
8,independent,0.975,1701,1.35,133.191,98.66,0.15,late,2.5367581000027712,10000,20
8,independent,0.975,1702,1.35,133.191,98.66,0.15,late,2.59690910000063,10000,20
8,independent,0.975,1703,1.35,133.191,98.66,0.15,late,2.5650368000060553,10000,20
8,common,0.0,1701,1.35,133.191,98.66,0.15,late,1.7326706000021659,10000,20
8,common,0.0,1702,1.35,133.191,98.66,0.15,late,1.7462072000053013,10000,20
8,common,0.0,1703,1.35,133.191,98.66,0.15,late,1.7368579999892972,10000,20
8,common,0.75,1701,1.35,133.191,98.66,0.15,late,1.7366120999940904,10000,20
8,common,0.75,1702,1.35,133.191,98.66,0.15,late,1.7266234999988228,10000,20
8,common,0.75,1703,1.35,133.191,98.66,0.15,late,1.7551419000083115,10000,20
8,common,0.975,1701,1.35,133.191,98.66,0.15,late,1.6955301000125473,10000,20
8,common,0.975,1702,1.35,133.191,98.66,0.15,late,1.692199500001152,10000,20
8,common,0.975,1703,1.35,133.191,98.66,0.15,late,1.6617453000071691,10000,20
8,independent,0.0,1701,1.5,147.99,98.66,0.05,drop,2.1331438000052003,10000,20
8,independent,0.0,1702,1.5,147.99,98.66,0.05,drop,2.1311415000091074,10000,20
8,independent,0.0,1703,1.5,147.99,98.66,0.05,drop,2.136193300000741,10000,20
8,independent,0.75,1701,1.5,147.99,98.66,0.05,drop,2.14308880000317,10000,20
8,independent,0.75,1702,1.5,147.99,98.66,0.05,drop,2.1315643999987515,10000,20
8,independent,0.75,1703,1.5,147.99,98.66,0.05,drop,2.1298587000055704,10000,20
8,independent,0.975,1701,1.5,147.99,98.66,0.05,drop,2.124512800000957,10000,20
8,independent,0.975,1702,1.5,147.99,98.66,0.05,drop,2.111653699990711,10000,20
8,independent,0.975,1703,1.5,147.99,98.66,0.05,drop,2.062601999990875,10000,20
8,common,0.0,1701,1.5,147.99,98.66,0.05,drop,1.7852644000086002,10000,20
8,common,0.0,1702,1.5,147.99,98.66,0.05,drop,1.71549309999682,10000,20
8,common,0.0,1703,1.5,147.99,98.66,0.05,drop,1.7467888000101084,10000,20
8,common,0.75,1701,1.5,147.99,98.66,0.05,drop,1.7336836000031326,10000,20
8,common,0.75,1702,1.5,147.99,98.66,0.05,drop,1.809510399994906,10000,20
8,common,0.75,1703,1.5,147.99,98.66,0.05,drop,1.7616389000031631,10000,20
8,common,0.975,1701,1.5,147.99,98.66,0.05,drop,1.7248647000087658,10000,20
8,common,0.975,1702,1.5,147.99,98.66,0.05,drop,1.722930699994322,10000,20
8,common,0.975,1703,1.5,147.99,98.66,0.05,drop,1.767278900006204,10000,20
8,independent,0.0,1701,1.5,147.99,98.66,0.05,late,2.4355687000061153,10000,20
8,independent,0.0,1702,1.5,147.99,98.66,0.05,late,2.3260254000051646,10000,20
8,independent,0.0,1703,1.5,147.99,98.66,0.05,late,2.365509299997939,10000,20
8,independent,0.75,1701,1.5,147.99,98.66,0.05,late,2.3107048999954714,10000,20
8,independent,0.75,1702,1.5,147.99,98.66,0.05,late,2.3255369999969844,10000,20
8,independent,0.75,1703,1.5,147.99,98.66,0.05,late,2.3130605000042124,10000,20
8,independent,0.975,1701,1.5,147.99,98.66,0.05,late,2.3534313999989536,10000,20
8,independent,0.975,1702,1.5,147.99,98.66,0.05,late,2.394655199997942,10000,20
8,independent,0.975,1703,1.5,147.99,98.66,0.05,late,2.421185700004571,10000,20
8,common,0.0,1701,1.5,147.99,98.66,0.05,late,1.8178517000051215,10000,20
8,common,0.0,1702,1.5,147.99,98.66,0.05,late,1.7854723999917042,10000,20
8,common,0.0,1703,1.5,147.99,98.66,0.05,late,1.7742371000058483,10000,20
8,common,0.75,1701,1.5,147.99,98.66,0.05,late,1.7446701000008034,10000,20
8,common,0.75,1702,1.5,147.99,98.66,0.05,late,1.732076899992535,10000,20
8,common,0.75,1703,1.5,147.99,98.66,0.05,late,1.7757417000102578,10000,20
8,common,0.975,1701,1.5,147.99,98.66,0.05,late,1.7473002999904566,10000,20
8,common,0.975,1702,1.5,147.99,98.66,0.05,late,1.7385893000027863,10000,20
8,common,0.975,1703,1.5,147.99,98.66,0.05,late,1.7206132999999681,10000,20
8,independent,0.0,1701,1.5,147.99,98.66,0.15,drop,2.1781641999987187,10000,20
8,independent,0.0,1702,1.5,147.99,98.66,0.15,drop,2.1510838999965927,10000,20
8,independent,0.0,1703,1.5,147.99,98.66,0.15,drop,2.1431564000085928,10000,20
