N,channel_sync,rho,seed,deadline_ratio,deadline_ms,d_min_n_ms,epsilon,skip_mode,check,passed,detail,severity
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1495 budget=1500,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1500 budget=1500,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=0.0,required
2.0,independent,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_I2,True,"{""I1"": 0.16830184578444432, ""I2"": 0.12328338044621814, ""J1"": 0.14221336609798838, ""J2"": 0.11447143111456216}",required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_J1,True,"{""I1"": 0.16830184578444432, ""I2"": 0.12328338044621814, ""J1"": 0.14221336609798838, ""J2"": 0.11447143111456216}",required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J1_le_I1,True,"{""I1"": 0.16830184578444432, ""I2"": 0.12328338044621814, ""J1"": 0.14221336609798838, ""J2"": 0.11447143111456216}",required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_I2_le_I1,True,"{""I1"": 0.16830184578444432, ""I2"": 0.12328338044621814, ""J1"": 0.14221336609798838, ""J2"": 0.11447143111456216}",required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I1_within_one,True,max=1,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_0,True,count=34 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_1,True,count=32 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J1_within_one,True,max=1,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_0,True,count=34 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_1,True,count=32 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I2_within_one,True,max=1,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1500 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1499 budget=1500,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=-3.552713678800501e-15,required
2.0,independent,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_I2,True,"{""I1"": 0.16787647450247367, ""I2"": 0.12275653185040933, ""J1"": 0.1417618612670725, ""J2"": 0.11344547167037422}",required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_J1,True,"{""I1"": 0.16787647450247367, ""I2"": 0.12275653185040933, ""J1"": 0.1417618612670725, ""J2"": 0.11344547167037422}",required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J1_le_I1,True,"{""I1"": 0.16787647450247367, ""I2"": 0.12275653185040933, ""J1"": 0.1417618612670725, ""J2"": 0.11344547167037422}",required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_I2_le_I1,True,"{""I1"": 0.16787647450247367, ""I2"": 0.12275653185040933, ""J1"": 0.1417618612670725, ""J2"": 0.11344547167037422}",required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I1_within_one,True,max=1,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_0,True,count=34 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_1,True,count=30 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J1_within_one,True,max=1,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_0,True,count=34 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_1,True,count=30 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I2_within_one,True,max=1,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1500 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1500 budget=1500,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=0.0,required
2.0,independent,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_I2,True,"{""I1"": 0.17114993099126063, ""I2"": 0.1255377373863664, ""J1"": 0.15746585900663626, ""J2"": 0.12013470318975569}",required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_J1,True,"{""I1"": 0.17114993099126063, ""I2"": 0.1255377373863664, ""J1"": 0.15746585900663626, ""J2"": 0.12013470318975569}",required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J1_le_I1,True,"{""I1"": 0.17114993099126063, ""I2"": 0.1255377373863664, ""J1"": 0.15746585900663626, ""J2"": 0.12013470318975569}",required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_I2_le_I1,True,"{""I1"": 0.17114993099126063, ""I2"": 0.1255377373863664, ""J1"": 0.15746585900663626, ""J2"": 0.12013470318975569}",required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I1_within_one,True,max=1,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_0,True,count=38 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_1,True,count=38 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J1_within_one,True,max=1,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_0,True,count=38 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_1,True,count=38 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I2_within_one,True,max=1,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1188 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1500 budget=1500,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=3.552713678800501e-15,required
2.0,common,0.0,1701.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_I2,True,"{""I1"": 0.17280511455787123, ""I2"": 0.12548426229940823, ""J1"": 0.15766625640982335, ""J2"": 0.12008223193023741}",required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_J1,True,"{""I1"": 0.17280511455787123, ""I2"": 0.12548426229940823, ""J1"": 0.15766625640982335, ""J2"": 0.12008223193023741}",required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J1_le_I1,True,"{""I1"": 0.17280511455787123, ""I2"": 0.12548426229940823, ""J1"": 0.15766625640982335, ""J2"": 0.12008223193023741}",required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_I2_le_I1,True,"{""I1"": 0.17280511455787123, ""I2"": 0.12548426229940823, ""J1"": 0.15766625640982335, ""J2"": 0.12008223193023741}",required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I1_within_one,True,max=1,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_0,True,count=43 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_1,True,count=43 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J1_within_one,True,max=1,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_0,True,count=43 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_1,True,count=43 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I2_within_one,True,max=1,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1195 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1500 budget=1500,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=0.0,required
2.0,common,0.0,1702.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_I2,True,"{""I1"": 0.1692655109636606, ""I2"": 0.1231390134808843, ""J1"": 0.15597105364858616, ""J2"": 0.118410778251154}",required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_J1,True,"{""I1"": 0.1692655109636606, ""I2"": 0.1231390134808843, ""J1"": 0.15597105364858616, ""J2"": 0.118410778251154}",required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_J1_le_I1,True,"{""I1"": 0.1692655109636606, ""I2"": 0.1231390134808843, ""J1"": 0.15597105364858616, ""J2"": 0.118410778251154}",required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,energy_I2_le_I1,True,"{""I1"": 0.1692655109636606, ""I2"": 0.1231390134808843, ""J1"": 0.15597105364858616, ""J2"": 0.118410778251154}",required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I1_within_one,True,max=1,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_0,True,count=34 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_1,True,count=34 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J1_within_one,True,max=1,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_0,True,count=34 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_1,True,count=34 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I2_within_one,True,max=1,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1150 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1500 budget=1500,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=0.0,required
2.0,common,0.975,1701.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_I2,True,"{""I1"": 0.16934944928230225, ""I2"": 0.12353780771555378, ""J1"": 0.15627299460938607, ""J2"": 0.1181840379619829}",required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J2_le_J1,True,"{""I1"": 0.16934944928230225, ""I2"": 0.12353780771555378, ""J1"": 0.15627299460938607, ""J2"": 0.1181840379619829}",required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_J1_le_I1,True,"{""I1"": 0.16934944928230225, ""I2"": 0.12353780771555378, ""J1"": 0.15627299460938607, ""J2"": 0.1181840379619829}",required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,energy_I2_le_I1,True,"{""I1"": 0.16934944928230225, ""I2"": 0.12353780771555378, ""J1"": 0.15627299460938607, ""J2"": 0.1181840379619829}",required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I1_within_one,True,max=1,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_0,True,count=34 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I1_device_1,True,count=34 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J1_within_one,True,max=1,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_0,True,count=34 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J1_device_1,True,count=34 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_I2_within_one,True,max=1,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_0,True,count=1500 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_I2_device_1,True,count=1500 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,capacity_J2_within_one,True,max=1,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_0,True,count=1500 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,budget_J2_device_1,True,count=1190 budget=1500,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,decomposition_total_identity,True,error_pp=-3.552713678800501e-15,required
2.0,common,0.975,1702.0,1.35,60.73650000000001,44.99,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,energy_J2_le_I2,True,"{""I1"": 0.27746424177451307, ""I2"": 0.16153104181325303, ""J1"": 0.24680494942803166, ""J2"": 0.1452163830989861}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,energy_J2_le_J1,True,"{""I1"": 0.27746424177451307, ""I2"": 0.16153104181325303, ""J1"": 0.24680494942803166, ""J2"": 0.1452163830989861}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,energy_J1_le_I1,True,"{""I1"": 0.27746424177451307, ""I2"": 0.16153104181325303, ""J1"": 0.24680494942803166, ""J2"": 0.1452163830989861}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,energy_I2_le_I1,True,"{""I1"": 0.27746424177451307, ""I2"": 0.16153104181325303, ""J1"": 0.24680494942803166, ""J2"": 0.1452163830989861}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_0,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_1,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_2,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_3,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_0,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_1,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_2,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_3,True,count=0 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_0,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_1,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_2,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_3,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_0,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_1,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_2,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_3,True,count=1500 budget=1500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,decomposition_total_identity,True,error_pp=7.105427357601002e-15,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.15,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,energy_J2_le_I2,True,"{""I1"": 0.2777449117498346, ""I2"": 0.1616289022937827, ""J1"": 0.24702872273034676, ""J2"": 0.14531415820745527}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,energy_J2_le_J1,True,"{""I1"": 0.2777449117498346, ""I2"": 0.1616289022937827, ""J1"": 0.24702872273034676, ""J2"": 0.14531415820745527}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,energy_J1_le_I1,True,"{""I1"": 0.2777449117498346, ""I2"": 0.1616289022937827, ""J1"": 0.24702872273034676, ""J2"": 0.14531415820745527}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,energy_I2_le_I1,True,"{""I1"": 0.2777449117498346, ""I2"": 0.1616289022937827, ""J1"": 0.24702872273034676, ""J2"": 0.14531415820745527}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_0,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_1,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_2,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_3,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_0,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_1,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_2,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_3,True,count=0 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_0,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_1,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_2,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_3,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_0,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_1,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_2,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,budget_J2_device_3,True,count=1500 budget=1500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,decomposition_total_identity,True,error_pp=-7.105427357601002e-15,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.15,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,energy_J2_le_I2,True,"{""I1"": 0.2747924101021859, ""I2"": 0.1591789966136571, ""J1"": 0.24421806984723926, ""J2"": 0.14309306782969908}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,energy_J2_le_J1,True,"{""I1"": 0.2747924101021859, ""I2"": 0.1591789966136571, ""J1"": 0.24421806984723926, ""J2"": 0.14309306782969908}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,energy_J1_le_I1,True,"{""I1"": 0.2747924101021859, ""I2"": 0.1591789966136571, ""J1"": 0.24421806984723926, ""J2"": 0.14309306782969908}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,energy_I2_le_I1,True,"{""I1"": 0.2747924101021859, ""I2"": 0.1591789966136571, ""J1"": 0.24421806984723926, ""J2"": 0.14309306782969908}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_0,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_1,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_2,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I1_device_3,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_0,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_1,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_2,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_J1_device_3,True,count=0 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_0,True,count=1500 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_1,True,count=1500 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_2,True,count=1500 budget=1500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.15,drop,budget_I2_device_3,True,count=1500 budget=1500,required
