N,channel_sync,rho,seed,deadline_ratio,deadline_ms,d_min_n_ms,epsilon,skip_mode,check,passed,detail,severity
4.0,common,0.975,1703.0,1.2,75.456,62.88,0.15,late,budget_J2_device_2,True,count=1500 budget=1500,required
4.0,common,0.975,1703.0,1.2,75.456,62.88,0.15,late,budget_J2_device_3,True,count=1500 budget=1500,required
4.0,common,0.975,1703.0,1.2,75.456,62.88,0.15,late,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,common,0.975,1703.0,1.2,75.456,62.88,0.15,late,decomposition_total_identity,True,error_pp=-3.552713678800501e-15,required
4.0,common,0.975,1703.0,1.2,75.456,62.88,0.15,late,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.27746424177451307, ""I2"": 0.22718666766693513, ""J1"": 0.24680494942803166, ""J2"": 0.2171500872434724}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.27746424177451307, ""I2"": 0.22718666766693513, ""J1"": 0.24680494942803166, ""J2"": 0.2171500872434724}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.27746424177451307, ""I2"": 0.22718666766693513, ""J1"": 0.24680494942803166, ""J2"": 0.2171500872434724}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.27746424177451307, ""I2"": 0.22718666766693513, ""J1"": 0.24680494942803166, ""J2"": 0.2171500872434724}",required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=495 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=421 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=-3.552713678800501e-15,required
4.0,independent,0.0,1701.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.2777449117498346, ""I2"": 0.22733640850410694, ""J1"": 0.24702872273034676, ""J2"": 0.21580518822525463}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.2777449117498346, ""I2"": 0.22733640850410694, ""J1"": 0.24702872273034676, ""J2"": 0.21580518822525463}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.2777449117498346, ""I2"": 0.22733640850410694, ""J1"": 0.24702872273034676, ""J2"": 0.21580518822525463}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.2777449117498346, ""I2"": 0.22733640850410694, ""J1"": 0.24702872273034676, ""J2"": 0.21580518822525463}",required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=0.0,required
4.0,independent,0.0,1702.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.27698530262577653, ""I2"": 0.22698116567584478, ""J1"": 0.24669323909310842, ""J2"": 0.21193383396008658}",required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.27698530262577653, ""I2"": 0.22698116567584478, ""J1"": 0.24669323909310842, ""J2"": 0.21193383396008658}",required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.27698530262577653, ""I2"": 0.22698116567584478, ""J1"": 0.24669323909310842, ""J2"": 0.21193383396008658}",required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.27698530262577653, ""I2"": 0.22698116567584478, ""J1"": 0.24669323909310842, ""J2"": 0.21193383396008658}",required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=3.552713678800501e-15,required
4.0,independent,0.0,1703.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.2781494247686154, ""I2"": 0.2275908382743596, ""J1"": 0.24726215146499353, ""J2"": 0.21638088560089655}",required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.2781494247686154, ""I2"": 0.2275908382743596, ""J1"": 0.24726215146499353, ""J2"": 0.21638088560089655}",required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.2781494247686154, ""I2"": 0.2275908382743596, ""J1"": 0.24726215146499353, ""J2"": 0.21638088560089655}",required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.2781494247686154, ""I2"": 0.2275908382743596, ""J1"": 0.24726215146499353, ""J2"": 0.21638088560089655}",required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=1.7763568394002505e-15,required
4.0,independent,0.75,1701.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.2826731316833012, ""I2"": 0.23116521683922575, ""J1"": 0.2510268222424454, ""J2"": 0.21769348911352734}",required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.2826731316833012, ""I2"": 0.23116521683922575, ""J1"": 0.2510268222424454, ""J2"": 0.21769348911352734}",required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.2826731316833012, ""I2"": 0.23116521683922575, ""J1"": 0.2510268222424454, ""J2"": 0.21769348911352734}",required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.2826731316833012, ""I2"": 0.23116521683922575, ""J1"": 0.2510268222424454, ""J2"": 0.21769348911352734}",required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=-1.7763568394002505e-15,required
4.0,independent,0.75,1702.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.2779909908486496, ""I2"": 0.2280973752732224, ""J1"": 0.24767535867520102, ""J2"": 0.21433531989121676}",required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.2779909908486496, ""I2"": 0.2280973752732224, ""J1"": 0.24767535867520102, ""J2"": 0.21433531989121676}",required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.2779909908486496, ""I2"": 0.2280973752732224, ""J1"": 0.24767535867520102, ""J2"": 0.21433531989121676}",required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.2779909908486496, ""I2"": 0.2280973752732224, ""J1"": 0.24767535867520102, ""J2"": 0.21433531989121676}",required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=0.0,required
4.0,independent,0.75,1703.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.2747924101021859, ""I2"": 0.22473522473667282, ""J1"": 0.24421806984723926, ""J2"": 0.21409067897396936}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.2747924101021859, ""I2"": 0.22473522473667282, ""J1"": 0.24421806984723926, ""J2"": 0.21409067897396936}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.2747924101021859, ""I2"": 0.22473522473667282, ""J1"": 0.24421806984723926, ""J2"": 0.21409067897396936}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.2747924101021859, ""I2"": 0.22473522473667282, ""J1"": 0.24421806984723926, ""J2"": 0.21409067897396936}",required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_3,True,count=0 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,capacity_I2_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_0,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_1,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_2,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_I2_device_3,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,capacity_J2_within_one,True,max=1,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_0,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_1,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_2,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,budget_J2_device_3,True,count=500 budget=500,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,J1_violation_sets_equal_I1,True,per-device violation arrays compared exactly,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,decomposition_total_identity,True,error_pp=0.0,required
4.0,independent,0.975,1701.0,1.35,84.888,62.88,0.05,drop,J2_repair_or_guard_feasible,True,source=heuristic repair_success=True,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_I2,True,"{""I1"": 0.2778865707762104, ""I2"": 0.22670085540409737, ""J1"": 0.24653993632581978, ""J2"": 0.2122559964031121}",required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,energy_J2_le_J1,True,"{""I1"": 0.2778865707762104, ""I2"": 0.22670085540409737, ""J1"": 0.24653993632581978, ""J2"": 0.2122559964031121}",required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,energy_J1_le_I1,True,"{""I1"": 0.2778865707762104, ""I2"": 0.22670085540409737, ""J1"": 0.24653993632581978, ""J2"": 0.2122559964031121}",required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,energy_I2_le_I1,True,"{""I1"": 0.2778865707762104, ""I2"": 0.22670085540409737, ""J1"": 0.24653993632581978, ""J2"": 0.2122559964031121}",required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,capacity_I1_within_one,True,max=1,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_0,True,count=0 budget=500,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_1,True,count=0 budget=500,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_2,True,count=0 budget=500,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_I1_device_3,True,count=0 budget=500,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,capacity_J1_within_one,True,max=1,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_0,True,count=0 budget=500,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_1,True,count=0 budget=500,required
4.0,independent,0.975,1702.0,1.35,84.888,62.88,0.05,drop,budget_J1_device_2,True,count=0 budget=500,required
