N,channel_sync,rho,seed,deadline_ratio,deadline_ms,d_min_n_ms,epsilon,skip_mode,sha256
2,common,0.0,1708,1.35,60.73650000000001,44.99,0.15,late,2956efcdcde3d413f72a81c480bd7c7095edff49552a78863d31ac47f2a6cb97
2,common,0.0,1709,1.35,60.73650000000001,44.99,0.15,late,f45430776f0a52aae024a99da4e531a2cf1464d3fbf917e3dd1fa36c949ed26e
2,common,0.0,1710,1.35,60.73650000000001,44.99,0.15,late,2a20648eee6ed2f8a5294982b62fa5bc6f86a95448ebbc60ba615164f03d9908
2,common,0.75,1701,1.35,60.73650000000001,44.99,0.15,late,88786b15d0220b5a7fb655a9c843c41cfc6a208e4876d35d0cfc83c8acf1651e
2,common,0.75,1702,1.35,60.73650000000001,44.99,0.15,late,ed3101578cdcf01c57b2319fe90342eccdb7f41e94693e00f5e4ffdbb6d406c8
2,common,0.75,1703,1.35,60.73650000000001,44.99,0.15,late,1e9db68d2c0a4c1e823a8fdf59c989a20874ca0ed1bb2f72e8790c9c0739e8da
2,common,0.75,1704,1.35,60.73650000000001,44.99,0.15,late,425f4cd8b6ceb35d4bd721bac3fd8f3777f1d62baa56f432b5272e1637ffe51e
2,common,0.75,1705,1.35,60.73650000000001,44.99,0.15,late,cb04f5c881685599160984dee3a6fa81db5336cc41da63d6e4bc329d3bb576d1
2,common,0.75,1706,1.35,60.73650000000001,44.99,0.15,late,6d6b4350b72b0ff8ff9a4c6c7a21b45a40ea540e60755b92fdfb4b239fde61a7
2,common,0.75,1707,1.35,60.73650000000001,44.99,0.15,late,1f3d513b50f64dd6c9925120fddffaa2480bf269dcbc2a045c326ee5a90f8059
2,common,0.75,1708,1.35,60.73650000000001,44.99,0.15,late,66f1b8e831e42ecadcfd0f259afc15050ca259e145daa4a3f3928d7f0033eabd
2,common,0.75,1709,1.35,60.73650000000001,44.99,0.15,late,e2e0ca81bd85582365e379aea77b604bd2e24d0efa17728945a496b177bf1112
2,common,0.75,1710,1.35,60.73650000000001,44.99,0.15,late,aa601b4b5eb099117a82f7a296d5ddab9344c2c30cbd05abdd7c66cfc9e395f3
2,common,0.975,1701,1.35,60.73650000000001,44.99,0.15,late,1d5c949c17951d0424eef54610d42261c67bcef595460f0463b902985100c4a1
2,common,0.975,1702,1.35,60.73650000000001,44.99,0.15,late,3016b9b2f6f4cd2ffe726ea89acc380bb3a7d45085483d1598b2ef57c67acf49
2,common,0.975,1703,1.35,60.73650000000001,44.99,0.15,late,dfa3282473e21007d1af3239418f2a1427a164294c3fe4315295f53f64adb1e7
2,common,0.975,1704,1.35,60.73650000000001,44.99,0.15,late,bfca13649e7835e4f2e609c0861622a22f1bd3210a8c1fb1a423c06737406126
2,common,0.975,1705,1.35,60.73650000000001,44.99,0.15,late,ecb015e3354c1f5e6342a6828461cd66799b988c82e7620a58ee57759b3c0f0f
2,common,0.975,1706,1.35,60.73650000000001,44.99,0.15,late,1e5c956dca406ab22b20096c5fdc776f91012b7942df9f85e506dd95f50492f0
2,common,0.975,1707,1.35,60.73650000000001,44.99,0.15,late,5f1aafe2cdf2b5c71fff21d17ca279ddb1a81a2490442357bf78f6ff263c3811
2,common,0.975,1708,1.35,60.73650000000001,44.99,0.15,late,d5973bff4eb103f87e56dc55bde6862adbcf5666d6841a487f56403f2fba30f9
2,common,0.975,1709,1.35,60.73650000000001,44.99,0.15,late,53bf2e0c946bd1fea78f451f9cdb1eb5cea06a1aa5c390ec32cb4de8466a6e01
2,common,0.975,1710,1.35,60.73650000000001,44.99,0.15,late,d187d13cb305567e3439c0a472a1d7ac977aa1d1fcf04adb8b792eed41861d4d
2,independent,0.0,1701,1.5,67.485,44.99,0.05,drop,d5c15ab7c257bcc99c8183b272fe41eac10c82e97032a518f55f6b1d9bec5580
2,independent,0.0,1702,1.5,67.485,44.99,0.05,drop,028c1917889857bc47ea50881fd42a3b4366d2d51455d494d447a262d6ea7f5d
2,independent,0.0,1703,1.5,67.485,44.99,0.05,drop,59c37e492b334135f239b761290a94eb8a09acdf28ef9cf7693527ea76bc1cc3
2,independent,0.0,1704,1.5,67.485,44.99,0.05,drop,4ad64473fdcb51981c5142ae801931ff7486713309ed2c210e1228f165ed4dd4
2,independent,0.0,1705,1.5,67.485,44.99,0.05,drop,52e55971a80302c8004a67970b5c84445d8d02ff4d016cddd95bd517975e30dc
2,independent,0.0,1706,1.5,67.485,44.99,0.05,drop,8c9403ca4c7bcd02b5eb0b144b2ee68289e7fcd865dd9d1b569ed2c0e6cb621a
2,independent,0.0,1707,1.5,67.485,44.99,0.05,drop,0166dcd85e1da6d88520be8a066ae4ddc12df77248b0b4dd9eeaf58f728f2200
2,independent,0.0,1708,1.5,67.485,44.99,0.05,drop,602503bbd347849e93640d6a601abacbcd836567ad4be23a32b588d03dd28959
2,independent,0.0,1709,1.5,67.485,44.99,0.05,drop,4db1085b8c68f64d23f2029df5ec834bbe214c03c43167567a3f31766895d819
2,independent,0.0,1710,1.5,67.485,44.99,0.05,drop,0a87d52dd55eb2b3af1f1f3f4390f18af817f0032322a946cca42557e6b6b56e
2,independent,0.75,1701,1.5,67.485,44.99,0.05,drop,d24950b78fc37419237f87c8c2d47d0d5d22c2670e69b7482b500e9081cefdaf
2,independent,0.75,1702,1.5,67.485,44.99,0.05,drop,1d249bbd2ef52b54bb5531aaef9bc8036b01c9f61cbc35beeca840b3606d583d
2,independent,0.75,1703,1.5,67.485,44.99,0.05,drop,d22d5e0afe4d77d0bd37bfc8c659f4b3a4a54944bcc3f0816a15bec3ef3059b5
2,independent,0.75,1704,1.5,67.485,44.99,0.05,drop,3a4a64be4ef61b5af4ec1f0c8f6478a18f167cb59775aed878159e62c28940a7
2,independent,0.75,1705,1.5,67.485,44.99,0.05,drop,4a6db626b50e2786d4f27277215283dd617aed121605e97a49f1433de870f571
2,independent,0.75,1706,1.5,67.485,44.99,0.05,drop,9eaf0cce58283c6569e1a2eace98c1b21e3d5ec4a4c8980379a704ab0f18389b
2,independent,0.75,1707,1.5,67.485,44.99,0.05,drop,34de63fc4c75f72fe7535db735501b81a87b73fd62443890a57c6ce9c027d296
2,independent,0.75,1708,1.5,67.485,44.99,0.05,drop,12059eba796f619cc29f14985f08af0c190f2e054e74c3c41491504c11eb60fd
2,independent,0.75,1709,1.5,67.485,44.99,0.05,drop,4505c43d708d9922406d8431baf6de0654df6a117534d89189a04e4b4c20d9ab
2,independent,0.75,1710,1.5,67.485,44.99,0.05,drop,676c5097fc60b58201ab18c0e814b94c12fd4d2a72a75e79ae28180ec5309b71
2,independent,0.975,1701,1.5,67.485,44.99,0.05,drop,b9362e49a15fb5894874f5b1170de25516f20270b9a0bd981a81a2318be882de
2,independent,0.975,1702,1.5,67.485,44.99,0.05,drop,eb0354a112682e225d2af545ae5861683c70d3500d7161835885a97cdb2b2c69
2,independent,0.975,1703,1.5,67.485,44.99,0.05,drop,34acdc11e36425aecd84dce51b909dbe5e146af35c06f3484db0b2afe330e0cf
2,independent,0.975,1704,1.5,67.485,44.99,0.05,drop,6a72e6b300f554ff3365572e738475fb25d68b93572d87388c0e4ff920ff36f5
2,independent,0.975,1705,1.5,67.485,44.99,0.05,drop,c010aa77c30d42545fb8c0f4facde4ec3e63919f269cd818cb966bf50a2d4fc3
2,independent,0.975,1706,1.5,67.485,44.99,0.05,drop,cbf02e2afef0ad87461c979dc51dd6b9e9010e9bec9ece97b04244c89be8e8b7
2,independent,0.975,1707,1.5,67.485,44.99,0.05,drop,2aeddb68c9c013c08427f8375624acd9e0c18347aa7bdf11a7f0fdbbf3665f8b
2,independent,0.975,1708,1.5,67.485,44.99,0.05,drop,508cb0d08c2e75e1653496483ae566a0ab58c9229600c68122bc0a0c79856496
2,independent,0.975,1709,1.5,67.485,44.99,0.05,drop,e7a94827d8f07b70b1a7d53fa08669f54544bd84af9db42836600935fa5a4c2b
2,independent,0.975,1710,1.5,67.485,44.99,0.05,drop,e855578fd22c4cdaae5dcdfe378e0ebb8cf8cbea5190c4aaf24b2e4bcc277f78
2,common,0.0,1701,1.5,67.485,44.99,0.05,drop,0a18e1832bca7479395bce232fee6564a73ed938fa1c45509619fe43d218ef17
2,common,0.0,1702,1.5,67.485,44.99,0.05,drop,a58607a8c14de4f5f908d467030c316a16cd8a8ea33cfdefedca09c0a0a2c30c
2,common,0.0,1703,1.5,67.485,44.99,0.05,drop,e65554e9ad9ed9bc7b7aba4f046d493e7738179e9e0da87cbed915cb34019fe7
2,common,0.0,1704,1.5,67.485,44.99,0.05,drop,89931e528eabdf8ff1be4115a65fc4f7e65b44542a9aec79d3741e07c33347e6
2,common,0.0,1705,1.5,67.485,44.99,0.05,drop,30a7ba5de6b2a11c45b52aa3c4c8e9ff2bcd5b1d0ff764478afaf15a4bd05b31
2,common,0.0,1706,1.5,67.485,44.99,0.05,drop,73d559816519d9898cba873eb88a38d65739380e776a0ee19aa860a9181790f6
2,common,0.0,1707,1.5,67.485,44.99,0.05,drop,30dca87711b5250bfa2a7e9ead5fd603477b78b533f3e5db281b68ca380ce52b
2,common,0.0,1708,1.5,67.485,44.99,0.05,drop,382a9d303edeb0a55bfdcbc0363331f17301bc20b14bcde5cf9b5e461f19e6cc
2,common,0.0,1709,1.5,67.485,44.99,0.05,drop,a86c6c744a5e958121a9211965b0e51e57b9363be6b942c59ae62617b25a4914
2,common,0.0,1710,1.5,67.485,44.99,0.05,drop,aa0ac2df8a262e65147053b19f69c92a67638aaa0ab40bf2bb06c7266f122e4a
2,common,0.75,1701,1.5,67.485,44.99,0.05,drop,50bab5961b6676a08d8c16d038d6e2481c3a0f95ca18d8af43bf324d4c0f2166
2,common,0.75,1702,1.5,67.485,44.99,0.05,drop,7645f9f77b064526eeef45ee4537298f1852ea3fe44590e77b10d117472d4aa5
2,common,0.75,1703,1.5,67.485,44.99,0.05,drop,377353d2c194baff7f2842a5a75b9dc427fc6bf1ae7af6c842e77776ea7c4197
2,common,0.75,1704,1.5,67.485,44.99,0.05,drop,4332f27b09c019be7dfc5701828b6da0021b7cb86d2f22a6de221774a0f28bdc
2,common,0.75,1705,1.5,67.485,44.99,0.05,drop,93ffe44817bd0b68108bbb07738b7411a741d0856772583bef9b678d6e1d4ddb
2,common,0.75,1706,1.5,67.485,44.99,0.05,drop,69c58f24c6dc7e4c221964b82798612e94b584ad46eba460b9502e819c53e7d2
2,common,0.75,1707,1.5,67.485,44.99,0.05,drop,080d1394167c00d5d022c3f177f03f9bb473394bf55b88fb7aabed3b3bdad975
2,common,0.75,1708,1.5,67.485,44.99,0.05,drop,15f127328656c325a3030b01bd8fbcea85968ce80067678e82a5680451599d7b
2,common,0.75,1709,1.5,67.485,44.99,0.05,drop,a11585f1b4fe720e584f4dde2a65353afb28355564a8115b7ccf21d8a260fcb4
2,common,0.75,1710,1.5,67.485,44.99,0.05,drop,81a7d0ad7412a9c1ef8884b9f13e46722fa6a315531d5ea0d3d08d755f29e476
2,common,0.975,1701,1.5,67.485,44.99,0.05,drop,1f286283e5c030e172e4f65b59d8b93bff630b30936335eaf95f72977e96d6f6
2,common,0.975,1702,1.5,67.485,44.99,0.05,drop,6321a1379adeb1e953ad0e7c0971f77bbc89dac8184ef959b4c0183da50fa820
2,common,0.975,1703,1.5,67.485,44.99,0.05,drop,98e21fa71c09bab6bf2e7af4a0309dcac09e39c998eecab3445e793f092b4c33
2,common,0.975,1704,1.5,67.485,44.99,0.05,drop,b7319bcffa10a5e7b8d391988f596179561aa37980a89e55817d01353b4b33ef
2,common,0.975,1705,1.5,67.485,44.99,0.05,drop,8e6d1e712393139cb2824ef926d64aa3eb4d8fad5b951a8ada2d8866c18a5f7f
2,common,0.975,1706,1.5,67.485,44.99,0.05,drop,aa1544ba296aadb0e74bf4094bb9565c424f4569368c97163a76cf646ad185f1
2,common,0.975,1707,1.5,67.485,44.99,0.05,drop,83a43af71d5d6e0eca4797e5c55017f393d9aaafbceaad77be73f52aea55c87d
2,common,0.975,1708,1.5,67.485,44.99,0.05,drop,bfc0686412802ffafec4c705f9d215f8a9463e03589f6d30ab8d1a7d6fbd917e
2,common,0.975,1709,1.5,67.485,44.99,0.05,drop,9a6358d0e869f602c8fbb039a7833e95f8485ad44d1f3040c8184b8077593efe
2,common,0.975,1710,1.5,67.485,44.99,0.05,drop,2372dbe15ae9699ec6db90c20b93d483a1714515c4b43a44403e536090462d8c
2,independent,0.0,1701,1.5,67.485,44.99,0.05,late,fa2277106efd781da4db90225a8ec7179ae4ae6c67eddc58d552b0fb31d9d750
2,independent,0.0,1702,1.5,67.485,44.99,0.05,late,076dbdd8aa38fd054245f4b5b89514ba7ed805eb7a5ffbf8ec47df6274452ca5
2,independent,0.0,1703,1.5,67.485,44.99,0.05,late,23747dfaad412c79462854c81be75ed66869a69cd953398752194e302aacd564
2,independent,0.0,1704,1.5,67.485,44.99,0.05,late,7492b7c428f39180834bb6770205236330dffa98d644d5ef129dd9d648e7f6e1
2,independent,0.0,1705,1.5,67.485,44.99,0.05,late,2ba2c47d4c2e213a7e76494ac1e4b7b78facde5b9c4660caa5d0a17128aef761
2,independent,0.0,1706,1.5,67.485,44.99,0.05,late,eabd55e522a343f542b128ef502d748e885daebe9e08195707e7efd53b38a912
2,independent,0.0,1707,1.5,67.485,44.99,0.05,late,0ed7766316feebf0f1eef978a0b659253fda73a637109f8662072e600f7db4e2
2,independent,0.0,1708,1.5,67.485,44.99,0.05,late,482e0e07b546181c753a494e319322047d108a17c58f9808c156c6b121ad0f6c
2,independent,0.0,1709,1.5,67.485,44.99,0.05,late,6e10ded108541b7caca48851003a0859914d22add170cad2d62c82321570e1eb
2,independent,0.0,1710,1.5,67.485,44.99,0.05,late,90546541f0b783b64070cb805b66db11eed99d0c6a4d859e6c18ef93f10b2ee3
2,independent,0.75,1701,1.5,67.485,44.99,0.05,late,deea7507e2a0d5a6ebced45361e5be70a949de248b86f5156677bc9ffea0482e
2,independent,0.75,1702,1.5,67.485,44.99,0.05,late,813de81e1e4a8a38562574200c16f68837626a97a64182bc2aebd4c18762e48b
2,independent,0.75,1703,1.5,67.485,44.99,0.05,late,45ccb385023c6753b25460224b0605ad427666fd5912839470d837ed6f784db6
2,independent,0.75,1704,1.5,67.485,44.99,0.05,late,aa357e27e2bfa731ab05615088ad7678404a08290e6d29e61b134ec579e43eba
2,independent,0.75,1705,1.5,67.485,44.99,0.05,late,48ac46d1c64604e1f8a77bd3c032854a5dd9dceaea9934e5ce4ec4ff5e42be69
2,independent,0.75,1706,1.5,67.485,44.99,0.05,late,d5a9aee3a5a836b8e957be4d64870d2588e6af2addeb3b6938281aa6fda14cb3
2,independent,0.75,1707,1.5,67.485,44.99,0.05,late,396b6a4fd2ba107f752334b29a7d194914ee7b9c57b82e09c84391de5bb38325
2,independent,0.75,1708,1.5,67.485,44.99,0.05,late,267265dc5d23211c258c252e2dbbb50f3e0a818af88b627c738b9ca8a826e8ea
2,independent,0.75,1709,1.5,67.485,44.99,0.05,late,386c43e3b89aa2579c98e6dae683a95174a43d21358edccad147c301664d6e64
2,independent,0.75,1710,1.5,67.485,44.99,0.05,late,b1310c8ee9bf160d06e0fa0f982669481dfbd7746c304d476dae076becdaa624
2,independent,0.975,1701,1.5,67.485,44.99,0.05,late,c5e906f9c19f4c79414d5df659e1a409aa19f2039fca7dc47928a3f3b2fb632b
2,independent,0.975,1702,1.5,67.485,44.99,0.05,late,7acff7f6c0e5475b5ce877c0e8396346934a8c42c6e144c9de5d583c80beda15
2,independent,0.975,1703,1.5,67.485,44.99,0.05,late,196d2b9c17a3ef5aa209ceaa75538e2539796cb53cf3b87c716392b1b6129e32
2,independent,0.975,1704,1.5,67.485,44.99,0.05,late,106f75a9ccca1917944fd6f2e491919a9ff1521ba56fcf16eb71dacebf23fd94
2,independent,0.975,1705,1.5,67.485,44.99,0.05,late,7ddf0d17c6ec14fba4384fb8ea9b1b6937f4ef11df1cc95f5d9a0b9b7a53ac33
2,independent,0.975,1706,1.5,67.485,44.99,0.05,late,4f507d6379f1e354e9135425aa8376a105d1f4163c67050565b5c12d5ba382b7
2,independent,0.975,1707,1.5,67.485,44.99,0.05,late,edbd2a92866e0774c26b03622c6f038dac2ac0435fec1b1debe57faa2df9babf
2,independent,0.975,1708,1.5,67.485,44.99,0.05,late,af2871e25e8bdc7fc591bbaeb3df1c5acc2ac0bd496331bd32f5394893ae813b
2,independent,0.975,1709,1.5,67.485,44.99,0.05,late,30db33c1fc297369a384620d4ee48f11615d644bc83b2bc85187f745299e6079
2,independent,0.975,1710,1.5,67.485,44.99,0.05,late,ebccde4a3842be7d80a7590549b186e05bca035fc76de04b8a078dc78fa63f90
2,common,0.0,1701,1.5,67.485,44.99,0.05,late,198e60167c427040965fdea6082cc7541e4c741461b1cf453c4ccf00c1f8abad
2,common,0.0,1702,1.5,67.485,44.99,0.05,late,cb099a6b98efca44e6f97991a26499686190f9cbeb9bf9a51b455f1857188464
2,common,0.0,1703,1.5,67.485,44.99,0.05,late,9341b29f30cc7033cf593c4595cbd5de6f7cc1d7ea79ab9ac6a755eae9e3dacb
2,common,0.0,1704,1.5,67.485,44.99,0.05,late,266b7df02b51b7c35ac47faa78d9b8c39b5fae6f5349a8413bfcd316840d250d
2,common,0.0,1705,1.5,67.485,44.99,0.05,late,41402323e1c591889fcd4cf83082ed8ed0fce58c3ef13eb8c39c60c23bb50a78
2,common,0.0,1706,1.5,67.485,44.99,0.05,late,c150ad1b8918743952fbe2a348b311abe22efb0118fb2ad52b4d5f337b8fa8b5
2,common,0.0,1707,1.5,67.485,44.99,0.05,late,4ff893a422c08b332a1372924d0a7d2219ff8919b45f6521f1050e09191cf873
2,common,0.0,1708,1.5,67.485,44.99,0.05,late,1651ca7b3e8868f9784d0ce6037c2f589ce31e958c4db85b71a738041d5f5553
2,common,0.0,1709,1.5,67.485,44.99,0.05,late,5c4eba7c1efc709c949f7cb03afa0431f83fc00e113eb9d7898b28be160a3f81
2,common,0.0,1710,1.5,67.485,44.99,0.05,late,8d739f67f38a3d1a7817cbbdb80f8fd9dc5877e715459df385556557503ff82a
2,common,0.75,1701,1.5,67.485,44.99,0.05,late,73db66a362456c4bb5aaa280828088ac5bb37e85da6cb999294058cf7ded0abb
2,common,0.75,1702,1.5,67.485,44.99,0.05,late,d242c452eaf964340881a85bf77ed37b08f9ebd8effb1579faed6f896438ac35
2,common,0.75,1703,1.5,67.485,44.99,0.05,late,3310f1e03539f4068a785fec9b82afd8e6cbb69cf375014a57011b04a5d968c6
2,common,0.75,1704,1.5,67.485,44.99,0.05,late,e97cab454cf8b5143746e3c821481dd0bba5fd1645f40fa8e1025069d30fd94f
2,common,0.75,1705,1.5,67.485,44.99,0.05,late,129d0ede53275a69b8c5ffdf848ce118639e93c824fba1853a6f8ad195dc080d
2,common,0.75,1706,1.5,67.485,44.99,0.05,late,e96f17cf117404d548138ad63dc48e23c94e2544e2adb0b6126caa389e6afac5
2,common,0.75,1707,1.5,67.485,44.99,0.05,late,05c7256ad05c61769113e8f72db58e502e499ac285c0c59ee37b7c504e70d5cc
2,common,0.75,1708,1.5,67.485,44.99,0.05,late,159ebb1038400c950cb53afeadee527a4117b7119c9c5011a0f51c770c581352
2,common,0.75,1709,1.5,67.485,44.99,0.05,late,7f3c2c0dd70bc77a3eb1a5b28c15e251a8607ac4ecbdd2309adcfa31c1ce90fd
2,common,0.75,1710,1.5,67.485,44.99,0.05,late,fa9b5543338e2e3316952e4e373507777bdbfc81db149748fb1d7501ed53d144
2,common,0.975,1701,1.5,67.485,44.99,0.05,late,182968164ea90c5555796645d0a723e7b71e61e4f0787e0d97f4d1b74b1c6f60
2,common,0.975,1702,1.5,67.485,44.99,0.05,late,ae41c1db2a00cff346c3d3be3c8582f420d4d1b1daa5bb29bae9863ba96115db
2,common,0.975,1703,1.5,67.485,44.99,0.05,late,5beb3913d110bfba1f60763049b68058ba7707692e060a4681e45621400b41cf
2,common,0.975,1704,1.5,67.485,44.99,0.05,late,2869ade82ead3a98ba00c5034880af1797348ed30096e2f4faa26df02e15e52b
2,common,0.975,1705,1.5,67.485,44.99,0.05,late,f202498067f8bf755a294021f286cde7a8be06aa5f3f245e731a617607bdcf7c
2,common,0.975,1706,1.5,67.485,44.99,0.05,late,197054c6e4ca737493ea3f8079c062cb2b568f28b76a1ae2a5fe686bccb1e00e
2,common,0.975,1707,1.5,67.485,44.99,0.05,late,d724994bda791ed18a4c431f6861131d5c5c519211b95e2b6ffd6be4c92ae2ac
2,common,0.975,1708,1.5,67.485,44.99,0.05,late,1c9c789d26cd4130d39396a7cc1e0c5b95b692ff32707517b4bb1ea38a4b90c7
2,common,0.975,1709,1.5,67.485,44.99,0.05,late,9f4acfe4590fc41a9ff46e14041ce3593bebe0086e050e103dae4cda2b4d22e4
2,common,0.975,1710,1.5,67.485,44.99,0.05,late,d35cd297278fbd0285ae01300e9ebcf967d571bda96eb1e8e02fed1db68e8772
2,independent,0.0,1701,1.5,67.485,44.99,0.15,drop,1cf5ca40958f7517deedc63870c97a1f67f7548dc776abde98f044491bed5558
2,independent,0.0,1702,1.5,67.485,44.99,0.15,drop,f9a23d5b5431cf170a36f268da8cfbbb2cee3ac4d7ff66cc7f224a64942d1766
2,independent,0.0,1703,1.5,67.485,44.99,0.15,drop,c8f8d6a37e74ec170f3abfdd6ec8a9f62dd3981fc636551eca567e7ebf24e09f
2,independent,0.0,1704,1.5,67.485,44.99,0.15,drop,180e0de5e24643b62c937a8c098be47df07eedf1d7b63965e6b9d4e67824c9df
2,independent,0.0,1705,1.5,67.485,44.99,0.15,drop,f8a502628d6bd99299196aef8a83d05d0fc370b541aa0b0e7fd3d8afca5a5330
2,independent,0.0,1706,1.5,67.485,44.99,0.15,drop,91824c46864bac7b4989c34506ce76aee6191580a9936d38e98d585d0aa6bb27
2,independent,0.0,1707,1.5,67.485,44.99,0.15,drop,4e97647d40b2670d0b851db298f9e2fbebd4ca03726c84c36b6d3e34e1d251ed
2,independent,0.0,1708,1.5,67.485,44.99,0.15,drop,46b35071ba967e44e67916f8ec45d932e9fa67c7fe6856c842bd71f0aa57444b
2,independent,0.0,1709,1.5,67.485,44.99,0.15,drop,ed720ea93d98fb77a0d17f5b3ba485e78784f0df338502127dbf165aea34f388
2,independent,0.0,1710,1.5,67.485,44.99,0.15,drop,a1226f46b41a9100cfb1d5530ec678202ed4d7e88d28db888908fd4ed8376c00
2,independent,0.75,1701,1.5,67.485,44.99,0.15,drop,4d376de5bb141e5fb57c3d6a2c165011ae215dd13387a8de38ee68c16a543cad
2,independent,0.75,1702,1.5,67.485,44.99,0.15,drop,fdfd3362b2520ab6d5a32a1f9ef66cadeee46907b17d29b29bf1d184cfae3fa5
2,independent,0.75,1703,1.5,67.485,44.99,0.15,drop,85c488792dc7fbab4279b2f6f53862a49b668dafb19674f4ba7cbdd5800463e9
2,independent,0.75,1704,1.5,67.485,44.99,0.15,drop,cde523284bb24e414cd4b524f347a61e401b916e0753826d246f73ac19809ca9
2,independent,0.75,1705,1.5,67.485,44.99,0.15,drop,771919891107b7103f302bd231101b3e1719dbed7ab0be192573f3a22254eedc
2,independent,0.75,1706,1.5,67.485,44.99,0.15,drop,8c4a51666cb5b874efc8908f672fbb5fd44e03be806857e16b1fd3d4e8e85559
2,independent,0.75,1707,1.5,67.485,44.99,0.15,drop,f4f3128c6988e4c9769c58e7d0b3904e6a21aef7de625c0d34336494898b486c
2,independent,0.75,1708,1.5,67.485,44.99,0.15,drop,a5dcaf6ee25e5788e772ee1df973c50389b90eb59127581a721528dc2f6b658b
2,independent,0.75,1709,1.5,67.485,44.99,0.15,drop,3b816297c936a3a60fccbb2d97a4f5f38fe3f42be271e702c509eea6b26cdf04
2,independent,0.75,1710,1.5,67.485,44.99,0.15,drop,e7e835147606a23604a8f5863d24a001e1986e893010573082931c0fa5ea6af6
2,independent,0.975,1701,1.5,67.485,44.99,0.15,drop,9e60f0c85af3e6029dd49d956b247e08a6386f3a0004b670146e3c58607c38fc
2,independent,0.975,1702,1.5,67.485,44.99,0.15,drop,bff91319c080320b7bbd587aea4a4871a4db12c0f311e3405107eac93f72ab21
2,independent,0.975,1703,1.5,67.485,44.99,0.15,drop,0f1a5df478ada3ea80e71f86cae588305523018632ed3d62a92177441e34f508
2,independent,0.975,1704,1.5,67.485,44.99,0.15,drop,52cd727717274abdd16e73bf878392179c89a5844779fb090425a0be7bb60834
2,independent,0.975,1705,1.5,67.485,44.99,0.15,drop,e09877b943265e70125688b41fdfdcc6b026ed75725e078094a20c25fbefbfba
2,independent,0.975,1706,1.5,67.485,44.99,0.15,drop,4a0a3b383d67b192912426c0546054c0d14a58023bd18fb90566f2feb1ccf251
2,independent,0.975,1707,1.5,67.485,44.99,0.15,drop,5e9afcc042c2ea3f597811f85fd5d17f7c25f350f79937507d2a0ec233170f90
2,independent,0.975,1708,1.5,67.485,44.99,0.15,drop,1e96ad0f21c7516c04a16b7ec21b390b17816cad83a55408ab6625a314dc5a56
2,independent,0.975,1709,1.5,67.485,44.99,0.15,drop,ec3ef5918151b27201c4b487184e14a231c95051ce483600cc9304a1a8db666b
2,independent,0.975,1710,1.5,67.485,44.99,0.15,drop,2344641a74cbcbd7c7d01076e66b5bad5e31cce9f009ae55cfae134d79b5ccbb
2,common,0.0,1701,1.5,67.485,44.99,0.15,drop,e77bc71c49ff16bf8317d4c2d0cbdb3f545147b087aed4f9217a4ff08db32c68
2,common,0.0,1702,1.5,67.485,44.99,0.15,drop,d8c7ed814f6675d8cd04acd0d32a91086e68bc420c9edbc711cf3f780245f19b
2,common,0.0,1703,1.5,67.485,44.99,0.15,drop,9334de3e0faf28a5f489b12f65505308aa2be63e8997475e9436475b109c5d03
2,common,0.0,1704,1.5,67.485,44.99,0.15,drop,0858c8f81bf46d936f23fdf6b11de00ec7502714825849d03d7e74516fb1254d
2,common,0.0,1705,1.5,67.485,44.99,0.15,drop,4844178e550dda1ca6102ecbaa3f56538d745346508bd3846abe07b0a5a21781
2,common,0.0,1706,1.5,67.485,44.99,0.15,drop,0c3d5df2d13bd58931c1813212ec545c49b1f4e07d5c37182eecb235a242c913
2,common,0.0,1707,1.5,67.485,44.99,0.15,drop,0a20c6e6d8557facb3d303fc517a1c088176122f1b63d94bb286af6ff0ae1bdf
2,common,0.0,1708,1.5,67.485,44.99,0.15,drop,d591706fd6267ff527683117952234ec417c7c24a7361ea34602b7ae702ad7d6
2,common,0.0,1709,1.5,67.485,44.99,0.15,drop,60de91fefa1c1d74f8a673a98dba34ed1eb87ac0f908a90616445feae02bad32
2,common,0.0,1710,1.5,67.485,44.99,0.15,drop,46c218f7c0b3c0854503314e3ad6383e0efa3c334599e01b362739cd70686271
2,common,0.75,1701,1.5,67.485,44.99,0.15,drop,9067939c697a7cf76e0cbba43ae42bebe92bf81ced57911202d74fc13108a739
2,common,0.75,1702,1.5,67.485,44.99,0.15,drop,ca78a56010dfc4def6a97297d0e3b986079cb05ef39ad8fc6a322b63f9ec8509
2,common,0.75,1703,1.5,67.485,44.99,0.15,drop,a8b3c9b980ed7f374a40905437309aa2e51226b7ab80e0582c5f05a5bce88e89
2,common,0.75,1704,1.5,67.485,44.99,0.15,drop,e6694158611653214f8afe87ac7979633c24f8db13e961c1289db56c5ebac12f
2,common,0.75,1705,1.5,67.485,44.99,0.15,drop,a0b83fafa0d2901669d81c026b0e29e6eb72876ed767726ba53011edf13fd50d
2,common,0.75,1706,1.5,67.485,44.99,0.15,drop,4c6de41a4fd3352d33fec62e294afcbff16bd19324a90f873e49722e15b16abe
2,common,0.75,1707,1.5,67.485,44.99,0.15,drop,a2a7c73692ab3f122b4fd8926b32c5a95e5fd5537200be874218d70cfa3f5c7c
