device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,sha256
device_0,0.975,1701,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,15,485,4834a14f887705eeb482eb0468e98cd0734a464c0970ffd30918e2cc8988b8a6
device_0,0.975,1701,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,15,485,f177b0e5e7b4e3a342b0052fc75d86cc707d38f23ac33e3a1fcb3c4ad459d8dd
device_0,0.975,1701,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,15,985,6a55231c1cd5bf660981216393f2337e28106603eb112a327f275ffad842b323
device_0,0.975,1701,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,15,985,8d774eb1c5ecc27cbbc77142567069f09e0c32ce276e8b6e6d82933419318147
device_0,0.975,1701,1.5,54.0675,0.15,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,15,1485,b8b62cc1b22aee247243d338aba914a14ed3158e832c212230b223a071f0e445
device_0,0.975,1701,1.5,54.0675,0.15,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,15,1485,a6b22c4c7958c6bfe6454382f24c7b5679315e1ecb70ba73dda9f404e4363b5c
device_0,0.975,1701,2.0,72.09,0.01,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,100,504e193474e9a432463c1edf71809e89aaa6db06aa5bf457a3410f52fedcd1af
device_0,0.975,1701,2.0,72.09,0.01,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,100,9f984249e18363a3cb18f6a8d2fd4299f89a2f913d5dee73d4a520f8a04936ff
device_0,0.975,1701,2.0,72.09,0.05,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,500,17886f6f89f5834bcd6d816a5ee2a2749a085c74dbbb6d1aa519a5fc01feda01
device_0,0.975,1701,2.0,72.09,0.05,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,500,257841eaa3f10247811866e780865c98e7a7af090ae264cf91a5ec03d0d48ecc
device_0,0.975,1701,2.0,72.09,0.1,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,1000,5431fb35789aa612317eaee13ae2bf5f0c9f1e6a1e073aade39c500874c60497
device_0,0.975,1701,2.0,72.09,0.1,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,1000,dcc65f7a7dbff44e545a0ad9fda232ae02c2f3ee9dd036b04f96023608be26e3
device_0,0.975,1701,2.0,72.09,0.15,drop,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,1500,c8a9f0c77950a01b97eec996ab17f6319c6b2330409862f5ea1d6789ebd14b99
device_0,0.975,1701,2.0,72.09,0.15,late,40.0,12.0,3.3333333333333335,0.1992,0.9789949792069076,0,1500,b053d61cfec34362a54af75e75e85f84e0056ff3f84bdfb25d03c724718f6ace
device_0,0.975,1702,1.1,39.6495,0.15,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,760,740,b61b2d3a1382ac61cd9a75cda7380b126f8335684902f135e494c29ae7b44a97
device_0,0.975,1702,1.1,39.6495,0.15,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,760,740,a0b4de0a1339cb920fde1e4b3b08b89efcfec61aae035136b9ad599763fc509a
device_0,0.975,1702,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,341,659,b6d4e2bbf99c287833f8f6c9974526b62476c98ed21554c8c5f0179b3335fbf1
device_0,0.975,1702,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,341,659,346a81d4286c151e2e2d65ca20344cf3f685fad3d303a43b1f0418e83fe18f49
device_0,0.975,1702,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,341,1159,28b3fd90607625921be6feba4a09bac6f6bfc83b7815aad20b5a01f0621b89e7
device_0,0.975,1702,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,341,1159,171580599c7da7c56e59a9c01dcd427ef88135beb513d5ed8fec11daecf95057
device_0,0.975,1702,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,79,421,e87dec3388190beab8904f52268ba7f4091cb37002abbe2b00cba2664b4184c3
device_0,0.975,1702,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,79,421,626bbf37603cfbc3cb09bcaa2d923c8296b83eaa287258aefcc1a3f5d2c2bc8f
device_0,0.975,1702,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,79,921,59e668c00861668d688e7319dda5e8e752f863bc1edaaf53aa185b795a519634
device_0,0.975,1702,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,79,921,06e09fb36e236c98f193ff25c6527cd7898c387aebf38d9e2f57c62258f0ed49
device_0,0.975,1702,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,79,1421,5ceb3903dd40a51a3e1c354aaf0eebf244a51831f7f5f789be2effc3f9ba8060
device_0,0.975,1702,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,79,1421,9ebdb7adc9fec64af1c6b20f8605a436c47faff3568dbc43f5cfaaffc3556c3a
device_0,0.975,1702,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,84,2440013ae5e28fdd413dca91da4c7df2d69e8032cef55ad6f812aa725d921eb0
device_0,0.975,1702,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,84,3bc77849d2a5b2a6cbc72ae2f881795fd7a1b7d7af0ded97865df586f371ef02
device_0,0.975,1702,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,484,74f4f87896ab12191d335ec9f99db63947315ef15c40f530bea14895d9268598
device_0,0.975,1702,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,484,6738e5fd3b6fbc217591668f5b651a887c624444d32f48230671fe406d92688d
device_0,0.975,1702,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,984,5147552d053033efd5b67732d4bcfa25b094592dde6ac76aa12b893f5cdee351
device_0,0.975,1702,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,984,382d033e67b55c1acb148d93bd5182082f6cc551a5f56b7f2524b3ca6e6c9a93
device_0,0.975,1702,1.5,54.0675,0.15,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,1484,227a12d78321097a9d68277222c880658ca11a863a928b85c0f268eda80bf82c
device_0,0.975,1702,1.5,54.0675,0.15,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,16,1484,9edb8a86b053fd03b6c8231bf228b1483bb66d600d882ac1f5086f5dad1d4cb9
device_0,0.975,1702,2.0,72.09,0.01,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,100,47e2ecc63202afd6f5c9246450c2c640f0bd41303ea0029cee2c8d3fa8e70251
device_0,0.975,1702,2.0,72.09,0.01,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,100,a38c7dabb3842580db5fa670fe452f907eb9d2157c68a2f99e8a6bd0caa5c7b1
device_0,0.975,1702,2.0,72.09,0.05,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,500,2ea358cec433de8d4201d08111017cff23b8ce5cfc1371d43f05f9f718751539
device_0,0.975,1702,2.0,72.09,0.05,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,500,b60474f2659b8e45974395c998c0c0aa82b4dac40d7336a6b32923d2341e565f
device_0,0.975,1702,2.0,72.09,0.1,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,1000,9cb40b6d954eb86f53a196059527b8c7694901d0f64b36d2987a9f2f50639ae2
device_0,0.975,1702,2.0,72.09,0.1,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,1000,77f9b56701b67ac8c1f8c447e9ad0f4a2a8debf5b057bdc5664c1732f7084939
device_0,0.975,1702,2.0,72.09,0.15,drop,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,1500,e516c147a3d951ce2a50752a7b72eaf383af526a05283f449c310dc28f8b36f9
device_0,0.975,1702,2.0,72.09,0.15,late,40.0,12.0,3.3333333333333335,0.2082,0.9760343972479407,0,1500,99bd0c9db974fa003e0839cfefaa26d99da271293747f9010091d95e3f619371
